DFT_energy_eV_atom,ML_energy_eV_atom
-0.0009602588735253548,-0.0009109814714873821
-0.0003805318506238109,-0.0005088949077949323
0.0019969205157881476,0.001922261163293193
0.003825177729527951,0.0038763179977392426
-0.00577114070558693,-0.005734622484131258
-0.002957474255205206,-0.0030136659001609445
-0.0024897717361209715,-0.002555669269674432
-0.0020575811254328613,-0.0021200366659055447
-0.002077948339174185,-0.0020827632880431324
-5.2321583448922127e-05,3.8557829562080315e-05
-0.00029183856818182363,-0.00030016399176435726
0.0017000708592993519,0.0015928576864325805
-0.0033567361254336348,-0.0033160461780719075
-0.003467114713219921,-0.00353316360412137
0.0009758481112074335,0.0009331188982644179
-0.0023917250948999325,-0.0024648154111348575
-0.00015349414070087164,-0.0002032532093219075
0.0026252490654057326,0.0025368059808021926
-0.00034582990405951364,-0.00033324411461777004
-0.002817556468944993,-0.002847799368672632
0.000507935821131511,0.0004821110261268302
-0.0017907490643649382,-0.001829770235800332
-0.0018414486826854315,-0.0018600548553138196
-0.0030172680719990908,-0.0030355640096555447
0.0014905801722759904,0.0015807438386268302
0.002302195324948464,0.0022358234545620803
0.0009925503631160737,0.0009522215044190929
-0.002183526926960333,-0.002407973509893857
-0.0003637963544411704,-0.00043854140707910716
0.0005113476150242491,0.00030925573628870495
-0.0008014313926096861,-0.0007222849960584199
-4.839883535723288e-05,0.00012754801920866754
-0.0006661925376469924,-0.0006933981282148949
0.0013516575768566241,0.0011986917155351051
0.00551030517227602,0.005426890516823768
0.0004718912409780174,0.0004527582410602804
-0.0009082668124564819,-0.0008699807558389949
-0.00011523536207480589,-0.0002922433989684947
0.0014026163554827775,0.001337069130849855
0.00022837009594045554,5.47770670866754e-06
-0.0004521768887926214,-0.0005559525473461946
0.0036296369661696914,0.003605620091012618
0.0005070629967036666,0.000389859415917293
0.005123021317314347,0.0050234062014604675
0.0009138446760932339,0.000874879245354343
0.0014737877295285529,0.0013543080681115427
0.00010241830204815727,-0.00014408172196489488
-0.0035725466979519283,-0.003670143267766157
-0.000443245056731989,-0.0005060994044550071
-0.00041435089642583023,-0.000580180242956807
0.0024586712409782052,0.0023821214626726928
0.003311419752429323,0.0032305567262698176
0.0006494032638793001,0.0007020239555162178
0.001391452729528453,0.0013268189519379803
-0.002175780743754352,-0.0022528230745413325
-0.0012555984155095956,-0.0013745691086537448
0.0022132424623526603,0.0020261607040845675
-0.0004437697895554038,-0.0005606117195791072
0.003465085706626958,0.00345419699344518
0.0017264784547190715,0.001745678535669093
-0.0004179820414638158,-0.000612328531363282
0.0023205668898338416,0.0021556856921574052
0.0006842852104442798,0.000672671170449668
0.003843001546322,0.0038036349109074052
0.0013717071951768744,0.0013710810881493174
-0.0021685081865028266,-0.002170355726019757
-0.0009204864689449366,-0.0009864600616591446
-0.0017958635300141523,-0.00178830360292892
0.00022474143181838713,0.00021467453996226737
-0.002394682957494787,-0.0024354626260674195
0.0008303225005201753,0.0008911863481690929
0.003753022347848578,0.0035907107398669424
0.0015312429585359055,0.00143351399606928
0.00019783131731454517,8.747913800633e-05
-0.0016465412781050404,-0.001636880505361482
-0.0008136363544410941,-0.0009505844354666948
-0.000564765323907146,-0.0007679448839397196
0.0015578312791468818,0.001459139443349855
-0.0006420610109296732,-0.0007418535194361198
-0.001091429140700484,-0.0011062007880431324
0.00016636925624613497,0.00012102517808276758
-0.0027534681101659686,-0.002887402332651945
0.0010341395997572889,0.0009191413815656801
0.0008098460501386739,0.0007816958006969799
0.0023653193707495745,0.0023765304559928424
0.0008206511264754468,0.00088093616925633
0.0023121891799098293,0.0022744945840944553
-0.00017935559108295251,-0.00013849071528504453
-0.0027513317361202994,-0.002874356650400145
-0.0043726488353579285,-0.004499475925209495
-0.0001420534918459282,-0.00017063900369151952
-0.0002611652094026695,-0.0003281190251609445
0.00031385818754348094,0.00024262957335974278
0.0021033002104440257,0.0019297158388651425
0.0016485947142612645,0.0015751528319469799
-0.0006345702094030514,-0.0007432512711060824
0.0001565184165510658,0.00014292328757736783
0.0003427359356349413,0.0003204377496475175
-0.002986721468944964,-0.002918618786611482
-0.00013707723230371727,-5.704306650144986e-06
-0.0012019855529139534,-0.0010614727346078823
-0.002432965362075379,-0.0022598118328902572
0.0029903795997574534,0.0031611350600009303
0.00226555795853578,0.002438963363912805
0.002438351851665743,0.0024883505895809677
-0.000887727499478963,-0.0008005590895701076
-0.0002784105910826895,-0.000188343858176232
0.0015114762791466063,0.0015891303486457176
0.0022081218516660783,0.0023606892704020055
0.004381833263879642,0.00421177839850273
0.0007275977676961531,0.0006451820542761055
0.00010127169899387667,0.0001009907374820429
0.0002747062028101155,0.000267789103417293
-0.0006944592933733063,-0.0007017846382337822
0.0015260107829631053,0.001536947619638518
0.0016370473860165546,0.0015276292751726928
-0.0019071445605476356,-0.001922953680456807
-0.0014807801712350965,-0.0014719458083201076
-0.001831135171235232,-0.0019080443293120197
8.387479059734915e-05,-7.652372458899492e-05
-0.00148570257581504,-0.0016201074853237074
0.00019150036311543772,0.0002412318216897802
-0.0011570495223800492,-0.0010917573541213699
0.0010926340654062727,0.00111529253256748
0.0025052745997573567,0.0025172374574244927
0.0014253171951770227,0.0014610031122428424
0.0013984514318190477,0.0014833671389604675
0.003113407386016398,0.003142032453846255
0.0018385842562453902,0.0018481803247905049
-0.0016623387208527518,-0.00168580181380662
0.0007880770043371399,0.0006829213493615427
0.0003382319280014201,0.00041268935985794286
0.003394111240978326,0.0032254316368138802
0.001139816355482104,0.0010761554858120803
0.00023957967609344877,0.0003469950313750303
9.908475242870196e-05,2.3182561193380025e-05
-0.0004558580338303031,-0.000339301038519757
-0.0006665387590212291,-0.0006099989452472698
-0.0009254089116934594,-0.0009995057439109445
0.0029694967371618475,0.0030055187074244927
0.0011348405921234317,0.00106404163800633
-0.0018248060872654293,-0.0018791574614684947
4.523337838335806e-05,7.862671076441785e-05
0.001518677195177176,0.0015122540068039925
-0.00013971123993705703,-0.00016551391423558215
0.0016299728440323236,0.001681381958856143
0.0026567708592990513,0.0027008088433975175
0.0016662571570096318,0.001796929430230243
0.0010629742562455746,0.0010952580919667554
-0.001523473797189645,-0.0015497539846078823
-0.0018092734536780952,-0.001888009888711295
0.0009153801722758814,0.0007994006551825805
0.0020218414699861853,0.0020331494624343804
0.0016070828440319929,0.0016366539054208928
-0.0002487482246706918,-0.00027453854448378223
-0.003206104178868685,-0.00338174050655482
-0.0009739637208534546,-0.001000903495580907
0.0033642481875428842,0.003226363471260818
0.0037900120425051753,0.0037248949001726928
0.003245437386016903,0.0031965447689703552
0.005857991889834047,0.00572787304306388
0.0004403731875433081,0.00041641669764391764
0.0024376352104447108,0.0024729753212122674
0.004124347844031817,0.004024945591966755
-0.000985143301005742,-0.0010377109562202946
0.002797475668459448,0.0027981855430638802
2.7482042505688753e-05,-2.4806912804820058e-05
-0.0006212246368839658,-0.000522406507269757
0.0032114573478487785,0.0033493656182068676
0.004016446355482373,0.00395226250513403
-0.0005133016216172237,-0.0005149518316978074
0.0008739350196043105,0.0011194857875773678
-0.0004806358200903915,-0.0003584036446744321
-0.0007326921559682731,-0.0005941577596555447
-0.0006869154002426825,-0.0007069097276897196
0.004451428225711318,0.0045253406897716175
0.0024706327676957685,0.00254845391138403
0.0032094075768567265,0.0032659664352392426
0.008871774179909586,0.009099715987958668
-0.0012299556292498792,-0.00120078198436957
0.0007022016989939317,0.000788218641823768
-0.0007936944460444906,-0.0006696363498273072
0.00185627433258162,0.0019012948882455305
-0.0016483305147465543,-0.0014933780005907948
0.002544033034872051,0.0025526471663939176
0.0052053464318184695,0.00522421652469518
0.0003765637600627869,0.0005645783746475175
-0.0012937771559684563,-0.001216623169961295
-0.0010029215071130082,-0.0009706188760674195
0.004645404561589572,0.004631569816679892
0.003574983721895464,0.00356974446481928
0.0019556064699859377,0.0018700784342851051
-0.0002165528429909358,-0.00015340006643072002
-0.0006940723849755415,-0.00042270022148738207
0.0009451452104443092,0.0009014365270809677
-0.005032996850624194,-0.00500779161581022
-0.0007360082628382614,-0.000708773396582707
-0.0030319467742883077,-0.003037893595772445
-0.0008352229193260285,-0.0006868752870889949
0.0009691284165507241,0.0009396417393903178
0.0011261007447957994,0.0012741703057068676
-0.001147310094898657,-0.0011103940430530201
-0.0035242109727624538,-0.00343299140111597
-0.0002909398658914597,-0.00019486669930302014
-0.0028489795223807235,-0.0028347536864208323
0.0024944401341082667,0.002503259940725755
-0.0008025001330667081,-0.0008359687985395325
0.0013754164699868454,0.0014297866582833052
0.00012102963792592902,0.00012475251586874236
-0.003205884713220364,-0.0030239160790737074
0.0006414679967035042,0.0008152418407734174
0.00016819715700933102,0.00025986851062143046
0.0003932636455585836,0.00039964367760614294
-0.0023364687590214928,-0.002208560938329107
-0.00109123387352561,-0.001004164916143857
0.003325681011970616,0.003387104913293193
-0.0018774530338303563,-0.0017021089166213699
0.00252954650815429,0.00276324175131748
0.002277164981436819,0.0024785663278921177
0.0035262976150240988,0.0036195976077104675
-0.000250992461311661,-0.000284788723395657
-0.0013785975758153768,-0.001284181167337195
-0.0007780570796320774,-0.0007791268972985321
