system,group,O_serial_1based,time_ps,relative_depth,dx_A,dy_A
SiO2,1,120,225.8,0.21833097367059617,-2.3485559225082397,-0.8291101455688477
SiO2,1,120,225.9,0.22254285358247303,-2.4339519143104553,-0.985569953918457
SiO2,1,120,226.0,0.21931902567545572,-2.3970179557800293,-0.9111700057983398
SiO2,1,120,226.1,0.22078096298944383,-2.612286925315857,-0.9667901992797852
SiO2,1,120,226.20000000000002,0.2165404728480748,-2.418160915374756,-1.0537700653076172
SiO2,1,120,226.3,0.21797856830415271,-2.0203999280929565,-1.091520071029663
SiO2,1,120,226.4,0.213014284769694,-2.005039930343628,-1.2084600925445557
SiO2,1,120,226.5,0.21438094547816686,-2.2758179306983948,-0.7974400520324707
SiO2,1,120,226.6,0.2243357158842541,-2.035249948501587,-0.7414703369140625
SiO2,1,120,226.70000000000002,0.22396192096528553,-1.944969892501831,-0.7566299438476562
SiO2,1,120,226.8,0.21891902741931735,-1.841499924659729,-0.5461001396179199
SiO2,1,120,226.9,0.22054999215262278,-2.0399199724197388,-0.4117898941040039
SiO2,1,120,227.0,0.22610237484886533,-1.763179898262024,-0.6270298957824707
SiO2,1,120,227.1,0.22645237332298643,-1.618749976158142,-0.744570255279541
SiO2,1,120,227.20000000000002,0.2229523885817755,-1.730139970779419,-0.8682699203491211
SiO2,1,120,227.3,0.21543094090053014,-1.9869499206542969,-0.8818802833557129
SiO2,1,120,227.4,0.22025953020368302,-2.180229902267456,-0.9582099914550781
SiO2,1,120,227.5,0.2277881077357701,-2.010559916496277,-1.5240201950073242
SiO2,1,120,227.6,0.2226595197405134,-2.2087419629096985,-1.2699401378631592
SiO2,1,120,227.70000000000002,0.22078573136102586,-2.4986279606819153,-1.2947101593017578
SiO2,1,120,227.8,0.21841666811988467,-2.510565936565399,-1.1216301918029785
SiO2,1,120,227.9,0.22008809589204334,-1.9148598909378052,-0.9306001663208008
SiO2,1,120,228.0,0.22107855478922525,-2.159999966621399,-0.8696799278259277
SiO2,1,120,228.1,0.2212523959931873,-2.711406946182251,-0.9505000114440918
SiO2,1,120,228.20000000000002,0.21787856874011813,-2.673987925052643,-1.4387500286102295
SiO2,1,120,228.3,0.22526427677699498,-2.496174931526184,-1.3681600093841553
SiO2,1,120,228.4,0.22440238226027714,-2.49332994222641,-1.162790060043335
SiO2,1,120,228.5,0.2240285873413086,-2.25800096988678,-0.6145000457763672
SiO2,1,120,228.6,0.22295475006103516,-2.1917149424552917,-0.840050220489502
SiO2,1,120,228.70000000000002,0.22866903032575334,-2.3711069226264954,-0.8891501426696777
SiO2,1,120,228.8,0.22669283548990884,-2.5170929431915283,-1.005040168762207
SiO2,1,120,228.9,0.22102619352794828,-2.552855968475342,-1.028590202331543
SiO2,1,120,229.0,0.21767856961204893,-2.2932499647140503,-0.9806098937988281
SiO2,1,120,229.1,0.22327141534714473,-2.0559699535369873,-1.0624902248382568
SiO2,1,120,229.20000000000002,0.2231380825950986,-2.518144965171814,-1.434689998626709
SiO2,1,120,229.3,0.2181523640950521,-2.4465619325637817,-1.3545901775360107
SiO2,1,120,229.4,0.21084049769810267,-2.491447925567627,-1.4636402130126953
SiO2,1,120,229.5,0.21908810025169737,-2.1347498893737793,-1.4142701625823975
SiO2,1,120,229.6,0.2278666723342169,-1.9209998846054077,-1.1989600658416748
SiO2,1,120,229.70000000000002,0.2346214112781343,-1.9793899059295654,-0.843590259552002
SiO2,1,120,229.8,0.22535714649018787,-2.037559986114502,-0.58551025390625
SiO2,1,120,229.9,0.2151190439860026,-1.991249918937683,-0.8849101066589355
SiO2,1,120,230.0,0.22371192205519902,-2.255898952484131,-1.1406700611114502
SiO2,1,120,230.1,0.22768570127941312,-2.138279914855957,-1.1068902015686035
SiO2,1,120,230.20000000000002,0.22063573201497397,-1.6721699237823486,-1.095130205154419
SiO2,1,120,230.3,0.21997142973400297,-1.6915299892425537,-1.1879701614379883
SiO2,1,120,230.4,0.2230499812534877,-1.7798999547958374,-1.151859998703003
SiO2,1,120,230.5,0.2211595262799944,-2.008539915084839,-1.1785600185394287
SiO2,1,120,230.6,0.21860953739711217,-1.7442998886108398,-1.7134201526641846
SiO2,1,120,230.70000000000002,0.21636903853643508,-1.8572999238967896,-1.5810401439666748
SiO2,1,120,230.8,0.21252382369268508,-1.7375398874282837,-1.1783301830291748
SiO2,1,120,230.9,0.20791666848318918,-1.7468299865722656,-0.8837800025939941
SiO2,1,120,231.0,0.21356905074346633,-2.0342899560928345,-1.3040101528167725
SiO2,1,120,231.1,0.22715477716355098,-1.9942299127578735,-1.605640172958374
SiO2,1,120,231.20000000000002,0.2264619100661505,-2.145909905433655,-1.6084201335906982
SiO2,1,120,231.3,0.2161166781470889,-2.0794599056243896,-1.2242801189422607
SiO2,1,120,231.4,0.21224998292468844,-2.126139998435974,-1.05007004737854
SiO2,1,120,231.5,0.22550950731549943,-2.535776913166046,-1.0134100914001465
SiO2,1,120,231.6,0.22576904296875,-2.6645889282226562,-1.158370018005371
SiO2,1,120,231.70000000000002,0.2241642815726144,-2.5251599550247192,-1.0912501811981201
SiO2,1,120,231.8,0.22019286382765996,-2.306036949157715,-0.5861501693725586
SiO2,1,120,231.9,0.22019286382765996,-2.375918924808502,-0.6856203079223633
SiO2,1,120,232.0,0.21843097323463076,-2.61688894033432,-0.9704799652099609
SiO2,1,120,232.1,0.21522858029320127,-2.4192089438438416,-1.0289602279663086
SiO2,1,120,232.20000000000002,0.2201547622680664,-2.391435921192169,-1.149740219116211
SiO2,1,120,232.3,0.21865953717912948,-2.4305519461631775,-1.2536001205444336
SiO2,1,120,232.4,0.20702857062930152,-2.2170459628105164,-1.3775601387023926
SiO2,1,120,232.5,0.20683810824439638,-2.2035539150238037,-1.1286401748657227
SiO2,1,120,232.6,0.2116523924328032,-2.4733779430389404,-0.9914202690124512
