block,layer,z_minus_GDS_min_A,z_minus_GDS_max_A,waters,translation_20_300cm-1_cross_to_self,translation_20_300cm-1_self_weighted_participation
5,8,14.0,16.0,10,0.25967570616102836,0.786962951636025
5,9,16.0,18.0,6,-0.017071040532682175,0.7989698346948624
5,10,18.0,20.0,12,0.11867855097711306,0.7676942855479437
5,11,20.0,22.0,10,0.2054833018555654,0.7505429600380296
5,12,22.0,24.0,10,0.172442040514287,0.7828021189251912
6,1,0.0,2.0,10,0.17269294824855083,0.7488878763540339
6,2,2.0,4.0,12,0.31106855404109396,0.764080551375338
6,3,4.0,6.0,10,0.20513391229481778,0.7981330089224868
6,4,6.0,8.0,8,0.09782870254155525,0.7842942533252213
6,5,8.0,10.0,10,0.011064464595877043,0.703473797988284
6,6,10.0,12.0,10,0.2954598861768068,0.7743385019850564
6,7,12.0,14.0,10,0.21816882622163358,0.7398366369226219
6,8,14.0,16.0,10,0.4257534605236456,0.7763245889268032
6,9,16.0,18.0,6,0.04081205796506625,0.771027765591816
6,10,18.0,20.0,12,0.17803477287794076,0.7939379687943093
6,11,20.0,22.0,10,0.36009955277778244,0.7298437282493752
6,12,22.0,24.0,10,-0.09628303617462744,0.760043331620325
7,1,0.0,2.0,10,0.15234735326457804,0.7877188648085998
7,2,2.0,4.0,12,0.07504225356520844,0.7578211171816618
7,3,4.0,6.0,10,0.0665580840467509,0.7641818955361809
7,4,6.0,8.0,8,0.0948819037906379,0.7873670681914884
7,5,8.0,10.0,10,-0.040830378642703606,0.7378664688127072
7,6,10.0,12.0,10,0.3034067187550238,0.7603229755451623
7,7,12.0,14.0,10,0.23449332428014955,0.7414191580144527
7,8,14.0,16.0,10,0.273042616103609,0.7573270015452355
7,9,16.0,18.0,6,0.10876060531203433,0.7410505238651884
7,10,18.0,20.0,12,0.48248127937609037,0.7523730221236862
7,11,20.0,22.0,10,0.2011029834741897,0.7709088705484134
7,12,22.0,24.0,10,-0.08203569742786165,0.7838895938388525
8,1,0.0,2.0,10,0.14018288455424197,0.7610260468512537
8,2,2.0,4.0,12,-0.1459051757766388,0.7537632254785327
8,3,4.0,6.0,10,0.026646092153559457,0.7628787493101882
8,4,6.0,8.0,8,0.012676501636918282,0.8177328781997754
8,5,8.0,10.0,10,-0.09951512715311221,0.7392100838440689
8,6,10.0,12.0,10,-0.020345013542005068,0.7437879283965093
8,7,12.0,14.0,10,-0.08076895047937288,0.7653043098985172
8,8,14.0,16.0,10,0.1441844328548076,0.7672863640910146
8,9,16.0,18.0,6,0.12776385857807293,0.7736413248214242
8,10,18.0,20.0,12,0.28556225098232296,0.7417539014977691
8,11,20.0,22.0,10,0.2853787577788221,0.7470590797228387
8,12,22.0,24.0,10,0.23251188333041894,0.8034947801725425
9,1,0.0,2.0,10,0.13494627281020585,0.7474394075538024
9,2,2.0,4.0,12,-0.04482009929537339,0.7572014316124862
9,3,4.0,6.0,10,0.09595007381612816,0.7740173385091857
9,4,6.0,8.0,8,0.10352336592320185,0.803774961483468
9,5,8.0,10.0,10,0.08933671828753328,0.7293825839358458
9,6,10.0,12.0,10,0.11089287597935633,0.769480593256448
9,7,12.0,14.0,10,0.12705559051935156,0.7646125072903096
9,8,14.0,16.0,10,0.08941963585638095,0.7766963565979571
9,9,16.0,18.0,6,0.18953740938548128,0.7969804615573219
9,10,18.0,20.0,12,0.18742915553173806,0.7590607275213094
9,11,20.0,22.0,10,0.28781951716320825,0.7548326841810226
9,12,22.0,24.0,10,0.049990571716892584,0.7733365382918447
10,1,0.0,2.0,10,0.15484600994314085,0.7745144075466631
10,2,2.0,4.0,12,0.10134898149453823,0.7472249374030034
10,3,4.0,6.0,10,0.11083645345256284,0.7798366012377488
10,4,6.0,8.0,8,-0.07079306390997674,0.7907240070630942
10,5,8.0,10.0,10,0.08161032451293027,0.7735686917845175
10,6,10.0,12.0,10,0.22511200606938084,0.7587221083583202
10,7,12.0,14.0,10,0.09064903016073925,0.7903159006852916
10,8,14.0,16.0,10,0.469485691399126,0.8021524774594953
10,9,16.0,18.0,6,0.21996793563994305,0.8136624566263002
10,10,18.0,20.0,12,0.12163878575001759,0.7544588139931341
10,11,20.0,22.0,10,0.0960235120950895,0.7395325453918713
10,12,22.0,24.0,10,0.09289708377208197,0.7844253854117584
11,1,0.0,2.0,10,0.017042993111294934,0.7561636775961185
11,2,2.0,4.0,12,0.01942511986642596,0.7464002302436789
11,3,4.0,6.0,10,0.017049852256624896,0.8033772544230813
11,4,6.0,8.0,8,0.1202366197062471,0.7962356314616023
11,5,8.0,10.0,10,0.019148077458657695,0.7582006324984565
11,6,10.0,12.0,10,-0.007463952957852024,0.7668396894266492
11,7,12.0,14.0,10,0.05495705085012213,0.7513670940991138
11,8,14.0,16.0,10,0.12965527935716398,0.761067430977964
11,9,16.0,18.0,6,0.04274409881398733,0.7836308738858502
11,10,18.0,20.0,12,0.10971324605690393,0.7413535418327056
11,11,20.0,22.0,10,0.43690193867887167,0.7525339417985264
11,12,22.0,24.0,10,0.01246844312899627,0.8013811574253396
12,1,0.0,2.0,10,0.24921909065675618,0.7447382473957214
12,2,2.0,4.0,12,0.0937706632067744,0.7207695821322716
12,3,4.0,6.0,10,0.060330880731732324,0.7256613697111646
12,4,6.0,8.0,8,0.07785309157431736,0.7805351841826715
12,5,8.0,10.0,10,0.24376922351997374,0.7420615234529947
12,6,10.0,12.0,10,0.023076083517712145,0.7549970576037993
12,7,12.0,14.0,10,0.1871201851490863,0.730462504483174
12,8,14.0,16.0,10,0.17504257238419987,0.7713418915670658
