block,time_min_ps,time_max_ps,layer,z_minus_GDS_min_A,z_minus_GDS_max_A,water_frame_observations,mean_instantaneous_water_count,water_number_density_A-3,water_mass_density_g_cm-3,mean_tetrahedral_q,mean_HB_degree,fraction_degree_eq4,mean_P1_cos_theta,mean_P2
42,410.0,420.0,3,4.0,6.0,1125,11.25,0.03335979089947844,0.9979606883110385,0.6768096441543509,3.1653333333333333,0.42844444444444446,-0.18007519410358125,0.026277325787898907
42,410.0,420.0,4,6.0,8.0,990,9.9,0.029356615991541032,0.8782054057137139,0.7707624974640821,3.433333333333333,0.5777777777777777,-0.06617360251423321,0.008735211590935866
42,410.0,420.0,5,8.0,10.0,1164,11.64,0.034516263650660364,1.0325566588391546,0.8645006212561364,3.679553264604811,0.7310996563573883,-0.06679521773179509,0.21886375253809312
42,410.0,420.0,6,10.0,12.0,1017,10.17,0.030157250973128515,0.9021564622331788,0.86865544767763,3.7266470009832844,0.7522123893805309,-0.06414449151997553,0.01817303743319379
42,410.0,420.0,7,12.0,14.0,1015,10.15,0.03009794467819611,0.9003823098984036,0.8879199138576052,3.8019704433497536,0.8108374384236453,-0.06070457152594534,-0.2399059765049782
42,410.0,420.0,8,14.0,16.0,1137,11.37,0.03371562866907288,1.0086056023196894,0.8841609673961952,3.7519788918205803,0.7678100263852242,-0.06595947654695099,-0.04348402458822196
42,410.0,420.0,9,16.0,18.0,1131,11.31,0.033537709784275664,1.0032831453153641,0.8878130364555782,3.7586206896551726,0.7833775419982316,0.049146874182295235,0.10252921377820814
42,410.0,420.0,10,18.0,20.0,1066,10.66,0.03161025519897247,0.9456231944351707,0.8770868477749096,3.850844277673546,0.774859287054409,-0.052453504515600866,0.026857607444281527
42,410.0,420.0,11,20.0,22.0,842,8.42,0.02496795016654298,0.7469181329403506,0.8949347539723368,3.7612826603325415,0.7790973871733967,0.008778602843366838,-0.12778223831168944
42,410.0,420.0,12,22.0,24.0,1268,12.68,0.03760019098714548,1.1248125802474638,0.8822310052607294,3.7689274447949526,0.7815457413249212,-0.029027527029831482,-0.0007439577496412201
