block,layer,z_minus_GDS_min_A,z_minus_GDS_max_A,waters,translation_20_300cm-1_cross_to_self,translation_20_300cm-1_self_weighted_participation
35,3,4.0,6.0,8,-0.14246525092951723,0.7697003623254651
35,4,6.0,8.0,11,0.06843116279355986,0.772903782455706
35,5,8.0,10.0,9,-0.1271847303973753,0.7317239016094587
35,6,10.0,12.0,14,-0.09294827977897165,0.7267877073740588
35,7,12.0,14.0,8,0.03527520631054424,0.7773348570521744
35,8,14.0,16.0,12,-0.17974889843699662,0.7674670769192264
35,9,16.0,18.0,9,-0.09082014272111306,0.7535177629376296
35,10,18.0,20.0,13,-0.20454866829431745,0.7562080740962187
35,11,20.0,22.0,9,-0.10473791242305877,0.761855070702691
35,12,22.0,24.0,11,-0.30634872235476224,0.6815015837715503
36,1,0.0,2.0,15,-0.1737152376159531,0.7364098054963907
36,2,2.0,4.0,11,-0.21264618085438608,0.749677527994543
36,3,4.0,6.0,8,-0.2026715904329198,0.788291434157729
36,4,6.0,8.0,11,0.0381108115564921,0.7563131717649947
36,5,8.0,10.0,9,0.19030889575958715,0.7465959119472377
36,6,10.0,12.0,14,-0.017221167809285794,0.7391799582453454
36,7,12.0,14.0,8,0.03070276576037838,0.7752787395375755
36,8,14.0,16.0,12,0.14929739442069606,0.7356731226830852
36,9,16.0,18.0,9,0.15170310994855765,0.7431217657490784
36,10,18.0,20.0,13,0.019567453932275873,0.7279437058103433
36,11,20.0,22.0,9,0.11055311989525385,0.7432945616853041
36,12,22.0,24.0,11,-0.2649564923862872,0.7273795332649803
37,1,0.0,2.0,15,-0.1821326965614289,0.6912990407430414
37,2,2.0,4.0,11,-0.16166212272309516,0.7351664457835028
37,3,4.0,6.0,8,-0.1595189560072323,0.787633425699612
37,4,6.0,8.0,11,0.09756541841550688,0.7583388124429749
37,5,8.0,10.0,9,-0.06173415209931544,0.7627113049035299
37,6,10.0,12.0,14,-0.02081204716820446,0.7537998756796476
37,7,12.0,14.0,8,-0.09384553622602212,0.7654692664239767
37,8,14.0,16.0,12,-0.1566178494787264,0.792655543831246
37,9,16.0,18.0,9,-0.07578092678391754,0.7688464251554922
37,10,18.0,20.0,13,-0.16239776931154942,0.7687661370203246
37,11,20.0,22.0,9,0.086594155487968,0.767211132681144
37,12,22.0,24.0,11,-0.2003785935931518,0.6926719670146372
38,1,0.0,2.0,15,-0.1742728347124429,0.713897938893023
38,2,2.0,4.0,11,-0.14198561381560032,0.7708070634950731
38,3,4.0,6.0,8,0.0033198926227056983,0.7526761523932243
38,4,6.0,8.0,11,0.005393150242532988,0.751072284956891
38,5,8.0,10.0,9,-0.08165944663042013,0.7542814924169016
38,6,10.0,12.0,14,-0.018423323004587062,0.7604441485164972
38,7,12.0,14.0,8,0.07296016424942886,0.754285344713832
38,8,14.0,16.0,12,-0.0035780387228936394,0.7721673667318835
38,9,16.0,18.0,9,-0.05332693364314006,0.7851972272193157
38,10,18.0,20.0,13,0.10394107388489937,0.7301181014899079
38,11,20.0,22.0,9,-0.11513277333228746,0.7705624433037975
38,12,22.0,24.0,11,-0.1734082174209169,0.668363345292707
39,1,0.0,2.0,15,-0.2563330610375428,0.7275160845758674
39,2,2.0,4.0,11,-0.1756054897689996,0.7440311905619292
39,3,4.0,6.0,8,-0.15001771071751413,0.7852727407339609
39,4,6.0,8.0,11,-0.052825480494819194,0.7575243697315839
39,5,8.0,10.0,9,0.05087639297616297,0.7656314331006197
39,6,10.0,12.0,14,-0.13896472427548573,0.7555991118501167
39,7,12.0,14.0,8,-0.07384299270588703,0.7607034434203885
39,8,14.0,16.0,12,-0.006826044906605411,0.7770379487069579
39,9,16.0,18.0,9,-0.06941483085839359,0.7576973302624813
39,10,18.0,20.0,13,0.008129725343265193,0.7528861573570335
39,11,20.0,22.0,9,-0.2779499908704371,0.7676465356371125
39,12,22.0,24.0,11,0.04621303148957975,0.6911516629312683
40,1,0.0,2.0,15,-0.1513265611460843,0.6978737315529754
40,2,2.0,4.0,11,-0.12620575547397622,0.756806625384711
40,3,4.0,6.0,8,-0.05621178513038356,0.7708250133587404
40,4,6.0,8.0,11,0.11488038718247214,0.7480201194835346
40,5,8.0,10.0,9,-0.06285115873175663,0.7251556571820211
40,6,10.0,12.0,14,-0.1700667045018792,0.7485385347042224
40,7,12.0,14.0,8,0.2611032298171989,0.7767370331651272
40,8,14.0,16.0,12,-0.0015888815500910403,0.7520224144372225
40,9,16.0,18.0,9,0.058640363395142385,0.7390805713658125
40,10,18.0,20.0,13,-0.04425424416980623,0.7459931133279772
40,11,20.0,22.0,9,-0.1338282353723387,0.7676362368275758
40,12,22.0,24.0,11,0.030719064973367856,0.6816412415459742
41,1,0.0,2.0,15,-0.20562453510929798,0.725989692229559
41,2,2.0,4.0,11,-0.34824184918168644,0.7385030277963813
41,3,4.0,6.0,8,-0.24280608198285974,0.7579888070810039
41,4,6.0,8.0,11,-0.0953355636588681,0.7519258194189559
41,5,8.0,10.0,9,-0.07939439725579597,0.7587631595303531
41,6,10.0,12.0,14,0.0945150501569347,0.7396473773429312
41,7,12.0,14.0,8,0.09156921778780563,0.7631464655466589
41,8,14.0,16.0,12,-0.0007790878027810612,0.7772316976881303
41,9,16.0,18.0,9,-0.15132838152681405,0.7413498770004789
41,10,18.0,20.0,13,-0.18997253189682933,0.7681734442876114
41,11,20.0,22.0,9,-0.06133804354251848,0.7418605169422514
41,12,22.0,24.0,11,-0.31342326662909487,0.6562791919086836
42,1,0.0,2.0,15,-0.3843608613643244,0.7001597458551947
42,2,2.0,4.0,11,-0.3332961146669729,0.7513602048923791
42,3,4.0,6.0,8,-0.15926566184577712,0.7721016302411972
42,4,6.0,8.0,11,-0.28748034587509425,0.7559859735062651
42,5,8.0,10.0,9,-0.15980303631636186,0.7706440737550204
42,6,10.0,12.0,14,-0.3975995310952578,0.750556730431465
42,7,12.0,14.0,8,-0.11245408045328309,0.7831454315786395
42,8,14.0,16.0,12,0.010643476021896327,0.7457883396240628
42,9,16.0,18.0,9,-0.16189082658401907,0.7463704046606066
42,10,18.0,20.0,13,0.03261851137486357,0.7531635834911108
42,11,20.0,22.0,9,-0.11539909319535711,0.7435636931490851
42,12,22.0,24.0,11,-0.22750955075351803,0.7302652264437383
43,1,0.0,2.0,15,-0.0993547706381258,0.7096206140601551
43,2,2.0,4.0,11,-0.09080540952354273,0.7105178117683841
43,3,4.0,6.0,8,-0.15672394354662006,0.7488346154623224
43,4,6.0,8.0,11,0.10579462830835731,0.7375185872111262
43,5,8.0,10.0,9,-0.013111937206304646,0.7639034690026504
43,6,10.0,12.0,14,-0.033077253347469575,0.7296028846868698
43,7,12.0,14.0,8,-0.05097711311878636,0.752439376981692
43,8,14.0,16.0,12,-0.033420779625672664,0.7479385739728829
43,9,16.0,18.0,9,-0.11390874098084676,0.7280983272440287
43,10,18.0,20.0,13,-0.1492303757095624,0.7643490994758181
43,11,20.0,22.0,9,-0.12897028194456622,0.7568882270114258
43,12,22.0,24.0,11,-0.0811336940162907,0.6862046126507703
44,1,0.0,2.0,15,-0.3028257978495487,0.7091789743986132
44,2,2.0,4.0,11,-0.17243512094636684,0.7183834865423745
44,3,4.0,6.0,8,-0.31079584061255666,0.7740607393830131
44,4,6.0,8.0,11,0.0917076858004744,0.7623150845284865
44,5,8.0,10.0,9,-0.14568983142227565,0.7607627744638171
44,6,10.0,12.0,14,0.14095987796346457,0.7430053210170587
44,7,12.0,14.0,8,-0.032342387892967756,0.7711395641132903
44,8,14.0,16.0,12,-0.26954321121589103,0.7430914463950135
44,9,16.0,18.0,9,-0.19051739135921694,0.7615040569878487
44,10,18.0,20.0,13,-0.03468937268536614,0.753061279266803
44,11,20.0,22.0,9,-0.05065386385787185,0.745690630893605
44,12,22.0,24.0,11,-0.29158107859104526,0.6912800149626636
45,1,0.0,2.0,15,-0.2880803347323217,0.6780611799560619
45,2,2.0,4.0,11,-0.1399084024493059,0.728025592248241
45,3,4.0,6.0,8,-0.19691425310547866,0.7803800480573582
45,4,6.0,8.0,11,-0.1427768920336015,0.7573848579875094
45,5,8.0,10.0,9,-0.0532053301781496,0.7726732409552284
45,6,10.0,12.0,14,-0.2245953980236266,0.7496305010503365
45,7,12.0,14.0,8,0.010700777621031683,0.740330614444098
45,8,14.0,16.0,12,-0.08920515404438951,0.7712832593928399
45,9,16.0,18.0,9,-0.04767971715195163,0.759457239848491
45,10,18.0,20.0,13,-0.04446860571473669,0.7476496192396189
45,11,20.0,22.0,9,-0.03171413298701267,0.7635256438630883
45,12,22.0,24.0,11,-0.21031154325960683,0.7113524764456475
46,1,0.0,2.0,15,-0.352880302403821,0.7187265357788849
46,2,2.0,4.0,11,-0.19226295829383722,0.7441654646346639
46,3,4.0,6.0,8,-0.06400707469223166,0.7687868048649524
46,4,6.0,8.0,11,-0.10813613320776366,0.7646206331527734
46,5,8.0,10.0,9,-0.0322209261771001,0.7941914330850622
46,6,10.0,12.0,14,-0.20775403691024752,0.7167417250297242
46,7,12.0,14.0,8,0.06145067071437587,0.7544457618362133
46,8,14.0,16.0,12,0.11806637054201068,0.7535259871918002
46,9,16.0,18.0,9,-0.026684018726614335,0.7535937988647954
46,10,18.0,20.0,13,-0.16006074114481705,0.7475747252754857
46,11,20.0,22.0,9,-0.06117028661542104,0.7463639538111754
46,12,22.0,24.0,11,-0.23302183516842967,0.7220210681390744
47,1,0.0,2.0,15,-0.30860620724531634,0.7353250764373441
47,2,2.0,4.0,11,-0.35075360373702497,0.6910494139504255
47,3,4.0,6.0,8,-0.20589059084528555,0.7496144616748561
47,4,6.0,8.0,11,0.012639770254172334,0.769235381364183
47,5,8.0,10.0,9,-0.05024758197169759,0.7513207990894806
47,6,10.0,12.0,14,0.05468315114511121,0.744430985532736
47,7,12.0,14.0,8,0.20392402985701333,0.7909815185141654
47,8,14.0,16.0,12,-0.14209728560562127,0.7647972148492567
47,9,16.0,18.0,9,-0.1204284605851286,0.7263559639457183
47,10,18.0,20.0,13,-0.014622684558750123,0.7463546243532787
47,11,20.0,22.0,9,-0.001419372779902073,0.7351629996612224
47,12,22.0,24.0,11,-0.18309016320691737,0.7280020137254013
48,1,0.0,2.0,15,-0.13991485082577612,0.7152876785858184
48,2,2.0,4.0,11,-0.10349203894681747,0.7798810863772813
48,3,4.0,6.0,8,-0.172552940725512,0.7689499009076136
48,4,6.0,8.0,11,0.04700746984621862,0.7646592246520361
48,5,8.0,10.0,9,-0.06967949863002615,0.7706266496489282
48,6,10.0,12.0,14,-0.08036006684575117,0.7457654292794248
48,7,12.0,14.0,8,-0.1277520747982597,0.7707845397152657
48,8,14.0,16.0,12,-0.08278311481119846,0.7495138976922857
48,9,16.0,18.0,9,0.04249100698506455,0.7299736121596541
48,10,18.0,20.0,13,0.06564770421330625,0.7415698274684772
48,11,20.0,22.0,9,-0.10961296434400587,0.7393157656634242
48,12,22.0,24.0,11,-0.1363827001746065,0.69835557100912
49,1,0.0,2.0,15,-0.2037136567047946,0.7201767255899512
49,2,2.0,4.0,11,-0.017325718410815014,0.7548515494566221
49,3,4.0,6.0,8,-0.2248910038004934,0.7715433181406374
49,4,6.0,8.0,11,0.010126513398572826,0.7346095432960841
49,5,8.0,10.0,9,-0.03060056692771517,0.7397903911890664
49,6,10.0,12.0,14,-0.10570038654190352,0.7467035980350555
49,7,12.0,14.0,8,-0.1189603409762756,0.7594440286707503
49,8,14.0,16.0,12,-0.10010467192322349,0.7871993670501107
49,9,16.0,18.0,9,-0.05258782938689607,0.7061553107424126
49,10,18.0,20.0,13,-0.014476924709390143,0.7298856338751886
49,11,20.0,22.0,9,-0.056104263358086465,0.7185992045827436
49,12,22.0,24.0,11,-0.18854983183326257,0.7045066448405735
50,1,0.0,2.0,15,-0.13904379412941106,0.7093251407182983
50,2,2.0,4.0,11,-0.2230388389754442,0.7362440799219608
50,3,4.0,6.0,8,-0.019758969041860034,0.7780155656055409
50,4,6.0,8.0,11,0.16810259287316473,0.7775285774901586
50,5,8.0,10.0,9,-0.03316699785328015,0.7763998737861022
50,6,10.0,12.0,14,0.0796126091499969,0.7770536645470896
50,7,12.0,14.0,8,0.050998618483383405,0.7812854815155347
50,8,14.0,16.0,12,-0.030012488725581127,0.7737145734364593
50,9,16.0,18.0,9,-0.1417542253068694,0.734058275120212
50,10,18.0,20.0,13,-0.03154419564958285,0.7643694462846058
50,11,20.0,22.0,9,0.04181136493063718,0.7244075309107344
50,12,22.0,24.0,11,-0.20615529612221498,0.7081258411898677
