block,time_min_ps,time_max_ps,layer,z_minus_GDS_min_A,z_minus_GDS_max_A,water_frame_observations,mean_instantaneous_water_count,water_number_density_A-3,water_mass_density_g_cm-3,mean_tetrahedral_q,mean_HB_degree,fraction_degree_eq4,mean_P1_cos_theta,mean_P2
41,400.0,410.0,8,14.0,16.0,11193,11.193,0.03611308693737008,1.0803257492125848,0.8146360946212751,3.680693290449388,0.706512999195926,-0.07740197980608143,0.1638096588213278
41,400.0,410.0,9,16.0,18.0,5775,5.775,0.018632455736917023,0.5573913340215025,0.8519796621070184,3.827186147186147,0.8467532467532467,0.3186493370338625,-0.10682004240110134
41,400.0,410.0,10,18.0,20.0,12443,12.443,0.04014608601462485,1.2009732241090139,0.8148809766426,3.763963674355059,0.740175198907016,-0.08138584658150441,0.25831197648787596
41,400.0,410.0,11,20.0,22.0,9564,9.564,0.030857282539891673,0.9230979599275585,0.8432734364590803,3.7668339606859056,0.7860727728983689,-0.09051215935991407,0.005088423581998513
41,400.0,410.0,12,22.0,24.0,9830,9.83,0.031715504743531485,0.9487717425855186,0.8897366990453666,3.828585961342828,0.8389623601220753,0.10799023587635737,0.06238637890442281
42,410.0,420.0,1,0.0,2.0,8406,8.406,0.02712111219472286,0.8113301391835066,0.48049077992261235,2.7467285272424458,0.14858434451582203,0.14451154069432803,-0.15338101862994877
42,410.0,420.0,2,2.0,4.0,12121,12.121,0.03910718545232403,1.169894434575694,0.8227101995792014,3.60927316228034,0.6563814866760168,0.04344272935183112,-0.12139255239061361
42,410.0,420.0,3,4.0,6.0,7816,7.816,0.025217536630258604,0.7543845310323919,0.8304664186907443,3.7514073694984647,0.7762282497441146,-0.028564570245823418,-0.30602854825229975
42,410.0,420.0,4,6.0,8.0,10561,10.561,0.034074002603910074,1.0193263859049504,0.8362058249726495,3.782691033046113,0.7873307451945838,-0.026535103579674507,-0.2517519003475738
42,410.0,420.0,5,8.0,10.0,8285,8.285,0.026730717884044596,0.7996514636135322,0.8288255410622667,3.615691007845504,0.7091128545564273,0.1213472002250327,0.11987440821945763
42,410.0,420.0,6,10.0,12.0,11542,11.542,0.03723910027973962,1.114010524203668,0.8232874943917642,3.7006584647374807,0.7269970542367007,-0.016683519667994966,-0.04768920900245749
42,410.0,420.0,7,12.0,14.0,8799,8.799,0.028389087104611754,0.8492617052909438,0.8603591375683513,3.7228094101602456,0.751108080463689,0.2098247296973293,-0.06729324783233581
42,410.0,420.0,8,14.0,16.0,10872,10.872,0.03507741277433106,1.049343477659182,0.8161331202343216,3.6759565857247978,0.6975717439293598,-0.08317368615678497,0.1481280330448177
42,410.0,420.0,9,16.0,18.0,5616,5.616,0.018119458254290215,0.5420449752146768,0.8256463234598382,3.7462606837606836,0.7950498575498576,0.30249840565166936,-0.13249593325701967
42,410.0,420.0,10,18.0,20.0,12866,12.866,0.04151085290236786,1.2418003296139655,0.8163646971586435,3.7637183273744754,0.7170060624902844,-0.06691590899534294,0.24964056075383126
42,410.0,420.0,11,20.0,22.0,9384,9.384,0.030276530672766987,0.9057247235424727,0.8425513775429689,3.755434782608696,0.7767476555839727,-0.07642582312623382,-0.002587206124446122
42,410.0,420.0,12,22.0,24.0,9967,9.967,0.03215752144239861,0.9619947058341674,0.8845647409899634,3.8032507274004215,0.8198053576803451,0.09592079562525542,0.07218181272704288
43,420.0,430.0,1,0.0,2.0,7459,7.459,0.024065712093794645,0.7199276122019719,0.4427843144323992,2.7641775036868212,0.16972784555570453,0.11212638618118011,-0.14633463760871496
43,420.0,430.0,2,2.0,4.0,11481,11.481,0.03704228992476958,1.108122927428722,0.806690757867394,3.543680864036234,0.6216357460151555,0.056097392957841885,-0.19825975637946291
43,420.0,430.0,3,4.0,6.0,8293,8.293,0.026756529078139024,0.8004236074528693,0.8356075521992083,3.7847582298323887,0.8004341010490775,-0.015072355042172959,-0.3146759227936327
43,420.0,430.0,4,6.0,8.0,10264,10.264,0.03311576202315434,0.9906605458695588,0.8592949361845537,3.7862431800467653,0.801539360872954,0.006864108583620252,-0.2317619880913427
43,420.0,430.0,5,8.0,10.0,8565,8.565,0.02763410967734966,0.8266764979903323,0.8543473951736388,3.7962638645650904,0.8204319906596614,0.10209870165725833,0.13406415915976916
43,420.0,430.0,6,10.0,12.0,11390,11.39,0.03674868759194544,1.0993397912562621,0.8258170473854636,3.7069359086918348,0.729675153643547,-0.013688049152215368,-0.09474440401856059
43,420.0,430.0,7,12.0,14.0,9013,9.013,0.02907953654663777,0.8699165529932125,0.8586284188077675,3.7167424830799956,0.7464773105514257,0.1831261040264575,-0.0781727579743154
43,420.0,430.0,8,14.0,16.0,11230,11.23,0.036232463710056825,1.0838969144695192,0.8174185287169424,3.6525378450578807,0.6899376669634907,-0.056351624793498596,0.13145778380212464
43,420.0,430.0,9,16.0,18.0,5491,5.491,0.017716158346564738,0.5299802277250337,0.8309073322163993,3.7526862138044073,0.799490074667638,0.28724834161574236,-0.1190974230357027
43,420.0,430.0,10,18.0,20.0,12878,12.878,0.04154956969350951,1.2429585453729712,0.8178780316498812,3.7508929958068022,0.7199875757105141,-0.06967654354747381,0.24453184052679752
43,420.0,430.0,11,20.0,22.0,9385,9.385,0.03027975707202879,0.9058212415223899,0.8398633379618524,3.7206180074587105,0.7476824720298348,-0.07939431975085504,0.0013846761431059093
43,420.0,430.0,12,22.0,24.0,9713,9.713,0.03133801602990044,0.9374791389352128,0.8857726726264179,3.7856481004838876,0.8029445073612684,0.10910616438493113,0.07973726378239893
44,430.0,440.0,1,0.0,2.0,7234,7.234,0.023339772259888786,0.6982110667206146,0.4680332496033404,2.7680398119988943,0.18343931434890792,0.03034253089400893,-0.12865578428681138
44,430.0,440.0,2,2.0,4.0,11553,11.553,0.03727459067161946,1.1150722219827565,0.7780225282484998,3.4558123431143426,0.569981822903142,0.04124875919348526,-0.1838057176584
44,430.0,440.0,3,4.0,6.0,8344,8.344,0.026921075440491018,0.8053460244286436,0.8450801162887751,3.7925455417066156,0.8135186960690316,-0.025914986382397576,-0.30882309276492026
44,430.0,440.0,4,6.0,8.0,10469,10.469,0.03377717387182412,1.0104467317525732,0.858242890220103,3.8037061801509218,0.8103925876396981,-0.016475979639291427,-0.23327672310190925
44,430.0,440.0,5,8.0,10.0,8383,8.383,0.027046905011701365,0.8091102256454121,0.8491037924753205,3.7405463437910056,0.7824167958964571,0.11179790598332197,0.14425496212838057
44,430.0,440.0,6,10.0,12.0,11551,11.551,0.03726813787309585,1.1148791860229224,0.8227599911609345,3.6845294779672755,0.7119729893515713,-0.01905312270893798,-0.0945990114493514
44,430.0,440.0,7,12.0,14.0,8850,8.85,0.028553633466963747,0.8541841222667181,0.8616665425316035,3.722598870056497,0.7509604519774011,0.20814617742469707,-0.07031303257942932
44,430.0,440.0,8,14.0,16.0,11035,11.035,0.035603315854005085,1.0650759083856765,0.8185542387521095,3.691798821930222,0.7149977344811962,-0.07193636741015423,0.13947158289678235
44,430.0,440.0,9,16.0,18.0,5602,5.602,0.018074288664624964,0.5406937234958368,0.8365468119730317,3.7806140664048553,0.8168511245983577,0.2747650307420583,-0.12594819334389987
44,430.0,440.0,10,18.0,20.0,12858,12.858,0.04148504170827343,1.2410281857746284,0.8162935354203368,3.753694198164567,0.7195520298646757,-0.061157545948010685,0.24961057641021622
44,430.0,440.0,11,20.0,22.0,9265,9.265,0.029892589160612333,0.8942390839323326,0.840852591333472,3.747436589314625,0.7707501349163519,-0.0754086344386905,-0.000937310504957925
44,430.0,440.0,12,22.0,24.0,9945,9.945,0.032086540658638925,0.95987131027599,0.8844947290544163,3.8119658119658117,0.8263448969331322,0.09585281868768829,0.07452311442275633
45,440.0,450.0,1,0.0,2.0,6916,6.916,0.022313777294635174,0.6675183491069631,0.4881304085480244,2.7462406015037595,0.17943898207056103,-0.042296523750380566,-0.15335069740602403
45,440.0,450.0,2,2.0,4.0,11408,11.408,0.0368067627786579,1.1010771148947707,0.7596202994347504,3.3130259467040672,0.49202314165497896,0.015351303399508891,-0.13368153626827428
45,440.0,450.0,3,4.0,6.0,8361,8.361,0.026975924227941688,0.8069868300872352,0.8327607908601459,3.7267073316588926,0.759956942949408,-0.008015224221215762,-0.3017255515309286
45,440.0,450.0,4,6.0,8.0,10371,10.371,0.03346098674416735,1.0009879697206931,0.8467512615924392,3.7790955549127374,0.7911483945617588,-0.029405544572289905,-0.24732290406254007
45,440.0,450.0,5,8.0,10.0,8360,8.36,0.02697269782867988,0.8068903121073179,0.836471520007251,3.7023923444976075,0.7714114832535885,0.10486133266387972,0.12754716588485582
45,440.0,450.0,6,10.0,12.0,11466,11.466,0.03699389393584252,1.106675157729965,0.8123901851037086,3.687859759288331,0.7083551369265655,-0.013328002861067403,-0.09395928453587656
45,440.0,450.0,7,12.0,14.0,8917,8.917,0.028769802217504605,0.8606508269211668,0.8506950760644783,3.716160143546036,0.7446450599977571,0.20778089198300506,-0.08839428765551796
45,440.0,450.0,8,14.0,16.0,11221,11.221,0.03620342611670059,1.0830282526502648,0.8280503384918675,3.7203457802334907,0.728722930220123,-0.07268140679732014,0.14118300917464174
45,440.0,450.0,9,16.0,18.0,5760,5.76,0.018584059747989965,0.5559435643227454,0.8399200698166235,3.7381944444444444,0.7789930555555555,0.2787699763331783,-0.1320676477187806
45,440.0,450.0,10,18.0,20.0,12592,12.592,0.04062681950463362,1.2153544031166683,0.8197180172262375,3.8001905972045744,0.7447585768742059,-0.07906273468320939,0.2544002258041823
45,440.0,450.0,11,20.0,22.0,9524,9.524,0.030728226569419516,0.9192372407308727,0.8410542212000871,3.777509449811004,0.7946241075178496,-0.09330549228047116,0.000855239665540774
45,440.0,450.0,12,22.0,24.0,9830,9.83,0.031715504743531485,0.9487717425855186,0.8876502518500109,3.8174974567650053,0.8295015259409969,0.10477096061183049,0.07056322753310777
