r_A,pair,ML_g,ML_sem,AIMD_g,AIMD_sem,difference_ML_minus_AIMD
1.79500,O-O,0,0,0.014112957,0.004440538252,-0.014112957
1.79500,O-H,2.26324683,0.03132620616,2.139321329,0.03101477456,0.1239255007
1.80500,Si-O,0,0,0.1538760828,0.02518015439,-0.1538760828
1.80500,O-O,0,0,0.00837420859,0.003408484641,-0.00837420859
1.80500,O-H,2.19330157,0.03093859283,2.09207925,0.03107263477,0.10122232
1.81500,Si-O,0,0,0.1268209617,0.02280427564,-0.1268209617
1.81500,O-O,0,0,0.005521456834,0.002755201428,-0.005521456834
1.81500,O-H,2.103207807,0.03068411127,2.048439108,0.02996723625,0.05476869849
1.82500,Si-O,0,0,0.04181165136,0.01315572897,-0.04181165136
1.82500,O-O,0,0,0,0,0
1.82500,O-H,2.001187037,0.02902105888,1.927036109,0.02832121923,0.07415092861
1.83500,Si-O,0,0,0.04549289953,0.01364097525,-0.04549289953
1.83500,O-O,0,0,0.001350438576,0.001349763188,-0.001350438576
1.83500,O-H,1.970212202,0.03012802427,1.876225263,0.02930435005,0.09398693966
1.84500,Si-O,0,0,0.04500108922,0.0134935067,-0.04500108922
1.84500,O-O,0,0,0,0,0
1.84500,O-H,1.948043933,0.02914899195,1.827703128,0.02811540273,0.120340805
1.85500,Si-O,0,0,0.01214105761,0.006999120515,-0.01214105761
1.85500,O-O,0,0,0,0,0
1.85500,O-H,1.796446754,0.02877739632,1.72510461,0.02522070839,0.07134214381
1.86500,Si-O,0,0,0,0,0
1.86500,O-O,0,0,0,0,0
1.86500,O-H,1.729188772,0.02672359443,1.686671221,0.02563745177,0.04251755033
1.87500,Si-O,0,0,0,0,0
1.87500,O-O,0,0,0,0,0
1.87500,O-H,1.622876969,0.02506268054,1.50046712,0.0244612573,0.1224098491
1.88500,Si-O,0,0,0,0,0
1.88500,O-O,0,0,0,0,0
1.88500,O-H,1.586974779,0.02644115769,1.447963613,0.02422404439,0.1390111661
1.89500,Si-O,0,0,0,0,0
1.89500,O-O,0,0,0,0,0
1.89500,O-H,1.468962199,0.02434100852,1.329767014,0.02331265017,0.1391951845
1.90500,Si-O,0,0,0,0,0
1.90500,O-O,0,0,0,0,0
1.90500,O-H,1.423832463,0.02305199603,1.281204712,0.02270101897,0.142627751
1.91500,Si-O,0,0,0.003797393487,0.003795494315,-0.003797393487
1.91500,O-O,0,0,0,0,0
1.91500,O-H,1.336413665,0.02334542559,1.271085055,0.02254271331,0.06532861008
1.92500,Si-O,0,0,0,0,0
1.92500,O-O,0,0,0,0,0
1.92500,O-H,1.223592069,0.02253905014,1.162133107,0.02138829057,0.06145896238
1.93500,Si-O,0,0,0,0,0
1.93500,O-O,0,0,0,0,0
1.93500,O-H,1.175035566,0.02141004855,1.069183622,0.02053521221,0.1058519434
1.94500,Si-O,0,0,0,0,0
1.94500,O-O,0,0,0,0,0
1.94500,O-H,1.064863356,0.02054398924,1.041799135,0.01991299716,0.02306422101
1.95500,Si-O,0,0,0,0,0
1.95500,O-O,0,0,0,0,0
1.95500,O-H,1.035037925,0.0205013609,0.9564911219,0.01922702177,0.0785468033
1.96500,Si-O,0,0,0,0,0
1.96500,O-O,0,0,0,0,0
1.96500,O-H,0.9789527935,0.01931356596,0.9008204109,0.01844024171,0.07813238258
1.97500,Si-O,0,0,0,0,0
1.97500,O-O,0,0,0,0,0
1.97500,O-H,0.9125736188,0.01880955819,0.8113450536,0.01763845665,0.1012285651
1.98500,Si-O,0,0,0,0,0
1.98500,O-O,0,0,0,0,0
1.98500,O-H,0.830964792,0.01703570534,0.7878026641,0.01759299191,0.04316212786
1.99500,Si-O,0,0,0,0,0
1.99500,O-O,0,0,0,0,0
1.99500,O-H,0.7684060442,0.01636331332,0.7308775091,0.01629794045,0.03752853504
2.00500,Si-O,0,0,0,0,0
2.00500,O-O,0,0,0,0,0
2.00500,O-H,0.7000613181,0.01623477121,0.6835070567,0.0157706891,0.01655426133
2.01500,Si-O,0,0,0,0,0
2.01500,O-O,0,0,0,0,0
2.01500,O-H,0.6763754855,0.01558356696,0.6144563511,0.01532812511,0.06191913437
2.02500,Si-O,0,0,0,0,0
2.02500,O-O,0,0,0,0,0
2.02500,O-H,0.6534828627,0.01509817141,0.5914524806,0.01427339705,0.06203038211
2.03500,Si-O,0,0,0,0,0
2.03500,O-O,0,0,0,0,0
2.03500,O-H,0.5660131391,0.01403556379,0.530659637,0.01393081763,0.03535350206
2.04500,Si-O,0,0,0,0,0
2.04500,O-O,0,0,0,0,0
2.04500,O-H,0.542102752,0.0142106438,0.4936565178,0.01320855171,0.0484462342
2.05500,Si-O,0,0,0,0,0
2.05500,O-O,0,0,0,0,0
2.05500,O-H,0.4979686866,0.01243992211,0.4643505474,0.01283682069,0.03361813918
2.06500,Si-O,0,0,0,0,0
2.06500,O-O,0,0,0,0,0
2.06500,O-H,0.4442578559,0.011512893,0.4137389712,0.01191190342,0.03051888472
2.07500,Si-O,0,0,0,0,0
2.07500,O-O,0,0,0,0,0
2.07500,O-H,0.4180040434,0.01152502658,0.4015174419,0.01155838918,0.01648660155
2.08500,Si-O,0,0,0,0,0
2.08500,O-O,0,0,0,0,0
2.08500,O-H,0.4068601696,0.01159416046,0.358554029,0.01066618986,0.04830614053
2.09500,Si-O,0,0,0,0,0
2.09500,O-O,0,0,0,0,0
2.09500,O-H,0.3804100745,0.01165437072,0.3436831497,0.01102997227,0.03672692482
2.10500,Si-O,0,0,0,0,0
2.10500,O-O,0,0,0,0,0
2.10500,O-H,0.3437630191,0.01049644008,0.3180642303,0.0103451405,0.0256987888
2.11500,Si-O,0,0,0,0,0
2.11500,O-O,0,0,0,0,0
2.11500,O-H,0.3352303649,0.01067083501,0.3061373944,0.01005227797,0.02909297052
2.12500,Si-O,0,0,0,0,0
2.12500,O-O,0,0,0,0,0
2.12500,O-H,0.2960579363,0.01013013491,0.2885254888,0.009608801996,0.007532447494
2.13500,Si-O,0,0,0,0,0
2.13500,O-O,0,0,0,0,0
2.13500,O-H,0.2601984846,0.009065654933,0.2605229216,0.009268859421,-0.0003244370132
2.14500,Si-O,0,0,0,0,0
2.14500,O-O,0,0,0,0,0
2.14500,O-H,0.2394571671,0.0086841149,0.2494211567,0.008952682292,-0.009963989505
2.15500,Si-O,0,0,0,0,0
2.15500,O-O,0,0,0,0,0
2.15500,O-H,0.2315080142,0.00898703851,0.2149489816,0.008263425447,0.01655903265
2.16500,Si-O,0,0,0,0,0
2.16500,O-O,0,0,0,0,0
2.16500,O-H,0.2129678991,0.008077097198,0.221486615,0.008137391075,-0.008518715962
2.17500,Si-O,0,0,0,0,0
2.17500,O-O,0,0,0,0,0
2.17500,O-H,0.210388852,0.008080141564,0.2035113561,0.007915968873,0.006877495904
2.18500,Si-O,0,0,0,0,0
2.18500,O-O,0,0,0,0,0
2.18500,O-H,0.1976259567,0.0076814875,0.1843063389,0.007414658327,0.01331961777
2.19500,Si-O,0,0,0,0,0
2.19500,O-O,0,0,0,0,0
2.19500,O-H,0.1697392497,0.007100869769,0.1675906516,0.006890050913,0.002148598098
2.20500,Si-O,0,0,0,0,0
2.20500,O-O,0,0,0,0,0
2.20500,O-H,0.1560365647,0.006800183142,0.159382378,0.006865129218,-0.003345813279
2.21500,Si-O,0,0,0,0,0
2.21500,O-O,0,0,0,0,0
2.21500,O-H,0.1549322641,0.00676565042,0.1543294148,0.006630355489,0.0006028492766
2.22500,Si-O,0,0,0,0,0
2.22500,O-O,0,0,0,0,0
2.22500,O-H,0.1532440251,0.00690189075,0.1544389103,0.006664304084,-0.001194885186
2.23500,Si-O,0,0,0,0,0
2.23500,O-O,0,0,0,0,0
2.23500,O-H,0.1207900972,0.005887950855,0.1468428633,0.006646293906,-0.02605276607
2.24500,Si-O,0,0,0,0,0
2.24500,O-O,0,0,0,0,0
2.24500,O-H,0.1293993599,0.005959578115,0.1355612342,0.006378523786,-0.00616187428
2.25500,Si-O,0,0,0,0,0
2.25500,O-O,0,0,0,0,0
2.25500,O-H,0.1230193734,0.005831556908,0.1169120286,0.005731529306,0.006107344777
2.26500,Si-O,0,0,0,0,0
2.26500,O-O,0,0,0,0,0
2.26500,O-H,0.1055044832,0.00550005165,0.1253946727,0.005835291535,-0.01989018946
2.27500,Si-O,0,0,0,0,0
2.27500,O-O,0,0,0,0,0
2.27500,O-H,0.09772137116,0.005592207051,0.1097222413,0.005588614373,-0.01200087014
2.28500,Si-O,0,0,0,0,0
2.28500,O-O,0,0,0,0,0
2.28500,O-H,0.1087639746,0.0054522246,0.115561723,0.005503424721,-0.00679774841
2.29500,Si-O,0,0,0,0,0
2.29500,O-O,0,0,0,0,0
2.29500,O-H,0.09630636706,0.005095541859,0.1075374303,0.005359163694,-0.01123106321
2.30500,Si-O,0,0,0,0,0
2.30500,O-O,0,0,0,0,0
2.30500,O-H,0.0932457859,0.004938380202,0.1041012655,0.005469502245,-0.01085547955
2.31500,Si-O,0,0,0,0,0
2.31500,O-O,0,0,0,0,0
2.31500,O-H,0.08830275622,0.00485539713,0.0963051935,0.004976212089,-0.008002437282
2.32500,Si-O,0,0,0,0,0
2.32500,O-O,0,0,0.00252361278,0.001454821363,-0.00252361278
2.32500,O-H,0.08891268478,0.005069495005,0.08891268478,0.004685888113,-4.163336342e-17
2.33500,Si-O,0,0,0,0,0
2.33500,O-O,0,0,0,0,0
2.33500,O-H,0.07784566095,0.004671547634,0.08869523042,0.004972422613,-0.01084956947
2.34500,Si-O,0,0,0,0,0
2.34500,O-O,0,0,0.000826916571,0.0008265030093,-0.000826916571
2.34500,O-H,0.07556956371,0.004642769725,0.09036075946,0.004788962708,-0.01479119574
2.35500,Si-O,0,0,0.00251097084,0.00250971504,-0.00251097084
2.35500,O-O,0,0,0.001639817691,0.001158366103,-0.001639817691
2.35500,O-H,0.08506191481,0.004673934729,0.09572798564,0.005060197754,-0.01066607082
2.36500,Si-O,0,0,0,0,0
2.36500,O-O,0.002438969474,0.001406025887,0.002438969474,0.001406025887,0
2.36500,O-H,0.0801136721,0.004465107488,0.0787916643,0.004496350426,0.00132200779
2.37500,Si-O,0,0,0,0,0
2.37500,O-O,0.001612316036,0.001138938952,0.007255422161,0.002407566323,-0.005643106125
2.37500,O-H,0.07944045194,0.0045500909,0.08887892148,0.004705223769,-0.009438469537
2.38500,Si-O,0,0,0.002448199144,0.002446974738,-0.002448199144
2.38500,O-O,0.001598823931,0.001129408138,0.01199117948,0.003072800672,-0.01039235555
2.38500,O-H,0.07513588168,0.00457367327,0.08111555393,0.00453789468,-0.005979672245
2.39500,Si-O,0,0,0,0,0
2.39500,O-O,0.7959212385,0.001582326297,0.01030575309,0.002839661892,0.7856154855
2.39500,O-H,0.0786348604,0.004495046765,0.08353342548,0.004633750823,-0.004898565074
2.40500,Si-O,0,0,0,0,0
2.40500,O-O,0.006289371483,0.002214716237,0.0243713145,0.004308836308,-0.01808194301
2.40500,O-H,0.06673238819,0.004176893105,0.08309588567,0.004626141536,-0.01636349749
2.41500,Si-O,0,0,0,0,0
2.41500,O-O,0.006237393503,0.002196412902,0.03352599008,0.005001535472,-0.02728859658
2.41500,O-H,0.06922368326,0.004246548006,0.07606998161,0.004507498572,-0.006846298345
2.42500,Si-O,0,0,0,0,0
2.42500,O-O,0.01778491451,0.003665516222,0.06650011514,0.006942281875,-0.04871520062
2.42500,O-H,0.06815098494,0.0040515471,0.07871313021,0.004547757588,-0.01056214527
2.43500,Si-O,0,0,0.004697378967,0.00331822531,-0.004697378967
2.43500,O-O,0.02607524651,0.004395188721,0.08589492968,0.007949958121,-0.05981968317
2.43500,O-H,0.07507492402,0.004220988359,0.07382783226,0.004176428198,0.001247091761
2.44500,Si-O,0,0,0.002329516615,0.002328351565,-0.002329516615
2.44500,O-O,0.7971700939,0.00536229166,0.1118167975,0.009359221892,0.6853532964
2.44500,O-H,0.07149348337,0.00412082029,0.06951442501,0.00408022582,0.001979058363
2.45500,Si-O,0,0,0.00231057756,0.002309421983,-0.00231057756
2.45500,O-O,0.04451398402,0.00582066047,0.180319359,0.01197403254,-0.135805375
2.45500,O-H,0.07336594944,0.004175628785,0.07802799974,0.004503585267,-0.004662050299
2.46500,Si-O,0,0,0.002291868533,0.002290722312,-0.002291868533
2.46500,O-O,0.08606200205,0.007911993899,0.2559409104,0.01369806876,-0.1698789084
2.46500,O-H,0.0737454335,0.004081250131,0.08153373011,0.004610028295,-0.007788296607
2.47500,Si-O,0,0,0.002273385823,0.002272248845,-0.002273385823
2.47500,O-O,0.1254537809,0.009916123803,0.3407294996,0.01606452685,-0.2152757187
2.47500,O-H,0.07773772406,0.004197652822,0.07894483158,0.004305642696,-0.001207107516
2.48500,Si-O,0,0,0.002255125794,0.002253997949,-0.002255125794
2.48500,O-O,0.8954230092,0.01065430031,0.4609661215,0.01865967719,0.4344568877
2.48500,O-H,0.07495798658,0.004182592596,0.07543695135,0.004146400812,-0.0004789647704
2.49500,Si-O,0,0,0.004474169769,0.003160550485,-0.004474169769
2.49500,O-O,0.2132991955,0.01254073407,0.6041042284,0.02150966748,-0.3908050329
2.49500,O-H,0.08504882003,0.004531459472,0.07459589243,0.004178767688,0.0104529276
2.50500,Si-O,0,0,0,0,0
2.50500,O-O,0.2949350719,0.01480412486,0.8261080639,0.02395095616,-0.531172992
2.50500,O-H,0.08036469283,0.004180925139,0.08201440793,0.004402089877,-0.001649715102
2.51500,Si-O,0,0,0.002201646523,0.002200545424,-0.002201646523
2.51500,O-O,1.063979381,0.01534487497,1.076200766,0.02832148985,-0.01222138478
2.51500,O-H,0.07411560507,0.004211774469,0.079493078,0.004249818822,-0.005377472923
2.52500,Si-O,0,0,0.004368484587,0.003085894544,-0.004368484587
2.52500,O-O,1.880053122,0.01792308513,1.320173873,0.03053388984,0.5598792491
2.52500,O-H,0.07445753376,0.004057282344,0.08837482979,0.004684335488,-0.01391729603
2.53500,Si-O,0,0,0.006501130874,0.003747795287,-0.006501130874
2.53500,O-O,1.30199519,0.01969129275,1.691886141,0.03468077676,-0.3898909509
2.53500,O-H,0.08146549838,0.004454541719,0.08975012534,0.004659179215,-0.008284626954
2.54500,Si-O,0,0,0.01075023646,0.004795617707,-0.01075023646
2.54500,O-O,1.428684486,0.02222066285,2.050706331,0.03620023599,-0.622021845
2.54500,O-H,0.08402308707,0.004648928787,0.08950285362,0.004602496487,-0.005479766548
2.55500,Si-O,0,0,0.008533000531,0.004257958715,-0.008533000531
2.55500,O-O,1.619528672,0.02514782197,2.525768157,0.03993076749,-0.906239485
2.55500,O-H,0.08585859826,0.004400701791,0.1046614047,0.005098686573,-0.01880280648
2.56500,Si-O,0,0,0.004233298097,0.002990398899,-0.004233298097
2.56500,O-O,1.761052008,0.02764340189,2.940155119,0.04536120625,-1.179103111
2.56500,O-H,0.08496566446,0.004433954199,0.1051955846,0.004878103906,-0.02022992011
2.57500,Si-O,0,0,0.002100240999,0.002099190616,-0.002100240999
2.57500,O-O,3.304150574,0.0292960936,3.383016767,0.04807653844,-0.07886619261
2.57500,O-H,0.09233625914,0.004385358539,0.1030419124,0.004734196973,-0.01070565323
2.58500,Si-O,0,0,0.01042011501,0.004648352459,-0.01042011501
2.58500,O-O,2.146969003,0.03123604948,3.87883465,0.05154739027,-1.731865646
2.58500,O-H,0.09339373881,0.004567381499,0.1188446392,0.005107619431,-0.02545090039
2.59500,Si-O,0,0,0.01033996068,0.004612596078,-0.01033996068
2.59500,O-O,5.054341595,0.0325934082,4.425671986,0.05670230709,0.6286696093
2.59500,O-H,0.1018989399,0.004804909516,0.120126552,0.005083342739,-0.0182276121
2.60500,Si-O,0,0,0.008208582122,0.004096074254,-0.008208582122
2.60500,O-O,3.199671807,0.03582545057,4.928499715,0.0593434067,-1.728827908
2.60500,O-H,0.09959262026,0.004674779638,0.1314099563,0.005510540747,-0.03181733601
2.61500,Si-O,0,0,0.01425536262,0.005369129429,-0.01425536262
2.61500,O-O,4.074955667,0.03684225097,5.308480922,0.0592487412,-1.233525255
2.61500,O-H,0.1081317013,0.004708387547,0.1232701394,0.005076895651,-0.01513843818
2.62500,Si-O,0,0,0.01616795125,0.005693323133,-0.01616795125
2.62500,O-O,5.566394644,0.03751538996,5.795385627,0.06036152332,-0.228990983
2.62500,O-H,0.1143918321,0.004879504171,0.1371414272,0.005338269486,-0.02274959512
2.63500,Si-O,0,0,0.01805115078,0.005989912334,-0.01805115078
2.63500,O-O,8.34495286,0.04048550699,6.191585649,0.06381286558,2.153367211
2.63500,O-H,0.1162941395,0.004939801525,0.1405753335,0.005339287113,-0.02428119396
2.64500,Si-O,0,0,0.0238865551,0.006853956913,-0.0238865551
2.64500,O-O,5.921915742,0.040802024,6.324249827,0.06178893664,-0.4023340846
2.64500,O-H,0.1185872337,0.004967688347,0.1553683009,0.005729968875,-0.03678106715
2.65500,Si-O,0,0,0.01382905871,0.005208566636,-0.01382905871
2.65500,O-O,4.720103678,0.04065847051,6.452163043,0.06461184733,-1.732059365
2.65500,O-H,0.1357380681,0.005496461283,0.1607038024,0.00568095883,-0.02496573431
2.66500,Si-O,0,0,0.01176468921,0.004788483836,-0.01176468921
2.66500,O-O,4.825603405,0.04283795792,6.691307043,0.0656116299,-1.865703638
2.66500,O-H,0.142425618,0.005438386169,0.1655385473,0.00581902974,-0.02311292924
2.67500,Si-O,0,0,0.02724608467,0.007230670004,-0.02724608467
2.67500,O-O,4.353018775,0.04261726302,6.730974433,0.06449869997,-2.377955658
2.67500,O-H,0.1440494641,0.005480441175,0.1913770498,0.006371774716,-0.04732758576
2.68500,Si-O,0,0,0.03477023034,0.008121328152,-0.03477023034
2.68500,O-O,8.976238511,0.04628038152,6.814019017,0.06578053148,2.162219494
2.68500,O-H,0.1474914195,0.005325745118,0.2102624548,0.00659108033,-0.0627710353
2.69500,Si-O,0,0,0.02876056188,0.007370040122,-0.02876056188
2.69500,O-O,7.687013416,0.04344255378,6.563825432,0.06110538192,1.123187984
2.69500,O-H,0.154747094,0.005702662931,0.21746039,0.006787962227,-0.062713296
2.70500,Si-O,0,0,0.02474186674,0.006817409221,-0.02474186674
2.70500,O-O,4.624282083,0.0447818531,6.563857997,0.06309012237,-1.939575915
2.70500,O-H,0.1637106499,0.005687574327,0.2425342962,0.006883683728,-0.07882364626
2.71500,Si-O,1.889226313,0,0.04345220521,0.00895561027,1.845774108
2.71500,O-O,5.8185086,0.04696222851,6.25835133,0.06103777302,-0.4398427303
2.71500,O-H,0.1825694809,0.005957944588,0.248775996,0.006904559679,-0.06620651505
2.72500,Si-O,0,0,0.04313387546,0.009277191098,-0.04313387546
2.72500,O-O,8.919182199,0.04482360501,6.041651327,0.06108394076,2.877530872
2.72500,O-H,0.1959695273,0.006372196084,0.2698564121,0.007491483546,-0.07388688479
2.73500,Si-O,0,0,0.03351054605,0.007827102046,-0.03351054605
2.73500,O-O,6.455301378,0.0433525059,5.659558888,0.05668135482,0.7957424902
2.73500,O-H,0.1911781594,0.006338544722,0.2815281273,0.007167150086,-0.09034996781
2.74500,Si-O,0,0,0.03141867661,0.007555099466,-0.03141867661
2.74500,O-O,5.227947093,0.04469595774,5.530290564,0.05633124091,-0.3023434715
2.74500,O-H,0.2219751583,0.00659705417,0.3000884323,0.007589015836,-0.07811327408
2.75500,Si-O,0,0,0.04036483135,0.00851062058,-0.04036483135
2.75500,O-O,5.737048238,0.04216889138,5.158310916,0.05494793992,0.5787373222
2.75500,O-H,0.2279654997,0.006587572022,0.340974038,0.008074797445,-0.1130085383
2.76500,Si-O,1.821517718,0,0.06921767329,0.01160007927,1.752300045
2.76500,O-O,5.589159836,0.04267277463,4.889697032,0.05242908224,0.6994628037
2.76500,O-H,0.2514661628,0.007033183202,0.3559213382,0.00856462889,-0.1044551753
2.77500,Si-O,0,0,0.04882715993,0.00961542058,-0.04882715993
2.77500,O-O,4.379165146,0.04305788024,4.61241356,0.04968395007,-0.2332484133
2.77500,O-H,0.2761591189,0.007046090192,0.3762139874,0.008387106734,-0.1000548685
2.78500,Si-O,0,0,0.05206804565,0.009527564399,-0.05206804565
2.78500,O-O,4.279179904,0.04200569286,4.337220568,0.05147697191,-0.05804066454
2.78500,O-H,0.2877168662,0.007349768322,0.4049772193,0.008854484837,-0.117260353
2.79500,Si-O,0,0,0.05882663368,0.0103807888,-0.05882663368
2.79500,O-O,4.76550303,0.04185337967,4.089706154,0.04850988162,0.6757968752
2.79500,O-H,0.3138682498,0.007894363971,0.4340771393,0.009264656218,-0.1202088894
2.80500,Si-O,0,0,0.0707975037,0.01124989933,-0.0707975037
2.80500,O-O,3.3584024,0.03894672538,3.810928485,0.0485508638,-0.4525260849
2.80500,O-H,0.3488500005,0.008298432908,0.4787289608,0.009576253129,-0.1298789603
2.81500,Si-O,0,0,0.07732493544,0.01166564749,-0.07732493544
2.81500,O-O,3.878584331,0.03936106745,3.585352109,0.04517143413,0.2932322227
2.81500,O-H,0.3590663937,0.008317327545,0.4992217272,0.009613222818,-0.1401553335
2.82500,Si-O,0,0,0.1099328118,0.01407171411,-0.1099328118
2.82500,O-O,3.726960918,0.03538320475,3.470557858,0.04338870832,0.2564030596
2.82500,O-H,0.3772831098,0.008395619619,0.5264544768,0.009957883811,-0.1491713671
2.83500,Si-O,0,0,0.1091586403,0.01375607917,-0.1091586403
2.83500,O-O,4.195199574,0.03726705163,3.180204559,0.0426299329,1.014995015
2.83500,O-H,0.4090343993,0.008613277037,0.5816274117,0.01009003771,-0.1725930124
2.84500,Si-O,0,0,0.1083926179,0.01387456488,-0.1083926179
2.84500,O-O,4.064073588,0.03597831855,2.976425473,0.04081943149,1.087648115
2.84500,O-H,0.4595152702,0.008845449704,0.6224924555,0.01066210365,-0.1629771853
2.85500,Si-O,0,0,0.1076346307,0.01312657867,-0.1076346307
2.85500,O-O,3.905111317,0.03453409889,2.797733322,0.04056306766,1.107377995
2.85500,O-H,0.463196312,0.00904105978,0.6522486258,0.01104052354,-0.1890523138
2.86500,Si-O,0,0,0.1391195946,0.01529521591,-0.1391195946
2.86500,O-O,2.67020984,0.03438103471,2.588219994,0.03958735174,0.08198984572
2.86500,O-H,0.5190635253,0.009849824998,0.6840972598,0.01104443655,-0.1650337345
2.87500,Si-O,0,0,0.1179359063,0.01440478224,-0.1179359063
2.87500,O-O,2.023408809,0.03224916383,2.413456891,0.03507636057,-0.3900480819
2.87500,O-H,0.5660923502,0.01016697669,0.7550283558,0.01121280933,-0.1889360056
2.88500,Si-O,0,0,0.1505825282,0.01603946324,-0.1505825282
2.88500,O-O,2.968763566,0.03198555067,2.274376652,0.03479589599,0.6943869144
2.88500,O-H,0.6069497536,0.01050400665,0.8174987753,0.01165359537,-0.2105490217
2.89500,Si-O,0,0,0.1611752346,0.01641464372,-0.1611752346
2.89500,O-O,2.310234879,0.03125012479,2.114912062,0.03305451798,0.1953228174
2.89500,O-H,0.6444068498,0.01058556462,0.8672671596,0.01305964808,-0.2228603098
2.90500,Si-O,0,0,0.1353147984,0.01505883486,-0.1353147984
2.90500,O-O,1.618658653,0.02899702374,1.995303926,0.0321896239,-0.3766452725
2.90500,O-H,0.7053426248,0.01112241745,0.8986327901,0.01280768321,-0.1932901653
2.91500,Si-O,0,0,0.1786376918,0.01696210922,-0.1786376918
2.91500,O-O,2.037827614,0.02880414209,1.847851563,0.03123970895,0.1899760512
2.91500,O-H,0.748198526,0.01149929787,0.9232828984,0.01265832416,-0.1750843724
2.92500,Si-O,0,0,0.162769107,0.01659925706,-0.162769107
2.92500,O-O,1.939410519,0.02704761107,1.716184315,0.03132894201,0.2232262039
2.92500,O-H,0.7878600953,0.01185346892,1.017407749,0.01318784191,-0.2295476539
2.93500,Si-O,0,0,0.168128312,0.01735016429,-0.168128312
2.93500,O-O,1.865511631,0.0269311864,1.617410198,0.03016706947,0.2481014337
2.93500,O-H,0.8367502307,0.01192146156,1.054264088,0.01322589381,-0.2175138577
2.94500,Si-O,0,0,0.2007072877,0.01854344179,-0.2007072877
2.94500,O-O,1.215319492,0.0240998332,1.491099497,0.0272314621,-0.2757800055
2.94500,O-H,0.8907567047,0.01271869707,1.097247204,0.01393804478,-0.2064904995
2.95500,Si-O,1.594809301,4.519745972e-09,0.2248681114,0.019079079,1.369941189
2.95500,O-O,1.163364564,0.02444353202,1.369062417,0.02608639471,-0.2056978527
2.95500,O-H,0.9365623469,0.01266142254,1.167739129,0.01409661109,-0.2311767818
2.96500,Si-O,0,0,0.2360264129,0.01866240054,-0.2360264129
2.96500,O-O,1.592087218,0.02362363087,1.226393371,0.02478126947,0.3656938477
2.96500,O-H,0.9968705988,0.01351060005,1.198734372,0.0142918783,-0.201863773
2.97500,Si-O,0,0,0.2580439277,0.01972165771,-0.2580439277
2.97500,O-O,1.996019232,0.02221612819,1.185280918,0.02537215924,0.8107383134
2.97500,O-H,1.062697634,0.01305919276,1.267049711,0.0150855449,-0.2043520766
2.98500,Si-O,1.56291395,8.455670452e-09,0.2469404041,0.0192076974,1.315973546
2.98500,O-O,0.9053418277,0.02159720489,1.146221953,0.02515451753,-0.2408801255
2.98500,O-H,1.143389119,0.01314301958,1.336249934,0.0150225417,-0.1928608152
2.99500,Si-O,0,0,0.2887639886,0.02225023161,-0.2887639886
2.99500,O-O,0.81616857,0.01972434476,1.078254999,0.02315803961,-0.262086429
2.99500,O-H,1.173026423,0.01361101501,1.395101839,0.01503323414,-0.2220754169
3.00500,Si-O,0,0,0.2853031191,0.02118883264,-0.2853031191
3.00500,O-O,1.241296748,0.01892758453,1.012173007,0.02214500081,0.2291237404
3.00500,O-H,1.238929306,0.01429955851,1.450030414,0.01564395328,-0.2111011072
3.01500,Si-O,0,0,0.2711579738,0.01983709581,-0.2711579738
3.01500,O-O,0.7218373456,0.01889500926,0.9369378713,0.02132234975,-0.2151005257
3.01500,O-H,1.283923041,0.01493028843,1.531044062,0.01505539827,-0.2471210212
3.02500,Si-O,0,0,0.3667668149,0.02261983984,-0.3667668149
3.02500,O-O,1.163814556,0.01846712946,0.9501338303,0.02269763946,0.2136807254
3.02500,O-H,1.36142635,0.01453277928,1.569583655,0.01568648312,-0.2081573052
3.03500,Si-O,0,0,0.3280696798,0.02158870978,-0.3280696798
3.03500,O-O,1.103829669,0.01748363242,0.8535427088,0.02021944196,0.2502869597
3.03500,O-H,1.383295149,0.01539313301,1.639532272,0.01659111584,-0.2562371236
3.04500,Si-O,0,0,0.3544550461,0.02289167146,-0.3544550461
3.04500,O-O,1.560534011,0.01660853383,0.8852180673,0.02034512412,0.6753159438
3.04500,O-H,1.478535298,0.01499193525,1.651110831,0.01611635688,-0.1725755331
3.05500,Si-O,0,0,0.3566146897,0.02222590367,-0.3566146897
3.05500,O-O,0.5091450441,0.01522884462,0.8370441969,0.01988954106,-0.3278991528
3.05500,O-H,1.490896856,0.01471128755,1.69783822,0.0161295113,-0.206941364
3.06500,Si-O,2.964782219,9.973764736e-09,0.3794921241,0.02419814491,2.585290095
3.06500,O-O,0.4646842336,0.01481212631,0.8161016852,0.01951494656,-0.3514174516
3.06500,O-H,1.573590959,0.01572329187,1.780915818,0.01631961297,-0.2073248593
3.07500,Si-O,1.472765227,0,0.4035376723,0.02485982334,1.069227555
3.07500,O-O,1.898604773,0.0148169307,0.8098405364,0.01984063527,1.088764237
3.07500,O-H,1.621866415,0.01566584751,1.767943872,0.01710100846,-0.1460774572
3.08500,Si-O,0,0,0.4404330727,0.02536078364,-0.4404330727
3.08500,O-O,0.8992013482,0.01409340476,0.7931319012,0.01953922841,0.106069447
3.08500,O-H,1.673834731,0.01586172526,1.864961422,0.01762124733,-0.1911266914
3.09500,Si-O,0,0,0.4317764084,0.0248760443,-0.4317764084
3.09500,O-O,0.8525751991,0.01334582522,0.7775713675,0.0185133362,0.07500383154
3.09500,O-H,1.708733812,0.01514971055,1.860803093,0.01699932384,-0.1520692812
