r_A,pair,ML_g,ML_sem,AIMD_g,AIMD_sem,difference_ML_minus_AIMD
3.10500,Si-O,0,0,0.4506663734,0.0261861314,-0.4506663734
3.10500,O-O,1.752670061,0.01297989136,0.7504031398,0.0187462491,1.002266922
3.10500,O-H,1.745603584,0.01566374284,1.911267193,0.01657516441,-0.165663609
3.11500,Si-O,0,0,0.4535182335,0.02559879593,-0.4535182335
3.11500,O-O,0.312577279,0.01172619844,0.717006352,0.0180353163,-0.4044290731
3.11500,O-H,1.818238778,0.0165720469,1.956321288,0.0170678319,-0.1380825091
3.12500,Si-O,1.426013808,6.251387883e-09,0.4919747637,0.02621597529,0.9340390441
3.12500,O-O,0.7855298918,0.01215153309,0.7329128926,0.01917907411,0.05261699928
3.12500,O-H,1.875069342,0.01674852704,2.00787792,0.01752328435,-0.132808578
3.13500,Si-O,1.416930948,9.884312124e-09,0.5526030698,0.02761743451,0.8643278783
3.13500,O-O,0.3058257491,0.012380924,0.7365727573,0.01790445989,-0.4307470082
3.13500,O-H,1.87004791,0.01675624186,2.035415037,0.01751884987,-0.1653671269
3.14500,Si-O,1.407934591,0,0.5251596026,0.02641035366,0.8827749888
3.14500,O-O,0.2661858379,0.0113895173,0.7631580153,0.01897982241,-0.4969721774
3.14500,O-H,1.896151486,0.01702562097,2.058823999,0.01727084761,-0.1626725135
3.15500,Si-O,1.399023643,0,0.5861909064,0.02810049649,0.8128327365
3.15500,O-O,0.7094477444,0.01089878207,0.7290911785,0.01840260545,-0.01964343401
3.15500,O-H,1.925601285,0.01618342703,2.062433226,0.0179098392,-0.1368319407
3.16500,Si-O,0,0,0.5463474307,0.0275438344,-0.5463474307
3.16500,O-O,1.576994111,0.009855077291,0.7580829489,0.01749355627,0.8189111616
3.16500,O-H,2.003507662,0.01794738087,2.106997374,0.01782372921,-0.1034897113
3.17500,Si-O,0,0,0.6161283395,0.02888143587,-0.6161283395
3.17500,O-O,0.6703151551,0.00983952817,0.7488042783,0.01814693,-0.07848912315
3.17500,O-H,1.990613621,0.01616747365,2.104308481,0.01764079811,-0.1136948601
3.18500,Si-O,1.372792553,0,0.6273661967,0.02880088022,0.7454263562
3.18500,O-O,0.6419065913,0.009502409766,0.8252444375,0.01941389632,-0.1833378463
3.18500,O-H,2.020264694,0.01666261182,2.122896123,0.0169686703,-0.1026314291
3.19500,Si-O,0,0,0.6452725728,0.0292994954,-0.6452725728
3.19500,O-O,0.2205013063,0.0099803785,0.7390134691,0.01894486514,-0.5185121627
3.19500,O-H,1.993150867,0.01673723798,2.103108819,0.01794059431,-0.1099579523
3.20500,Si-O,0,0,0.7022592759,0.03024412842,-0.7022592759
3.20500,O-O,1.951783877,0.008626264919,0.7720369883,0.01779814111,1.179746889
3.20500,O-H,2.018884442,0.01694960265,2.106417904,0.01734270309,-0.08753346221
3.21500,Si-O,0,0,0.7639147557,0.03209585741,-0.7639147557
3.21500,O-O,0.1825718597,0.009152017148,0.7997967251,0.01771171595,-0.6172248654
3.21500,O-H,2.023800013,0.01693492676,2.12996188,0.0182319869,-0.1061618671
3.22500,Si-O,0,0,0.7270498486,0.03012342911,-0.7270498486
3.22500,O-O,0.6090309703,0.009008514781,0.8188908882,0.01940963466,-0.209859918
3.22500,O-H,2.03970666,0.01626809013,2.134831355,0.01704126761,-0.09512469539
3.23500,Si-O,1.3306849,3.264680848e-09,0.8077257345,0.03150524017,0.5229591658
3.23500,O-O,0.151643765,0.008416469764,0.7834203674,0.01878061325,-0.6317766025
3.23500,O-H,2.011712946,0.01632030749,2.122077361,0.0172218934,-0.1103644149
3.24500,Si-O,1.322496096,6.23360296e-09,0.8424300132,0.03248151105,0.4800660829
3.24500,O-O,0.587728061,0.008358877825,0.8256693994,0.01868533622,-0.2379413384
3.24500,O-H,2.009585484,0.01702046504,2.103681666,0.01714576103,-0.09409618241
3.25500,Si-O,1.314382649,1.016123719e-08,0.9345260632,0.03491112649,0.3798565855
3.25500,O-O,0.1712452822,0.008429974651,0.8536512941,0.01936994267,-0.6824060119
3.25500,O-H,1.995860973,0.01682601696,2.090356943,0.01760785435,-0.09449597024
3.26500,Si-O,1.306343636,5.053229617e-09,0.9092151708,0.03390418548,0.3971284654
3.26500,O-O,0.5758576029,0.007789852882,0.8275287034,0.01823966858,-0.2516711005
3.26500,O-H,1.982682823,0.016255755,2.05426583,0.01679518513,-0.07158300704
3.27500,Si-O,1.298378151,8.573025384e-09,1.033509008,0.0363634903,0.2648691428
3.27500,O-O,0.5651389633,0.007795693419,0.8602152713,0.01914948545,-0.2950763079
3.27500,O-H,1.956667364,0.01639131476,2.074141861,0.01697399755,-0.1174744975
3.28500,Si-O,2.580970598,7.3000483e-09,1.184665505,0.03891355656,1.396305094
3.28500,O-O,0.5654959253,0.007781746465,0.8849042051,0.01948412085,-0.3194082797
3.28500,O-H,1.940661485,0.01611349226,2.038235878,0.01582998516,-0.09757439288
3.29500,Si-O,1.2826642,9.002570788e-09,1.158245773,0.03868441652,0.1244184274
3.29500,O-O,0.13905127,0.007536317779,0.8900118939,0.01916286291,-0.7509606239
3.29500,O-H,1.917049482,0.01659806338,2.03541782,0.01582627308,-0.1183683387
3.30500,Si-O,1.274913987,3.557603474e-09,1.240491309,0.04028145165,0.03442267764
3.30500,O-O,0.974554659,0.007639036758,0.8646518696,0.01868744661,0.1099027894
3.30500,O-H,1.905736915,0.01680037613,2.013235857,0.01641790277,-0.1074989422
3.31500,Si-O,3.801701416,0,1.407896758,0.04119346157,2.393804658
3.31500,O-O,0.5747551855,0.008476943171,0.8904774365,0.01904738995,-0.3157222509
3.31500,O-H,1.924670218,0.01581498949,1.996801615,0.01532588122,-0.07213139678
3.32500,Si-O,1.259622814,4.240944824e-09,1.452345105,0.04233515262,-0.1927222906
3.32500,O-O,0.5495040262,0.007484221537,0.9451798294,0.01953244306,-0.3956758033
3.32500,O-H,1.891574466,0.01608140946,1.957520736,0.01602507974,-0.06594627054
3.33500,Si-O,1.252080186,0,1.576368954,0.04590063458,-0.324288768
3.33500,O-O,0.9746805428,0.007806044499,0.9166249064,0.01865252266,0.05805563636
3.33500,O-H,1.843150676,0.01507662123,1.964945945,0.01639116488,-0.121795269
3.34500,Si-O,0,0,1.596828346,0.04550748403,-1.596828346
3.34500,O-O,0.1365509598,0.00748379592,0.9241573885,0.01921263178,-0.7876064287
3.34500,O-H,1.827520858,0.01576049999,1.907748323,0.01610075052,-0.08022746517
3.35500,Si-O,3.711590281,0,1.735787055,0.04843417533,1.975803226
3.35500,O-O,0.5595159227,0.007883097357,0.8928015806,0.01916215217,-0.3332856579
3.35500,O-H,1.788132521,0.0154239683,1.889035224,0.01543471731,-0.1009027022
3.36500,Si-O,2.459708736,0,1.967766989,0.04756850305,0.4919417472
3.36500,O-O,0.9533630268,0.007788307921,0.9385043781,0.01866153039,0.01485864869
3.36500,O-H,1.747742777,0.01493122868,1.861760073,0.01555338234,-0.1140172952
3.37500,Si-O,1.222577145,0,2.008694248,0.04743774197,-0.7861171039
3.37500,O-O,0.5545011114,0.008040655194,0.9696783295,0.01958549361,-0.4151772181
3.37500,O-H,1.7293516,0.01468390311,1.81802631,0.01511683,-0.08867471041
3.38500,Si-O,2.430728642,0,2.137825841,0.04929226122,0.2929028014
3.38500,O-O,0.9361777741,0.007757641425,0.9560204569,0.01885668426,-0.01984268279
3.38500,O-H,1.700176375,0.01451457299,1.781100279,0.01570888844,-0.08092390399
3.39500,Si-O,3.624645419,0,2.259362311,0.05240228384,1.365283108
3.39500,O-O,0.5503543249,0.007578210191,0.9618378811,0.01857241332,-0.4114835562
3.39500,O-H,1.679269354,0.01424962893,1.780117896,0.01442408862,-0.1008485416
3.40500,Si-O,2.402257709,1.210576058e-08,2.366223843,0.0525361733,0.03603386563
3.40500,O-O,0.5549705564,0.007851702105,0.9816899665,0.01987514251,-0.4267194101
3.40500,O-H,1.62885828,0.0147847115,1.726946927,0.01532367279,-0.09808864662
3.41500,Si-O,1.194104729,0,2.376268411,0.05146993096,-1.182163682
3.41500,O-O,0.5513352121,0.008015546218,0.965031577,0.01907531402,-0.4136963649
3.41500,O-H,1.618064744,0.01411180954,1.716467428,0.01420624383,-0.09840268352
3.42500,Si-O,3.561426117,0,2.634268185,0.05551763385,0.9271579325
3.42500,O-O,0.5399800361,0.00764100709,0.9970054937,0.02012292672,-0.4570254577
3.42500,O-H,1.560976219,0.01420049139,1.699020877,0.014865075,-0.1380446584
3.43500,Si-O,1.18024007,0,2.681505439,0.05560942537,-1.501265369
3.43500,O-O,0.9549828223,0.008243229687,0.9877405059,0.02004010953,-0.03275768358
3.43500,O-H,1.537361915,0.01422057503,1.675857343,0.01434820651,-0.1384954277
3.44500,Si-O,1.173398118,3.298512641e-09,2.79268752,0.05752763032,-1.619289403
3.44500,O-O,0.1724176826,0.008231048156,0.9912100998,0.01950092914,-0.8187924172
3.44500,O-H,1.514867354,0.01395191306,1.625644444,0.01389589491,-0.1107770896
3.45500,Si-O,2.333230977,0,2.801043788,0.05758165172,-0.4678128109
3.45500,O-O,0.9405301686,0.008267611751,0.9984323904,0.01981363201,-0.0579022218
3.45500,O-H,1.514163664,0.01318972869,1.628636518,0.01357959185,-0.1144728543
3.46500,Si-O,1.159891499,0,2.892769398,0.06004569078,-1.732877899
3.46500,O-O,0.5397046157,0.007691081833,1.022598219,0.01958492756,-0.4828936036
3.46500,O-H,1.504943823,0.01330651883,1.598802653,0.01418998086,-0.09385883066
3.47500,Si-O,1.153225474,8.052144102e-09,3.027216869,0.05873954829,-1.873991395
3.47500,O-O,0.5750123425,0.008663176828,1.016344671,0.01993439752,-0.4413323284
3.47500,O-H,1.456615624,0.0128867989,1.580674109,0.01372517586,-0.1240584855
3.48500,Si-O,3.439850251,0,3.006429119,0.05899358223,0.4334211316
3.48500,O-O,0.5690963136,0.008435347749,1.013890011,0.01967940112,-0.4447936977
3.48500,O-H,1.438770639,0.01364097581,1.549819964,0.01401087761,-0.1110493249
3.49500,Si-O,2.280129345,8.052144102e-09,3.02573164,0.05627214172,-0.7456022957
3.49500,O-O,1.311865439,0.008516873698,1.031549129,0.01914388255,0.2803163096
3.49500,O-H,1.420742541,0.01327500369,1.536484328,0.01339193981,-0.1157417869
3.50500,Si-O,1.133568595,2.827296549e-09,3.077638735,0.05978728132,-1.94407014
3.50500,O-O,0.9612661686,0.009265391707,1.039736876,0.01881020249,-0.07847070764
3.50500,O-H,1.383033939,0.01294836749,1.49811623,0.01327391679,-0.1150822913
3.51500,Si-O,2.254255763,8.637533633e-09,3.063533583,0.05687782579,-0.8092778191
3.51500,O-O,0.9414508152,0.008509934063,1.032725171,0.01896170279,-0.09127435581
3.51500,O-H,1.394327012,0.01283239722,1.499778304,0.01355944097,-0.1054512917
3.52500,Si-O,0,0,3.049538724,0.06113088751,-3.049538724
3.52500,O-O,1.30536698,0.00865633047,1.007844312,0.01888663379,0.2975226674
3.52500,O-H,1.357982139,0.01244503041,1.449863139,0.01311502713,-0.09188100009
3.53500,Si-O,0,0,3.07800055,0.05772768821,-3.07800055
3.53500,O-O,0.6022362866,0.009248616611,1.047636416,0.01953632886,-0.4454001298
3.53500,O-H,1.343209278,0.01209634072,1.461790396,0.01346429703,-0.1185811186
3.54500,Si-O,5.540658486,2.090415706e-08,3.230203897,0.05952818086,2.310454588
3.54500,O-O,1.340251365,0.009616913441,1.055484134,0.01953297191,0.2847672312
3.54500,O-H,1.328345904,0.01253864395,1.448141805,0.01305552515,-0.119795901
3.55500,Si-O,2.203812509,7.480323552e-09,2.975146887,0.05616480062,-0.7713343782
3.55500,O-O,0.2471868071,0.009403483315,1.048115239,0.01894177118,-0.8009284319
3.55500,O-H,1.299235237,0.01216656979,1.433219236,0.01301490515,-0.1339839994
3.56500,Si-O,3.287199379,7.42071843e-09,3.043946625,0.0554046271,0.2432527541
3.56500,O-O,0.9685386362,0.009227601232,1.039023347,0.01898240482,-0.0704847105
3.56500,O-H,1.29230571,0.01222442589,1.384696376,0.01255729182,-0.09239066574
3.57500,Si-O,2.179223457,0,2.900546421,0.05717872901,-0.7213229641
3.57500,O-O,1.328881569,0.009432000688,1.038199844,0.01893826169,0.2906817247
3.57500,O-H,1.282540502,0.012166141,1.389457448,0.01298024298,-0.1069169455
3.58500,Si-O,3.252791534,0.001530825936,2.850797644,0.05208712507,0.4019938905
3.58500,O-O,0.2770328104,0.01020487946,1.001988402,0.01834281481,-0.7249555919
3.58500,O-H,1.248124723,0.01202076709,1.369749857,0.01270886061,-0.1216251343
3.59500,Si-O,2.155043649,1.435469935e-08,2.910386448,0.05333024431,-0.7553427989
3.59500,O-O,0.627689448,0.009771787872,1.048494706,0.01870936141,-0.4208052578
3.59500,O-H,1.259041342,0.01158429034,1.351956144,0.0126112859,-0.09291480227
3.60500,Si-O,5.3588325,0.00107101628,2.889976256,0.05405968584,2.468856245
3.60500,O-O,1.319102614,0.009841310243,1.019592843,0.01818308982,0.2995097712
3.60500,O-H,1.232607432,0.01157661541,1.372686803,0.01221304913,-0.1400793712
3.61500,Si-O,1.065632027,0,2.829253031,0.05502186421,-1.763621005
3.61500,O-O,0.9815993299,0.009736450885,1.058846778,0.01921412595,-0.07724744816
3.61500,O-H,1.217989116,0.01168108946,1.322326751,0.01190959874,-0.1043376349
3.62500,Si-O,1.060820552,0.001059230778,2.654700781,0.05198205,-1.59388023
3.62500,O-O,0.630146743,0.01007077617,1.012871783,0.01895258977,-0.3827250399
3.62500,O-H,1.218931235,0.01143852534,1.33563622,0.01193071011,-0.1167049848
3.63500,Si-O,2.107875888,7.941074726e-09,2.56317708,0.05158244067,-0.4553011919
3.63500,O-O,0.9808075562,0.009911676939,1.034838008,0.0190897057,-0.05403045134
3.63500,O-H,1.208092691,0.01152942217,1.318224542,0.01235755209,-0.1101318517
3.64500,Si-O,3.144488869,0,2.541795169,0.05022850038,0.6026936998
3.64500,O-O,0.3087160772,0.010803605,1.037381852,0.01885225429,-0.7286657743
3.64500,O-H,1.224180127,0.01139494329,1.320351397,0.01239136254,-0.09617127018
3.65500,Si-O,4.171826087,0.001472751181,2.337139952,0.05022587005,1.834686135
3.65500,O-O,1.677767711,0.0102566641,1.040903562,0.01919685121,0.6368641482
3.65500,O-H,1.205424215,0.01133953138,1.289003541,0.01199525101,-0.08357932615
3.66500,Si-O,7.258318057,0.001036235965,2.391792567,0.05105161564,4.866525491
3.66500,O-O,0.6601375413,0.01060583758,1.043694379,0.01915059806,-0.3835568381
3.66500,O-H,1.188616065,0.01113479516,1.305870243,0.01218742538,-0.1172541783
3.67500,Si-O,4.126542042,0.001456764865,2.321051009,0.04960103895,1.805491033
3.67500,O-O,0.3360188443,0.01056160106,1.057550291,0.01827813702,-0.7215314462
3.67500,O-H,1.179418724,0.01116172835,1.286728199,0.011573321,-0.1073094745
3.68500,Si-O,2.052088008,0.001025018344,2.268475099,0.0492581347,-0.2163870913
3.68500,O-O,0.685138584,0.01120622444,1.046795315,0.01866303158,-0.3616567306
3.68500,O-H,1.180649645,0.01147794498,1.307960726,0.01263398465,-0.1273110815
3.69500,Si-O,3.060983507,0.001019477718,2.105254901,0.0465622382,0.9557286058
3.69500,O-O,0.6954235459,0.01066956593,1.056790666,0.0188731265,-0.3613671204
3.69500,O-H,1.189757143,0.01083267376,1.290817177,0.01171836477,-0.1010600341
3.70500,Si-O,4.059986044,0.001433269057,2.147673777,0.04581304804,1.912312267
3.70500,O-O,0.7002874478,0.01100170265,1.08322609,0.01928472946,-0.3829386422
3.70500,O-H,1.1637359,0.01148197003,1.279118343,0.0113580159,-0.1153824429
3.71500,Si-O,0,0,2.0937477,0.04714877493,-2.0937477
3.71500,O-O,0.7106901463,0.0111749435,1.046760591,0.01847347909,-0.3360704447
3.71500,O-H,1.169909153,0.01117966452,1.274491616,0.01157997149,-0.1045824632
3.72500,Si-O,2.011263846,0.002003230826,2.145749552,0.04674086019,-0.1344857063
3.72500,O-O,0.7412894732,0.01131139089,1.064415654,0.01849334988,-0.3231261806
3.72500,O-H,1.157454579,0.01114172471,1.267551318,0.01156943699,-0.1100967385
3.73500,Si-O,0.9992559673,0.0009977584559,2.132278468,0.04728311685,-1.1330225
3.73500,O-O,1.388270885,0.01139430353,1.05578995,0.01814842523,0.3324809351
3.73500,O-H,1.154021249,0.01107230463,1.274024193,0.01123086058,-0.1200029445
3.74500,Si-O,5.957602087,0,2.0931042,0.04522304433,3.864497887
3.74500,O-O,0.754467486,0.01149082577,1.069936701,0.01856301945,-0.3154692153
3.74500,O-H,1.146706596,0.01069070634,1.234752574,0.01155656853,-0.08804597774
3.75500,Si-O,1.975304263,1.123037558e-08,2.030612782,0.04463995344,-0.05530851936
3.75500,O-O,0.439565667,0.01204622488,1.051345616,0.01861127417,-0.6117799489
3.75500,O-H,1.152144283,0.01137526971,1.24643447,0.01104743707,-0.09429018756
3.76500,Si-O,3.93358009,0.001960891632,2.074855432,0.04558919562,1.858724658
3.76500,O-O,1.393502164,0.01215469978,1.053146318,0.01835206458,0.3403558462
3.76500,O-H,1.149266263,0.01078851383,1.253488939,0.01189820767,-0.1042226758
3.77500,Si-O,0.9781918864,0.0009767259422,2.076581177,0.04692029872,-1.098389291
3.77500,O-O,2.058452848,0.01211535426,1.100543152,0.01884903833,0.9579096962
3.77500,O-H,1.116722876,0.0106164822,1.259828614,0.01117806674,-0.1431057379
3.78500,Si-O,1.948976046,0.002168146715,2.050070065,0.043916355,-0.1010940193
3.78500,O-O,0.7998647683,0.01234870985,1.096322583,0.01880452678,-0.2964578149
3.78500,O-H,1.134881874,0.01108143168,1.25111591,0.01150121708,-0.1162340358
3.79500,Si-O,0.9698426212,0.001672278243,2.136941369,0.04545552142,-1.167098748
3.79500,O-O,0.4991787687,0.01304658458,1.09276263,0.01856270218,-0.5935838616
3.79500,O-H,1.128498089,0.0103450839,1.241245214,0.01114406484,-0.1127471248
3.80500,Si-O,1.927579459,0.001919880676,2.127647587,0.04467301689,-0.2000681275
3.80500,O-O,0.8030992182,0.01244778698,1.136336712,0.01848554167,-0.3332374934
3.80500,O-H,1.114198333,0.01081944101,1.231154429,0.01153026876,-0.1169560956
3.81500,Si-O,0.001913660123,0.001351808211,2.204536462,0.04596355073,-2.202622802
3.81500,O-O,0.8376363738,0.01326002628,1.124451067,0.01874136864,-0.2868146927
3.81500,O-H,1.122285454,0.01094044693,1.231922938,0.01125290709,-0.1096374835
3.82500,Si-O,2.860259882,0.002123036989,2.184458046,0.04484717179,0.6758018356
3.82500,O-O,1.154010792,0.01280956683,1.132565399,0.01786849593,0.02144539312
3.82500,O-H,1.105710524,0.01032957043,1.227511528,0.01124361485,-0.1218010039
3.83500,Si-O,1.895645984,0.00133774529,2.23557451,0.04577124123,-0.3399285256
3.83500,O-O,1.168406479,0.0131399906,1.182938129,0.01896819252,-0.01453164978
3.83500,O-H,1.109504184,0.01041822742,1.236402342,0.0107287897,-0.1268981584
3.84500,Si-O,3.773480904,0.002300382362,2.378442157,0.04759797894,1.395038747
3.84500,O-O,0.8501452897,0.0126455442,1.180483944,0.01942313831,-0.3303386545
3.84500,O-H,1.111843039,0.01036165962,1.205671988,0.01090207502,-0.09382894918
3.85500,Si-O,1.877901693,0.001870401324,2.291152515,0.04496967492,-0.4132508218
3.85500,O-O,0.5676007399,0.01331637939,1.160598171,0.01936701533,-0.5929974307
3.85500,O-H,1.113844187,0.0104007303,1.223108988,0.01094562222,-0.109264801
3.86500,Si-O,5.598064753,0.002079320563,2.342703867,0.04543940943,3.255360885
3.86500,O-O,0.5896284485,0.01350750339,1.182909732,0.01862837412,-0.5932812834
3.86500,O-H,1.102247,0.01021652988,1.207878179,0.01074694715,-0.1056311792
3.87500,Si-O,0.007419428893,0.002612650515,2.47159725,0.04736950014,-2.464177821
3.87500,O-O,1.500238806,0.01335865907,1.19165113,0.01859600705,0.3085876752
3.87500,O-H,1.090754535,0.01026988252,1.209925008,0.01100061738,-0.1191704729
3.88500,Si-O,1.854547307,0.002903083022,2.487492308,0.04916649156,-0.6329450012
3.88500,O-O,1.542838746,0.0137810993,1.192755047,0.01913835902,0.3500836991
3.88500,O-H,1.085048574,0.0103464723,1.214286344,0.01100388718,-0.1292377703
3.89500,Si-O,2.767555243,0.003528358675,2.624358355,0.0504870754,0.1431968882
3.89500,O-O,0.6381290947,0.01370387296,1.20642067,0.01874312876,-0.5682915752
3.89500,O-H,1.106485962,0.01059693046,1.215272706,0.01099784032,-0.1087867442
3.90500,Si-O,3.658413373,0.002230235109,2.684906469,0.05007318453,0.9735069035
3.90500,O-O,1.268239035,0.01425436845,1.208897496,0.01828297009,0.05934153962
3.90500,O-H,1.0973349,0.0106076395,1.196739961,0.01092760358,-0.09940506162
3.91500,Si-O,2.736625335,0.003128451821,2.753888244,0.05091290723,-0.01726290882
3.91500,O-O,0.9505539827,0.01397971517,1.229727297,0.01885237593,-0.2791733139
3.91500,O-H,1.101963754,0.01031619894,1.176257782,0.01053530686,-0.07429402772
3.92500,Si-O,2.722698519,0.003112530981,2.804054052,0.04911035168,-0.08135553344
3.92500,O-O,1.273352458,0.01427037487,1.267744276,0.01886296799,0.005608181897
3.92500,O-H,1.095107877,0.010703105,1.202909958,0.01068910648,-0.1078020815
3.93500,Si-O,4.505802622,0.002829775843,2.859071165,0.04982301223,1.646731457
3.93500,O-O,0.9937764356,0.01440639252,1.288032933,0.01877417542,-0.2942564978
3.93500,O-H,1.075509371,0.0100081958,1.180758578,0.01027547894,-0.1052492076
3.94500,Si-O,4.482988481,0.002815447895,2.832067573,0.04991533506,1.650920908
3.94500,O-O,1.314235671,0.0146149423,1.323001138,0.01975466509,-0.008765466906
3.94500,O-H,1.103892262,0.01050188326,1.181811833,0.0104612737,-0.07791957086
3.95500,Si-O,6.241815175,0.002936469038,3.009176336,0.05274238302,3.232638839
3.95500,O-O,1.33143607,0.01451088838,1.298295522,0.01885528252,0.03314054847
3.95500,O-H,1.08659361,0.01019583228,1.179813945,0.01050142806,-0.09322033411
3.96500,Si-O,2.668040997,0.003050047666,3.071967523,0.05003792595,-0.4039265255
3.96500,O-O,0.7462444939,0.01428633225,1.300432265,0.01905045737,-0.5541877715
3.96500,O-H,1.080649261,0.009913256712,1.192495706,0.01043374069,-0.1118464459
3.97500,Si-O,2.656396489,0.003274553761,3.180801238,0.05318959891,-0.5244047482
3.97500,O-O,1.333612267,0.01445272975,1.333612267,0.02016583662,-1.110223025e-15
3.97500,O-H,1.076809988,0.00979218654,1.198109053,0.01040353277,-0.1212990651
3.98500,Si-O,2.643958181,0.00337078467,3.167488209,0.05183163447,-0.523530028
3.98500,O-O,0.7963283125,0.01518724659,1.333513467,0.01938575531,-0.5371851543
3.98500,O-H,1.077838136,0.01006643238,1.160999486,0.01021115536,-0.08316134922
3.99500,Si-O,4.37758363,0.003566905227,3.161248852,0.05119773238,1.216334778
3.99500,O-O,0.7778160497,0.01460335206,1.346505,0.01963413907,-0.5686889506
3.99500,O-H,1.073190239,0.009754118764,1.19031271,0.01053733458,-0.1171224712
4.00500,Si-O,2.619353952,0.003549115213,3.280052778,0.05272984418,-0.6606988258
4.00500,O-O,1.105907316,0.01512164731,1.379194846,0.02004354684,-0.2732875295
4.00500,O-H,1.060093045,0.01009978739,1.160957699,0.01038345425,-0.1008646539
4.01500,Si-O,1.743307437,0.003631991449,3.236953898,0.04976864976,-1.493646461
4.01500,O-O,1.100405301,0.0151990039,1.385309006,0.01941885853,-0.2849037052
4.01500,O-H,1.08142337,0.01002315022,1.181510993,0.01036060084,-0.1000876227
4.02500,Si-O,4.311711356,0.003410748466,3.348109197,0.05254049167,0.9636021592
4.02500,O-O,1.128064834,0.01584464408,1.421939897,0.01931548324,-0.2938750636
4.02500,O-H,1.050770831,0.009879735578,1.170626803,0.01012760521,-0.1198559726
4.03500,Si-O,4.291221631,0.003699860449,3.380288596,0.05461906569,0.910933035
4.03500,O-O,1.138120799,0.01493469318,1.395629357,0.02021936228,-0.2575085586
4.03500,O-H,1.069367032,0.009782700069,1.178728954,0.01028309567,-0.1093619219
4.04500,Si-O,2.567805837,0.00347926967,3.432535943,0.0523825643,-0.8647301062
4.04500,O-O,1.158346483,0.0156319673,1.467109186,0.0204435316,-0.3087627022
4.04500,O-H,1.066797726,0.00968336713,1.161700514,0.01071318054,-0.09490278847
4.05500,Si-O,1.707390007,0.003360467875,3.526573407,0.05394488577,-1.8191834
4.05500,O-O,0.8769247995,0.01583751635,1.444948621,0.02008406472,-0.5680238216
4.05500,O-H,1.061722452,0.009667841353,1.164701885,0.01061710929,-0.1029794331
4.06500,Si-O,3.391257739,0.004078808874,3.590991358,0.05481736154,-0.1997336193
4.06500,O-O,1.217423965,0.01595658869,1.465366776,0.02052560163,-0.2479428103
4.06500,O-H,1.073240983,0.009523669846,1.180994664,0.01006569461,-0.107753681
4.07500,Si-O,5.892191402,0.004220217684,3.584290642,0.05353384747,2.30790076
4.07500,O-O,1.165725384,0.01592252874,1.474613858,0.01932207899,-0.3088884738
4.07500,O-H,1.064684873,0.009618634214,1.154544098,0.01052415826,-0.08985922515
4.08500,Si-O,5.024680285,0.00378391001,3.707798456,0.0548427077,1.316881829
4.08500,O-O,1.219157146,0.01607352556,1.482662948,0.01952221051,-0.2635058024
4.08500,O-H,1.046805623,0.009530352584,1.159178594,0.01020487807,-0.1123729707
4.09500,Si-O,1.677519148,0.003676581117,3.849159035,0.0554839363,-2.171639887
4.09500,O-O,1.521800357,0.01666632039,1.493869951,0.02004068893,0.0279304057
4.09500,O-H,1.074417723,0.009531657541,1.153788645,0.01006297196,-0.07937092262
4.10500,Si-O,3.324663072,0.004088118402,3.715556841,0.05603783328,-0.3908937691
4.10500,O-O,1.512506071,0.01620664338,1.524649296,0.01976635583,-0.01214322448
4.10500,O-H,1.067873011,0.009649605012,1.158354362,0.009966702094,-0.09048135065
4.11500,Si-O,3.304411952,0.003457611932,3.946708053,0.05637264895,-0.6422961011
4.11500,O-O,2.074736074,0.01631899237,1.522081811,0.02119553436,0.5526542637
4.11500,O-H,1.04111749,0.00921402623,1.15910673,0.01019537893,-0.1179892399
4.12500,Si-O,0.01145787452,0.003040734499,4.108466436,0.05556580963,-4.097008561
4.12500,O-O,1.278471644,0.01646362637,1.51444373,0.01984078752,-0.2359720864
4.12500,O-H,1.068754612,0.009551126652,1.145150099,0.01040658737,-0.07639548702
4.13500,Si-O,6.532016506,0.003605794242,4.179838991,0.05742172891,2.352177515
4.13500,O-O,1.317240684,0.01638721507,1.537445668,0.01943612495,-0.2202049842
4.13500,O-H,1.055461313,0.009326620729,1.162278876,0.009928189817,-0.106817563
4.14500,Si-O,4.072156825,0.003922883347,4.196980103,0.05888742412,-0.1248232785
4.14500,O-O,1.304011223,0.01615477887,1.577411587,0.01999659108,-0.273400364
4.14500,O-H,1.07335682,0.009656194439,1.162100275,0.01005937979,-0.08874345485
4.15500,Si-O,4.8568032,0.003657487681,4.353457378,0.0581645159,0.5033458224
4.15500,O-O,1.829007531,0.01652230537,1.556658195,0.01983672918,0.2723493356
4.15500,O-H,1.073079155,0.009491516401,1.134755294,0.0097156653,-0.06167613889
4.16500,Si-O,8.848187788,0.003892921536,4.288424893,0.05644049465,4.559762896
4.16500,O-O,1.596375742,0.01661565205,1.573832505,0.02064016247,0.02254323708
4.16500,O-H,1.079952817,0.009225886466,1.15838324,0.01018243704,-0.07843042249
4.17500,Si-O,2.41278109,0.003713110322,4.287080572,0.05773394588,-1.874299482
4.17500,O-O,1.865527511,0.01645011491,1.584824449,0.02068237827,0.2807030628
4.17500,O-H,1.050520616,0.009270025945,1.146223027,0.01017046133,-0.09570241115
4.18500,Si-O,4.780265136,0.002737802456,4.387475552,0.05982814253,0.3927895837
4.18500,O-O,1.362544649,0.01662956922,1.573105569,0.02079242333,-0.2105609204
