layer_index,z_min_A,z_max_A,wavenumber_cm-1_shifted_plus80,VDOS_area_normalized_mean_unsmoothed,VDOS_SEM_50_blocks
4,16,20,2158.667854,2.241236381e-05,1.335671405e-06
4,16,20,2160.703768,2.32451114e-05,1.513967086e-06
4,16,20,2162.739681,2.342753036e-05,1.734559568e-06
4,16,20,2164.775595,2.29682954e-05,1.763353975e-06
4,16,20,2166.811509,2.232945779e-05,1.505403571e-06
4,16,20,2168.847422,2.162650675e-05,1.464828508e-06
4,16,20,2170.883336,2.09499166e-05,1.647901745e-06
4,16,20,2172.919250,1.989216887e-05,1.469995771e-06
4,16,20,2174.955163,1.822268486e-05,1.196453188e-06
4,16,20,2176.991077,1.743367829e-05,1.180056548e-06
4,16,20,2179.026991,1.845335775e-05,1.362525811e-06
4,16,20,2181.062904,2.003843962e-05,1.26122142e-06
4,16,20,2183.098818,2.110980109e-05,1.32213302e-06
4,16,20,2185.134732,2.132794536e-05,1.600703013e-06
4,16,20,2187.170645,2.059023581e-05,1.527395266e-06
4,16,20,2189.206559,1.923505773e-05,1.254170754e-06
4,16,20,2191.242473,1.805273011e-05,1.270976283e-06
4,16,20,2193.278386,1.781211365e-05,1.382520839e-06
4,16,20,2195.314300,1.826364926e-05,1.483833531e-06
4,16,20,2197.350214,1.862700313e-05,1.354150553e-06
4,16,20,2199.386127,1.901030135e-05,1.188356024e-06
4,16,20,2201.422041,1.944928376e-05,1.304828749e-06
4,16,20,2203.457955,1.895114435e-05,1.384456023e-06
4,16,20,2205.493868,1.743710018e-05,1.373524766e-06
4,16,20,2207.529782,1.57934223e-05,1.339168023e-06
