layer_index,z_min_A,z_max_A,wavenumber_cm-1_shifted_plus80,VDOS_area_normalized_mean_unsmoothed,VDOS_SEM_50_blocks
7,28,32,2341.900084,1.79211486e-05,4.15256993e-07
7,28,32,2343.935998,1.771364763e-05,4.13002682e-07
7,28,32,2345.971911,1.76043501e-05,3.948396313e-07
7,28,32,2348.007825,1.771707728e-05,3.682428016e-07
7,28,32,2350.043739,1.781902598e-05,3.541981782e-07
7,28,32,2352.079652,1.782977856e-05,3.326456535e-07
7,28,32,2354.115566,1.784451205e-05,3.347220462e-07
7,28,32,2356.151480,1.788407112e-05,3.526632028e-07
7,28,32,2358.187393,1.798204178e-05,3.753571873e-07
7,28,32,2360.223307,1.809461659e-05,3.580547889e-07
7,28,32,2362.259221,1.828311275e-05,3.603052791e-07
7,28,32,2364.295134,1.849027147e-05,3.632838674e-07
7,28,32,2366.331048,1.846628257e-05,4.055262473e-07
7,28,32,2368.366962,1.818962364e-05,4.238389724e-07
7,28,32,2370.402875,1.789399098e-05,4.126985987e-07
7,28,32,2372.438789,1.782682403e-05,3.743976063e-07
7,28,32,2374.474703,1.806771194e-05,3.445434612e-07
7,28,32,2376.510616,1.82722282e-05,3.562558581e-07
7,28,32,2378.546530,1.814063778e-05,3.189494109e-07
7,28,32,2380.582444,1.788949222e-05,2.880581037e-07
7,28,32,2382.618357,1.777896591e-05,3.413059036e-07
7,28,32,2384.654271,1.784511126e-05,3.833680364e-07
7,28,32,2386.690185,1.789855734e-05,3.898930665e-07
7,28,32,2388.726098,1.779499359e-05,3.969541283e-07
7,28,32,2390.762012,1.775896361e-05,3.691731934e-07
7,28,32,2392.797926,1.787179018e-05,3.459826748e-07
7,28,32,2394.833839,1.7752686e-05,3.300948382e-07
7,28,32,2396.869753,1.744100035e-05,3.366948507e-07
7,28,32,2398.905667,1.740971209e-05,3.636728083e-07
7,28,32,2400.941580,1.763720413e-05,3.511000305e-07
7,28,32,2402.977494,1.792142169e-05,3.656307262e-07
7,28,32,2405.013408,1.809005054e-05,3.686622448e-07
7,28,32,2407.049321,1.782577012e-05,3.735159418e-07
7,28,32,2409.085235,1.730342771e-05,3.700338679e-07
7,28,32,2411.121149,1.706300308e-05,3.108925071e-07
7,28,32,2413.157062,1.70864329e-05,2.783246355e-07
7,28,32,2415.192976,1.704820886e-05,3.079816612e-07
7,28,32,2417.228890,1.694515367e-05,3.208175931e-07
7,28,32,2419.264803,1.687380524e-05,2.906861973e-07
7,28,32,2421.300717,1.690310227e-05,2.99985187e-07
7,28,32,2423.336631,1.705955116e-05,3.593611113e-07
7,28,32,2425.372544,1.727006772e-05,3.669243212e-07
7,28,32,2427.408458,1.743046986e-05,3.428476649e-07
7,28,32,2429.444372,1.753508e-05,3.293057437e-07
7,28,32,2431.480285,1.75301994e-05,3.365685481e-07
7,28,32,2433.516199,1.730724653e-05,3.360131544e-07
7,28,32,2435.552113,1.699088802e-05,3.165209919e-07
7,28,32,2437.588026,1.688895832e-05,3.023889214e-07
7,28,32,2439.623940,1.708119619e-05,3.129584622e-07
7,28,32,2441.659854,1.714795073e-05,3.254457668e-07
7,28,32,2443.695767,1.702125974e-05,3.088621061e-07
7,28,32,2445.731681,1.703545648e-05,2.929285999e-07
7,28,32,2447.767595,1.702928953e-05,2.975213256e-07
7,28,32,2449.803508,1.687131239e-05,2.929832259e-07
7,28,32,2451.839422,1.686622874e-05,3.121636594e-07
7,28,32,2453.875336,1.712449985e-05,3.319441335e-07
7,28,32,2455.911249,1.727730309e-05,3.096142158e-07
7,28,32,2457.947163,1.699997505e-05,2.955478842e-07
7,28,32,2459.983077,1.658381579e-05,2.868871726e-07
7,28,32,2462.018990,1.653497441e-05,2.956017797e-07
7,28,32,2464.054904,1.680873427e-05,3.085881429e-07
7,28,32,2466.090818,1.703671967e-05,2.871669326e-07
7,28,32,2468.126731,1.71380434e-05,2.543298119e-07
7,28,32,2470.162645,1.71659179e-05,2.857884785e-07
7,28,32,2472.198559,1.700077282e-05,3.062579916e-07
7,28,32,2474.234472,1.662818395e-05,2.836094586e-07
7,28,32,2476.270386,1.632821629e-05,2.544320093e-07
7,28,32,2478.306300,1.623308489e-05,2.638068238e-07
7,28,32,2480.342213,1.629921044e-05,2.581057766e-07
7,28,32,2482.378127,1.649969893e-05,2.61713301e-07
7,28,32,2484.414041,1.669425558e-05,2.812838281e-07
7,28,32,2486.449954,1.680240669e-05,2.674818468e-07
7,28,32,2488.485868,1.679247831e-05,2.419486781e-07
7,28,32,2490.521782,1.673593518e-05,2.711636951e-07
7,28,32,2492.557695,1.67775743e-05,3.131062252e-07
7,28,32,2494.593609,1.677114842e-05,3.4428473e-07
7,28,32,2496.629523,1.6566871e-05,3.481818819e-07
7,28,32,2498.665436,1.635663999e-05,3.197919017e-07
7,28,32,2500.701350,1.634684353e-05,3.27692466e-07
7,28,32,2502.737264,1.644088328e-05,3.591527166e-07
7,28,32,2504.773177,1.647071399e-05,3.462310648e-07
7,28,32,2506.809091,1.643207175e-05,3.405802458e-07
7,28,32,2508.845005,1.63235475e-05,3.367396168e-07
7,28,32,2510.880918,1.616333804e-05,3.36060649e-07
7,28,32,2512.916832,1.614889681e-05,3.685894195e-07
7,28,32,2514.952746,1.641211602e-05,3.562848005e-07
7,28,32,2516.988659,1.672719582e-05,3.155763867e-07
7,28,32,2519.024573,1.686754603e-05,3.117712267e-07
7,28,32,2521.060487,1.68739591e-05,3.236383406e-07
7,28,32,2523.096400,1.681960835e-05,3.255111436e-07
7,28,32,2525.132314,1.68460385e-05,3.209604044e-07
7,28,32,2527.168228,1.698311643e-05,3.196764274e-07
7,28,32,2529.204141,1.693460837e-05,3.180394009e-07
7,28,32,2531.240055,1.66075071e-05,3.25399332e-07
7,28,32,2533.275969,1.633329661e-05,3.047465183e-07
7,28,32,2535.311882,1.632239142e-05,2.711085564e-07
7,28,32,2537.347796,1.639497791e-05,2.615030533e-07
7,28,32,2539.383710,1.631804378e-05,2.661330127e-07
7,28,32,2541.419623,1.623248574e-05,2.458988824e-07
7,28,32,2543.455537,1.631645157e-05,2.350959587e-07
7,28,32,2545.491451,1.635162561e-05,2.514125124e-07
7,28,32,2547.527364,1.618149785e-05,2.616693539e-07
7,28,32,2549.563278,1.606726221e-05,2.482788941e-07
7,28,32,2551.599192,1.62408263e-05,2.521202614e-07
7,28,32,2553.635105,1.653272522e-05,2.671274604e-07
7,28,32,2555.671019,1.665110456e-05,2.712318862e-07
7,28,32,2557.706933,1.661727892e-05,2.523704794e-07
7,28,32,2559.742846,1.655097374e-05,2.637529445e-07
7,28,32,2561.778760,1.645663165e-05,3.068897341e-07
7,28,32,2563.814674,1.638258974e-05,3.174665404e-07
7,28,32,2565.850587,1.640882824e-05,3.042408735e-07
7,28,32,2567.886501,1.647386977e-05,2.942586365e-07
7,28,32,2569.922415,1.642049821e-05,2.755871881e-07
7,28,32,2571.958328,1.622757792e-05,2.360201793e-07
7,28,32,2573.994242,1.606065735e-05,2.284740665e-07
7,28,32,2576.030156,1.610818817e-05,2.400314618e-07
7,28,32,2578.066069,1.629682079e-05,2.399559864e-07
7,28,32,2580.101983,1.648016619e-05,2.556023762e-07
7,28,32,2582.137897,1.659894206e-05,2.874913913e-07
7,28,32,2584.173810,1.654101959e-05,3.032955645e-07
7,28,32,2586.209724,1.644870739e-05,3.14454908e-07
7,28,32,2588.245638,1.649179002e-05,3.436602555e-07
7,28,32,2590.281551,1.650413816e-05,3.545299299e-07
7,28,32,2592.317465,1.653137102e-05,3.261645136e-07
7,28,32,2594.353379,1.674443393e-05,2.954592458e-07
7,28,32,2596.389292,1.690685973e-05,2.755455801e-07
7,28,32,2598.425206,1.683405017e-05,2.76423962e-07
7,28,32,2600.461120,1.677202139e-05,2.859590817e-07
7,28,32,2602.497033,1.688385689e-05,3.008008594e-07
7,28,32,2604.532947,1.696615062e-05,2.856638499e-07
7,28,32,2606.568861,1.691956737e-05,2.73418604e-07
7,28,32,2608.604774,1.684736752e-05,2.811892806e-07
7,28,32,2610.640688,1.68302489e-05,2.708346424e-07
7,28,32,2612.676602,1.678096413e-05,2.871875676e-07
7,28,32,2614.712515,1.658144265e-05,3.031007298e-07
7,28,32,2616.748429,1.640600825e-05,3.053025892e-07
7,28,32,2618.784343,1.641620035e-05,2.952281058e-07
7,28,32,2620.820256,1.656363395e-05,2.692288951e-07
7,28,32,2622.856170,1.669198492e-05,2.527832685e-07
7,28,32,2624.892084,1.665097717e-05,2.571682587e-07
7,28,32,2626.927997,1.646478521e-05,2.730943765e-07
7,28,32,2628.963911,1.629923783e-05,2.828342454e-07
7,28,32,2630.999825,1.629083797e-05,2.763134294e-07
7,28,32,2633.035738,1.639334729e-05,2.272972201e-07
7,28,32,2635.071652,1.65016627e-05,2.272295196e-07
7,28,32,2637.107566,1.659481717e-05,2.457909214e-07
7,28,32,2639.143479,1.669712091e-05,2.672184383e-07
7,28,32,2641.179393,1.676028937e-05,2.795463868e-07
7,28,32,2643.215307,1.667541288e-05,2.849999306e-07
7,28,32,2645.251220,1.651994993e-05,2.920735046e-07
7,28,32,2647.287134,1.645685917e-05,2.670589204e-07
7,28,32,2649.323048,1.650824827e-05,2.409827891e-07
7,28,32,2651.358961,1.65656736e-05,2.485810712e-07
7,28,32,2653.394875,1.652763573e-05,2.551594651e-07
7,28,32,2655.430789,1.650761132e-05,2.294924191e-07
7,28,32,2657.466702,1.661326627e-05,2.488114963e-07
7,28,32,2659.502616,1.669324373e-05,2.795355565e-07
7,28,32,2661.538530,1.672732403e-05,2.916797787e-07
7,28,32,2663.574443,1.686643899e-05,2.946605038e-07
7,28,32,2665.610357,1.701309879e-05,2.903090387e-07
7,28,32,2667.646271,1.699621957e-05,2.973256914e-07
7,28,32,2669.682184,1.694768947e-05,2.817379279e-07
7,28,32,2671.718098,1.698688442e-05,2.677921332e-07
7,28,32,2673.754012,1.700246666e-05,2.682682387e-07
7,28,32,2675.789925,1.696108773e-05,2.711815981e-07
7,28,32,2677.825839,1.689623174e-05,2.857648812e-07
7,28,32,2679.861753,1.68969475e-05,2.912778715e-07
7,28,32,2681.897666,1.70109163e-05,3.043288266e-07
7,28,32,2683.933580,1.707628259e-05,3.245140995e-07
7,28,32,2685.969494,1.700942839e-05,3.125592366e-07
7,28,32,2688.005407,1.690662815e-05,3.0968132e-07
7,28,32,2690.041321,1.69034373e-05,2.916178493e-07
7,28,32,2692.077235,1.702721989e-05,2.561112646e-07
7,28,32,2694.113148,1.706139064e-05,2.633093142e-07
7,28,32,2696.149062,1.70448194e-05,2.77698919e-07
7,28,32,2698.184976,1.720841947e-05,2.86143572e-07
7,28,32,2700.220889,1.74155505e-05,2.803419817e-07
7,28,32,2702.256803,1.753672792e-05,2.854803079e-07
7,28,32,2704.292717,1.754068766e-05,2.779157433e-07
7,28,32,2706.328630,1.736603547e-05,3.010665658e-07
7,28,32,2708.364544,1.720000635e-05,3.22757062e-07
7,28,32,2710.400458,1.718961802e-05,3.181096657e-07
7,28,32,2712.436371,1.715863274e-05,3.39631071e-07
7,28,32,2714.472285,1.701514131e-05,3.301553507e-07
7,28,32,2716.508199,1.699805819e-05,3.266589051e-07
7,28,32,2718.544112,1.720412551e-05,3.151958645e-07
7,28,32,2720.580026,1.74254413e-05,3.122799365e-07
7,28,32,2722.615940,1.755294319e-05,3.473276486e-07
7,28,32,2724.651853,1.769833956e-05,3.819360258e-07
7,28,32,2726.687767,1.789273912e-05,3.979164324e-07
7,28,32,2728.723681,1.793262536e-05,3.754730183e-07
7,28,32,2730.759594,1.781019989e-05,3.264523895e-07
7,28,32,2732.795508,1.77682294e-05,2.873651858e-07
7,28,32,2734.831422,1.784157646e-05,2.91164152e-07
7,28,32,2736.867335,1.794770559e-05,3.053443154e-07
7,28,32,2738.903249,1.81697549e-05,3.453689409e-07
7,28,32,2740.939163,1.844974147e-05,3.814016715e-07
7,28,32,2742.975076,1.85367597e-05,3.527591836e-07
7,28,32,2745.010990,1.856440129e-05,3.397390867e-07
7,28,32,2747.046904,1.890615299e-05,3.734481572e-07
7,28,32,2749.082817,1.934988285e-05,4.122428652e-07
7,28,32,2751.118731,1.94378937e-05,4.035232094e-07
7,28,32,2753.154645,1.929105266e-05,3.894811333e-07
7,28,32,2755.190558,1.90931485e-05,4.016913592e-07
7,28,32,2757.226472,1.891718669e-05,4.321964013e-07
7,28,32,2759.262386,1.889667136e-05,4.542000165e-07
7,28,32,2761.298299,1.900493491e-05,4.539860411e-07
7,28,32,2763.334213,1.92922158e-05,4.644571159e-07
7,28,32,2765.370127,1.973872965e-05,4.964778456e-07
7,28,32,2767.406040,2.001018137e-05,4.999736488e-07
7,28,32,2769.441954,2.002146938e-05,4.817599021e-07
7,28,32,2771.477868,2.005836945e-05,4.994042043e-07
7,28,32,2773.513781,2.019898445e-05,5.436556672e-07
7,28,32,2775.549695,2.026608001e-05,5.88775526e-07
7,28,32,2777.585609,2.033332777e-05,6.167938008e-07
7,28,32,2779.621522,2.058128697e-05,6.034941099e-07
7,28,32,2781.657436,2.07821367e-05,5.844779408e-07
7,28,32,2783.693350,2.070576157e-05,5.783217899e-07
7,28,32,2785.729263,2.056824706e-05,5.750363136e-07
7,28,32,2787.765177,2.064273444e-05,5.732671865e-07
7,28,32,2789.801091,2.084707019e-05,5.684500111e-07
7,28,32,2791.837004,2.091024281e-05,5.280391734e-07
7,28,32,2793.872918,2.088829566e-05,5.20994382e-07
7,28,32,2795.908832,2.103690339e-05,5.666607411e-07
7,28,32,2797.944745,2.136600014e-05,6.042435233e-07
7,28,32,2799.980659,2.17411837e-05,6.039376297e-07
7,28,32,2802.016573,2.21235678e-05,5.81168555e-07
7,28,32,2804.052486,2.251223354e-05,5.703737137e-07
7,28,32,2806.088400,2.283433455e-05,5.782230631e-07
7,28,32,2808.124314,2.305953692e-05,6.257053634e-07
7,28,32,2810.160227,2.31647188e-05,6.689256348e-07
7,28,32,2812.196141,2.29911665e-05,6.876659236e-07
7,28,32,2814.232055,2.272817665e-05,6.42444248e-07
7,28,32,2816.267968,2.270936006e-05,5.810325744e-07
7,28,32,2818.303882,2.276932833e-05,5.574932415e-07
7,28,32,2820.339796,2.304542565e-05,5.992552474e-07
7,28,32,2822.375709,2.372976939e-05,6.639522834e-07
7,28,32,2824.411623,2.428870638e-05,7.066360272e-07
7,28,32,2826.447537,2.434908154e-05,7.44168048e-07
7,28,32,2828.483450,2.425376153e-05,7.439430966e-07
7,28,32,2830.519364,2.456289037e-05,7.02481035e-07
7,28,32,2832.555278,2.509821668e-05,6.775397808e-07
7,28,32,2834.591191,2.54151412e-05,6.830381819e-07
7,28,32,2836.627105,2.567098e-05,7.15789259e-07
7,28,32,2838.663019,2.586674644e-05,7.845686147e-07
7,28,32,2840.698932,2.606159964e-05,8.472126218e-07
7,28,32,2842.734846,2.65192435e-05,8.745961618e-07
7,28,32,2844.770760,2.711323624e-05,9.266254437e-07
7,28,32,2846.806673,2.758566368e-05,9.759534546e-07
7,28,32,2848.842587,2.790658313e-05,9.599278835e-07
7,28,32,2850.878501,2.835811607e-05,9.71770305e-07
7,28,32,2852.914414,2.891239378e-05,1.018735854e-06
7,28,32,2854.950328,2.929790241e-05,1.008200557e-06
7,28,32,2856.986242,2.959347649e-05,9.712609273e-07
7,28,32,2859.022155,2.954585368e-05,9.194327418e-07
7,28,32,2861.058069,2.930950973e-05,8.439729684e-07
7,28,32,2863.093983,2.967060451e-05,8.666774547e-07
7,28,32,2865.129896,3.036364717e-05,9.74796107e-07
7,28,32,2867.165810,3.106955382e-05,1.023019183e-06
7,28,32,2869.201724,3.190382265e-05,9.742530302e-07
7,28,32,2871.237637,3.242703004e-05,9.616923017e-07
7,28,32,2873.273551,3.239786326e-05,9.883151751e-07
7,28,32,2875.309465,3.264026466e-05,1.036196447e-06
7,28,32,2877.345378,3.368382616e-05,1.111416698e-06
7,28,32,2879.381292,3.450767069e-05,1.10332904e-06
7,28,32,2881.417206,3.457624454e-05,1.086936506e-06
7,28,32,2883.453119,3.457251733e-05,1.172784634e-06
7,28,32,2885.489033,3.459072571e-05,1.190854151e-06
7,28,32,2887.524947,3.477660124e-05,1.251747083e-06
7,28,32,2889.560860,3.538975217e-05,1.296151415e-06
7,28,32,2891.596774,3.620648095e-05,1.286565819e-06
7,28,32,2893.632688,3.726955416e-05,1.228001927e-06
7,28,32,2895.668601,3.836214354e-05,1.25209286e-06
7,28,32,2897.704515,3.881000451e-05,1.237745154e-06
7,28,32,2899.740429,3.8641377e-05,1.18114469e-06
7,28,32,2901.776342,3.916348228e-05,1.280478297e-06
7,28,32,2903.812256,4.093090163e-05,1.493609874e-06
7,28,32,2905.848170,4.27194735e-05,1.7282421e-06
7,28,32,2907.884083,4.367868291e-05,1.868808451e-06
7,28,32,2909.919997,4.384976768e-05,1.689123933e-06
7,28,32,2911.955911,4.34800206e-05,1.387303363e-06
7,28,32,2913.991824,4.311421885e-05,1.221298226e-06
7,28,32,2916.027738,4.311178535e-05,1.23200081e-06
7,28,32,2918.063652,4.352165987e-05,1.35219282e-06
7,28,32,2920.099565,4.450026027e-05,1.553001634e-06
7,28,32,2922.135479,4.616642165e-05,1.691002507e-06
7,28,32,2924.171393,4.812990635e-05,1.72680282e-06
7,28,32,2926.207306,4.960538109e-05,1.751686462e-06
7,28,32,2928.243220,5.026071318e-05,1.661844018e-06
7,28,32,2930.279134,5.053369095e-05,1.633620093e-06
7,28,32,2932.315047,5.089120679e-05,1.715411517e-06
7,28,32,2934.350961,5.090855378e-05,1.768013275e-06
7,28,32,2936.386875,5.045325574e-05,1.804868302e-06
7,28,32,2938.422788,5.116144042e-05,1.796410438e-06
7,28,32,2940.458702,5.396094448e-05,1.83250822e-06
7,28,32,2942.494616,5.766390666e-05,2.108196426e-06
7,28,32,2944.530529,6.007837571e-05,2.500471478e-06
7,28,32,2946.566443,5.998743351e-05,2.565223353e-06
7,28,32,2948.602357,5.891994395e-05,2.26948069e-06
7,28,32,2950.638270,5.872220103e-05,2.147321173e-06
7,28,32,2952.674184,5.922527167e-05,2.22080487e-06
7,28,32,2954.710098,5.992009397e-05,2.29205239e-06
7,28,32,2956.746011,6.063453728e-05,2.271371588e-06
7,28,32,2958.781925,6.128530711e-05,2.313572913e-06
7,28,32,2960.817839,6.26813171e-05,2.469436576e-06
7,28,32,2962.853752,6.472536758e-05,2.541513566e-06
7,28,32,2964.889666,6.660433933e-05,2.409683797e-06
7,28,32,2966.925580,6.869225472e-05,2.370912898e-06
7,28,32,2968.961493,6.987448486e-05,2.368835182e-06
7,28,32,2970.997407,6.975572227e-05,2.233040902e-06
7,28,32,2973.033321,7.025292018e-05,2.058292436e-06
7,28,32,2975.069234,7.155857078e-05,2.115000458e-06
7,28,32,2977.105148,7.304853635e-05,2.518722561e-06
7,28,32,2979.141062,7.48323782e-05,2.838407468e-06
7,28,32,2981.176975,7.639815756e-05,2.800753718e-06
7,28,32,2983.212889,7.731957384e-05,2.598026909e-06
7,28,32,2985.248803,7.794592693e-05,2.599329928e-06
7,28,32,2987.284716,7.919596683e-05,2.770910253e-06
7,28,32,2989.320630,8.146244261e-05,2.714617736e-06
7,28,32,2991.356544,8.341226823e-05,2.737727919e-06
7,28,32,2993.392457,8.436432601e-05,2.801006436e-06
7,28,32,2995.428371,8.626848818e-05,2.593538753e-06
7,28,32,2997.464285,8.902723506e-05,2.590186496e-06
7,28,32,2999.500198,9.040879408e-05,2.527000162e-06
7,28,32,3001.536112,9.142815784e-05,2.423994737e-06
7,28,32,3003.572026,9.398275086e-05,2.476212136e-06
7,28,32,3005.607939,9.696379419e-05,2.894845873e-06
7,28,32,3007.643853,9.91878135e-05,3.352187686e-06
7,28,32,3009.679767,0.0001020227882,3.631743215e-06
7,28,32,3011.715680,0.0001061278556,3.660056074e-06
7,28,32,3013.751594,0.0001087693026,3.763207447e-06
7,28,32,3015.787508,0.0001081102222,3.83610158e-06
7,28,32,3017.823421,0.0001072834497,3.936863949e-06
7,28,32,3019.859335,0.0001087736015,3.643920289e-06
7,28,32,3021.895249,0.0001114600801,3.542108826e-06
7,28,32,3023.931162,0.0001144192471,4.115063718e-06
7,28,32,3025.967076,0.0001163563597,4.696046558e-06
7,28,32,3028.002990,0.0001164781175,4.530897342e-06
7,28,32,3030.038903,0.0001163503917,3.908431559e-06
7,28,32,3032.074817,0.0001175356403,3.625953556e-06
7,28,32,3034.110731,0.0001205597489,3.897539814e-06
7,28,32,3036.146644,0.0001252228993,4.373146954e-06
7,28,32,3038.182558,0.0001291990193,4.647230395e-06
7,28,32,3040.218472,0.0001307014853,4.961423415e-06
7,28,32,3042.254385,0.0001310817414,5.381259836e-06
7,28,32,3044.290299,0.00013247101,5.360957566e-06
7,28,32,3046.326213,0.0001368148703,4.953738934e-06
7,28,32,3048.362126,0.0001431967809,4.845334479e-06
7,28,32,3050.398040,0.000147493198,5.249583042e-06
7,28,32,3052.433954,0.0001487844428,5.275054145e-06
7,28,32,3054.469867,0.0001493534002,5.450554345e-06
7,28,32,3056.505781,0.0001491476424,5.597892886e-06
7,28,32,3058.541695,0.0001479296191,5.313625002e-06
7,28,32,3060.577608,0.0001506640768,5.525838544e-06
7,28,32,3062.613522,0.0001591117144,5.686776562e-06
7,28,32,3064.649436,0.0001676485974,5.33571343e-06
7,28,32,3066.685349,0.0001729847339,5.181022173e-06
7,28,32,3068.721263,0.0001764628098,5.554224517e-06
7,28,32,3070.757177,0.0001788428773,5.737032956e-06
7,28,32,3072.793090,0.0001815157426,5.803686277e-06
7,28,32,3074.829004,0.0001872706358,6.475516301e-06
7,28,32,3076.864918,0.0001931682811,6.935052476e-06
7,28,32,3078.900831,0.0001963985154,6.613609531e-06
7,28,32,3080.936745,0.0002011135662,6.822610346e-06
7,28,32,3082.972659,0.0002071095632,7.298743437e-06
7,28,32,3085.008572,0.0002110060046,7.489323169e-06
7,28,32,3087.044486,0.0002136422752,6.846592631e-06
7,28,32,3089.080400,0.0002148646159,6.193400349e-06
7,28,32,3091.116313,0.0002147404703,6.040516992e-06
7,28,32,3093.152227,0.0002174192739,6.032456297e-06
7,28,32,3095.188141,0.0002241415516,6.673878506e-06
7,28,32,3097.224054,0.0002308373693,7.010572588e-06
7,28,32,3099.259968,0.0002332393328,7.036999937e-06
7,28,32,3101.295882,0.0002344087931,8.031189273e-06
7,28,32,3103.331795,0.0002395693343,9.407432994e-06
7,28,32,3105.367709,0.0002448777685,9.243037053e-06
7,28,32,3107.403623,0.0002482345609,8.959082259e-06
7,28,32,3109.439536,0.0002523201457,8.676447309e-06
7,28,32,3111.475450,0.0002569496356,8.225816128e-06
7,28,32,3113.511364,0.0002579555291,7.732247899e-06
7,28,32,3115.547277,0.0002546691271,7.349932845e-06
7,28,32,3117.583191,0.0002568181123,9.310544097e-06
7,28,32,3119.619105,0.0002704326019,1.044009018e-05
7,28,32,3121.655018,0.0002857506697,9.41542444e-06
7,28,32,3123.690932,0.0002937261036,8.584089659e-06
7,28,32,3125.726846,0.0002938750402,8.765298193e-06
7,28,32,3127.762759,0.0002888212381,8.565382514e-06
7,28,32,3129.798673,0.0002867205671,8.857897227e-06
7,28,32,3131.834587,0.0002925176264,8.993545662e-06
7,28,32,3133.870500,0.0003056003149,9.377204498e-06
7,28,32,3135.906414,0.0003185460613,1.072951009e-05
7,28,32,3137.942328,0.0003246484718,1.076620532e-05
7,28,32,3139.978241,0.0003252786488,8.849841327e-06
7,28,32,3142.014155,0.0003201755514,7.427825547e-06
7,28,32,3144.050069,0.0003199211413,9.116252906e-06
7,28,32,3146.085982,0.0003338098275,1.159810424e-05
7,28,32,3148.121896,0.0003474164968,1.21604382e-05
7,28,32,3150.157810,0.0003506706858,1.207506064e-05
7,28,32,3152.193723,0.0003505649321,1.119801872e-05
7,28,32,3154.229637,0.000355236432,1.021053379e-05
7,28,32,3156.265551,0.0003633935997,1.045091211e-05
7,28,32,3158.301464,0.0003701533205,1.117311124e-05
7,28,32,3160.337378,0.0003805826527,1.122187797e-05
7,28,32,3162.373292,0.0003940749402,1.212056361e-05
7,28,32,3164.409205,0.0003975896852,1.301122503e-05
7,28,32,3166.445119,0.0003910362548,1.242340708e-05
7,28,32,3168.481033,0.0003904840792,1.102493427e-05
7,28,32,3170.516946,0.0003996515214,1.036423129e-05
7,28,32,3172.552860,0.0004058967862,9.627400482e-06
7,28,32,3174.588774,0.000405619935,1.035430605e-05
7,28,32,3176.624687,0.000405612638,1.27406686e-05
7,28,32,3178.660601,0.0004079049321,1.390511059e-05
7,28,32,3180.696515,0.0004164861551,1.369686873e-05
7,28,32,3182.732428,0.0004347687086,1.340489757e-05
7,28,32,3184.768342,0.0004488850746,1.343557091e-05
7,28,32,3186.804256,0.0004500527324,1.210236385e-05
7,28,32,3188.840169,0.0004480511363,1.205427093e-05
7,28,32,3190.876083,0.000448103419,1.373128092e-05
7,28,32,3192.911997,0.0004477055738,1.516210095e-05
7,28,32,3194.947910,0.0004507935732,1.620392398e-05
7,28,32,3196.983824,0.000459361297,1.567503987e-05
7,28,32,3199.019738,0.0004687035804,1.398426436e-05
7,28,32,3201.055651,0.0004774380109,1.218782279e-05
7,28,32,3203.091565,0.0004783254537,1.109508181e-05
7,28,32,3205.127479,0.0004636737833,1.093439706e-05
7,28,32,3207.163392,0.0004522416025,1.097342292e-05
7,28,32,3209.199306,0.0004645512059,1.168310914e-05
7,28,32,3211.235220,0.0004871360589,1.350398769e-05
7,28,32,3213.271133,0.0004999654782,1.419710935e-05
7,28,32,3215.307047,0.0005033592313,1.444137262e-05
7,28,32,3217.342961,0.0005024704738,1.321951928e-05
7,28,32,3219.378874,0.0005014116073,1.28124965e-05
7,28,32,3221.414788,0.0005018902886,1.36772049e-05
7,28,32,3223.450702,0.0004995234753,1.414479058e-05
7,28,32,3225.486615,0.0005008461566,1.404302025e-05
7,28,32,3227.522529,0.0005068992711,1.285991641e-05
7,28,32,3229.558443,0.0005088811037,1.084793382e-05
7,28,32,3231.594356,0.0005122211969,1.042427692e-05
7,28,32,3233.630270,0.0005204650062,1.182626751e-05
7,28,32,3235.666184,0.0005238628792,1.308206256e-05
7,28,32,3237.702097,0.0005227718963,1.318777547e-05
7,28,32,3239.738011,0.0005254438183,1.31711162e-05
7,28,32,3241.773925,0.0005326987253,1.266953502e-05
7,28,32,3243.809838,0.0005478604184,1.38347682e-05
7,28,32,3245.845752,0.000565517112,1.437854019e-05
7,28,32,3247.881666,0.00056857702,1.374571319e-05
7,28,32,3249.917579,0.0005573556258,1.343623905e-05
7,28,32,3251.953493,0.0005462786424,1.389439524e-05
7,28,32,3253.989407,0.0005422472631,1.369837038e-05
7,28,32,3256.025320,0.0005484558569,1.417023598e-05
7,28,32,3258.061234,0.0005609399307,1.569961131e-05
7,28,32,3260.097148,0.0005679108685,1.519712817e-05
7,28,32,3262.133061,0.0005594576724,1.36583312e-05
7,28,32,3264.168975,0.0005455861511,1.268805689e-05
7,28,32,3266.204889,0.0005538162702,1.347096244e-05
7,28,32,3268.240802,0.0005739473859,1.501629861e-05
7,28,32,3270.276716,0.0005800937082,1.624331541e-05
7,28,32,3272.312630,0.0005741458949,1.504608137e-05
7,28,32,3274.348543,0.0005622872181,1.390638631e-05
7,28,32,3276.384457,0.0005560043161,1.467362093e-05
7,28,32,3278.420371,0.0005629935338,1.601927408e-05
7,28,32,3280.456284,0.0005735033864,1.528995737e-05
7,28,32,3282.492198,0.0005792260172,1.393441597e-05
7,28,32,3284.528112,0.0005843012538,1.364904498e-05
7,28,32,3286.564025,0.0005938479816,1.405430794e-05
7,28,32,3288.599939,0.000601894802,1.373200704e-05
7,28,32,3290.635853,0.0006027896138,1.318444907e-05
7,28,32,3292.671766,0.0005982428492,1.398839241e-05
7,28,32,3294.707680,0.0005962050348,1.471345754e-05
