system,group,O_serial_1based,time_ps,hbond_degree,fourfold_indicator
CaF2,1,210,352.6,4.0,1.0
CaF2,1,210,352.70000000000005,4.0,1.0
CaF2,1,210,352.8,4.0,1.0
CaF2,1,210,352.90000000000003,4.0,1.0
CaF2,1,210,353.00000000000006,4.0,1.0
CaF2,1,210,353.1,4.0,1.0
CaF2,1,210,353.20000000000005,4.0,1.0
CaF2,1,210,353.3,4.0,1.0
CaF2,1,210,353.40000000000003,4.0,1.0
CaF2,1,210,353.50000000000006,4.0,1.0
CaF2,1,210,353.6,4.0,1.0
CaF2,1,210,353.70000000000005,4.0,1.0
CaF2,1,210,353.8,4.0,1.0
CaF2,1,210,353.90000000000003,4.0,1.0
CaF2,1,210,354.00000000000006,4.0,1.0
CaF2,1,210,354.1,4.0,1.0
CaF2,1,210,354.20000000000005,4.0,1.0
CaF2,1,210,354.3,4.0,1.0
CaF2,1,210,354.40000000000003,4.0,1.0
CaF2,1,210,354.50000000000006,3.0,0.0
CaF2,1,210,354.6,4.0,1.0
CaF2,1,210,354.70000000000005,3.0,0.0
CaF2,1,210,354.8,4.0,1.0
CaF2,1,210,354.90000000000003,4.0,1.0
CaF2,1,210,355.00000000000006,4.0,1.0
CaF2,1,210,355.1,4.0,1.0
CaF2,1,210,355.20000000000005,4.0,1.0
CaF2,1,210,355.3,4.0,1.0
CaF2,1,210,355.40000000000003,4.0,1.0
CaF2,1,210,355.50000000000006,4.0,1.0
CaF2,1,210,355.6,4.0,1.0
CaF2,1,210,355.70000000000005,3.0,0.0
CaF2,1,210,355.8,4.0,1.0
CaF2,1,210,355.90000000000003,4.0,1.0
CaF2,1,210,356.00000000000006,4.0,1.0
CaF2,1,210,356.1,4.0,1.0
CaF2,1,210,356.20000000000005,4.0,1.0
CaF2,1,210,356.3,4.0,1.0
CaF2,1,210,356.40000000000003,4.0,1.0
CaF2,1,210,356.50000000000006,4.0,1.0
CaF2,1,210,356.6,4.0,1.0
CaF2,1,210,356.70000000000005,4.0,1.0
CaF2,1,210,356.8,4.0,1.0
CaF2,1,210,356.90000000000003,3.0,0.0
CaF2,1,210,357.00000000000006,4.0,1.0
CaF2,1,210,357.1,4.0,1.0
CaF2,1,210,357.20000000000005,3.0,0.0
CaF2,1,210,357.3,4.0,1.0
CaF2,1,210,357.40000000000003,4.0,1.0
CaF2,1,210,357.50000000000006,4.0,1.0
CaF2,1,210,357.6,3.0,0.0
CaF2,1,210,357.70000000000005,4.0,1.0
CaF2,1,210,357.8,4.0,1.0
CaF2,1,210,357.90000000000003,4.0,1.0
CaF2,1,210,358.00000000000006,4.0,1.0
CaF2,1,210,358.1,4.0,1.0
CaF2,1,210,358.20000000000005,4.0,1.0
CaF2,1,210,358.3,3.0,0.0
CaF2,1,210,358.40000000000003,4.0,1.0
CaF2,1,210,358.50000000000006,4.0,1.0
CaF2,1,210,358.6,4.0,1.0
CaF2,1,210,358.70000000000005,4.0,1.0
CaF2,1,210,358.8,4.0,1.0
CaF2,1,210,358.90000000000003,4.0,1.0
CaF2,1,210,359.00000000000006,4.0,1.0
CaF2,1,210,359.1,4.0,1.0
CaF2,1,210,359.20000000000005,4.0,1.0
CaF2,1,210,359.3,4.0,1.0
CaF2,1,210,359.40000000000003,4.0,1.0
CaF2,1,210,359.50000000000006,3.0,0.0
CaF2,1,210,359.6,4.0,1.0
CaF2,1,210,359.70000000000005,4.0,1.0
CaF2,1,210,359.8,3.0,0.0
CaF2,1,210,359.90000000000003,4.0,1.0
CaF2,1,210,360.00000000000006,3.0,0.0
CaF2,1,210,360.1,4.0,1.0
CaF2,1,210,360.20000000000005,4.0,1.0
CaF2,1,210,360.3,4.0,1.0
CaF2,1,210,360.40000000000003,4.0,1.0
CaF2,1,210,360.50000000000006,4.0,1.0
CaF2,1,210,360.6,4.0,1.0
CaF2,1,210,360.70000000000005,4.0,1.0
CaF2,1,210,360.8,4.0,1.0
CaF2,1,210,360.90000000000003,4.0,1.0
CaF2,1,210,361.00000000000006,4.0,1.0
CaF2,1,210,361.1,4.0,1.0
CaF2,1,210,361.20000000000005,4.0,1.0
CaF2,1,210,361.3,4.0,1.0
CaF2,1,210,361.40000000000003,3.0,0.0
CaF2,1,210,361.50000000000006,4.0,1.0
CaF2,1,210,361.6,4.0,1.0
CaF2,1,210,361.70000000000005,4.0,1.0
CaF2,1,210,361.8,4.0,1.0
CaF2,1,210,361.90000000000003,4.0,1.0
CaF2,1,210,362.00000000000006,4.0,1.0
CaF2,1,210,362.1,4.0,1.0
CaF2,1,210,362.20000000000005,4.0,1.0
CaF2,1,210,362.3,4.0,1.0
CaF2,1,210,362.40000000000003,4.0,1.0
CaF2,1,210,362.50000000000006,4.0,1.0
CaF2,1,210,362.6,4.0,1.0
CaF2,1,210,362.70000000000005,2.0,0.0
CaF2,1,210,362.8,4.0,1.0
CaF2,1,210,362.90000000000003,4.0,1.0
CaF2,1,210,363.00000000000006,3.0,0.0
CaF2,1,210,363.1,4.0,1.0
CaF2,1,210,363.20000000000005,4.0,1.0
CaF2,1,210,363.3,4.0,1.0
CaF2,1,210,363.40000000000003,4.0,1.0
CaF2,1,210,363.50000000000006,3.0,0.0
CaF2,1,210,363.6,4.0,1.0
CaF2,1,210,363.70000000000005,4.0,1.0
CaF2,1,210,363.8,4.0,1.0
CaF2,1,210,363.90000000000003,4.0,1.0
CaF2,1,210,364.00000000000006,4.0,1.0
CaF2,1,210,364.1,4.0,1.0
CaF2,1,210,364.20000000000005,4.0,1.0
CaF2,1,210,364.3,4.0,1.0
CaF2,1,210,364.40000000000003,4.0,1.0
CaF2,1,210,364.50000000000006,4.0,1.0
CaF2,1,210,364.6,4.0,1.0
CaF2,1,210,364.70000000000005,3.0,0.0
CaF2,1,210,364.8,4.0,1.0
CaF2,1,210,364.90000000000003,4.0,1.0
CaF2,1,210,365.00000000000006,4.0,1.0
CaF2,1,210,365.1,3.0,0.0
CaF2,1,210,365.20000000000005,4.0,1.0
CaF2,1,210,365.3,4.0,1.0
CaF2,1,210,365.40000000000003,3.0,0.0
CaF2,1,210,365.50000000000006,4.0,1.0
CaF2,1,210,365.6,4.0,1.0
CaF2,1,210,365.70000000000005,4.0,1.0
CaF2,1,210,365.8,4.0,1.0
CaF2,1,210,365.90000000000003,4.0,1.0
CaF2,1,210,366.00000000000006,4.0,1.0
CaF2,1,210,366.1,4.0,1.0
CaF2,1,210,366.20000000000005,4.0,1.0
CaF2,1,210,366.3,4.0,1.0
CaF2,1,210,366.40000000000003,3.0,0.0
CaF2,1,210,366.50000000000006,4.0,1.0
CaF2,1,210,366.6,4.0,1.0
CaF2,1,210,366.70000000000005,4.0,1.0
CaF2,1,210,366.8,4.0,1.0
CaF2,1,210,366.90000000000003,4.0,1.0
CaF2,1,210,367.00000000000006,4.0,1.0
CaF2,1,210,367.1,4.0,1.0
CaF2,1,210,367.20000000000005,4.0,1.0
CaF2,1,210,367.3,4.0,1.0
CaF2,1,210,367.40000000000003,4.0,1.0
CaF2,1,210,367.50000000000006,3.0,0.0
CaF2,1,210,367.6,4.0,1.0
CaF2,1,210,367.70000000000005,4.0,1.0
CaF2,1,210,367.8,4.0,1.0
CaF2,1,210,367.90000000000003,4.0,1.0
CaF2,1,210,368.00000000000006,4.0,1.0
CaF2,1,210,368.1,4.0,1.0
CaF2,1,210,368.20000000000005,4.0,1.0
CaF2,1,210,368.3,4.0,1.0
CaF2,1,210,368.40000000000003,4.0,1.0
CaF2,1,210,368.50000000000006,4.0,1.0
CaF2,1,210,368.6,3.0,0.0
CaF2,1,210,368.70000000000005,4.0,1.0
CaF2,1,210,368.8,4.0,1.0
CaF2,1,210,368.90000000000003,4.0,1.0
CaF2,1,210,369.00000000000006,4.0,1.0
CaF2,1,210,369.1,4.0,1.0
CaF2,1,210,369.20000000000005,4.0,1.0
CaF2,1,210,369.3,4.0,1.0
CaF2,1,210,369.40000000000003,4.0,1.0
CaF2,1,210,369.50000000000006,4.0,1.0
CaF2,1,210,369.6,4.0,1.0
CaF2,1,210,369.70000000000005,4.0,1.0
CaF2,1,210,369.8,4.0,1.0
CaF2,1,210,369.90000000000003,4.0,1.0
CaF2,1,210,370.00000000000006,4.0,1.0
CaF2,1,210,370.1,3.0,0.0
CaF2,1,210,370.20000000000005,4.0,1.0
CaF2,1,210,370.3,4.0,1.0
CaF2,1,210,370.40000000000003,4.0,1.0
CaF2,1,210,370.50000000000006,4.0,1.0
CaF2,1,210,370.6,4.0,1.0
CaF2,1,210,370.70000000000005,4.0,1.0
CaF2,1,210,370.8,4.0,1.0
CaF2,1,210,370.90000000000003,4.0,1.0
CaF2,1,210,371.00000000000006,4.0,1.0
CaF2,1,210,371.1,4.0,1.0
CaF2,1,210,371.20000000000005,4.0,1.0
CaF2,1,210,371.3,4.0,1.0
CaF2,1,210,371.40000000000003,4.0,1.0
CaF2,1,210,371.50000000000006,4.0,1.0
CaF2,1,210,371.6,4.0,1.0
CaF2,1,210,371.70000000000005,4.0,1.0
CaF2,1,210,371.8,4.0,1.0
CaF2,1,210,371.90000000000003,4.0,1.0
CaF2,1,210,372.00000000000006,4.0,1.0
CaF2,1,210,372.1,4.0,1.0
CaF2,1,210,372.20000000000005,4.0,1.0
CaF2,1,210,372.3,4.0,1.0
CaF2,1,210,372.40000000000003,4.0,1.0
CaF2,1,210,372.50000000000006,4.0,1.0
CaF2,1,210,372.6,4.0,1.0
CaF2,1,210,372.70000000000005,4.0,1.0
CaF2,1,210,372.8,4.0,1.0
CaF2,1,210,372.90000000000003,4.0,1.0
CaF2,1,210,373.00000000000006,4.0,1.0
CaF2,1,210,373.1,4.0,1.0
CaF2,1,210,373.20000000000005,4.0,1.0
CaF2,1,210,373.3,4.0,1.0
CaF2,1,210,373.40000000000003,4.0,1.0
CaF2,1,210,373.50000000000006,4.0,1.0
CaF2,1,210,373.6,4.0,1.0
CaF2,1,210,373.70000000000005,4.0,1.0
CaF2,1,210,373.8,4.0,1.0
CaF2,1,210,373.90000000000003,4.0,1.0
CaF2,1,210,374.00000000000006,4.0,1.0
CaF2,1,210,374.1,4.0,1.0
CaF2,1,210,374.20000000000005,4.0,1.0
CaF2,1,210,374.3,4.0,1.0
CaF2,1,210,374.40000000000003,4.0,1.0
CaF2,1,210,374.50000000000006,4.0,1.0
CaF2,1,210,374.6,4.0,1.0
CaF2,1,210,374.70000000000005,4.0,1.0
CaF2,1,210,374.8,4.0,1.0
CaF2,1,210,374.90000000000003,4.0,1.0
CaF2,1,210,375.00000000000006,3.0,0.0
CaF2,1,210,375.1,4.0,1.0
CaF2,1,210,375.20000000000005,4.0,1.0
CaF2,1,210,375.3,4.0,1.0
CaF2,1,210,375.40000000000003,4.0,1.0
CaF2,1,210,375.50000000000006,2.0,0.0
CaF2,1,210,375.6,4.0,1.0
CaF2,1,210,375.70000000000005,4.0,1.0
CaF2,1,210,375.8,4.0,1.0
CaF2,1,210,375.90000000000003,4.0,1.0
CaF2,1,210,376.00000000000006,4.0,1.0
CaF2,1,210,376.1,4.0,1.0
CaF2,1,210,376.20000000000005,4.0,1.0
CaF2,1,210,376.3,3.0,0.0
CaF2,1,210,376.40000000000003,4.0,1.0
CaF2,1,210,376.50000000000006,4.0,1.0
CaF2,1,210,376.6,4.0,1.0
CaF2,1,210,376.70000000000005,4.0,1.0
CaF2,1,210,376.8,4.0,1.0
CaF2,1,210,376.90000000000003,4.0,1.0
CaF2,1,210,377.00000000000006,4.0,1.0
CaF2,1,210,377.1,4.0,1.0
CaF2,1,210,377.20000000000005,4.0,1.0
CaF2,1,210,377.3,3.0,0.0
CaF2,1,210,377.40000000000003,3.0,0.0
CaF2,1,210,377.50000000000006,3.0,0.0
CaF2,1,210,377.6,4.0,1.0
CaF2,1,210,377.70000000000005,4.0,1.0
CaF2,1,210,377.8,4.0,1.0
CaF2,1,210,377.90000000000003,3.0,0.0
CaF2,1,210,378.00000000000006,4.0,1.0
CaF2,1,210,378.1,4.0,1.0
CaF2,1,210,378.20000000000005,4.0,1.0
CaF2,1,210,378.3,4.0,1.0
CaF2,1,210,378.40000000000003,4.0,1.0
CaF2,1,210,378.50000000000006,4.0,1.0
CaF2,1,210,378.6,4.0,1.0
CaF2,1,210,378.70000000000005,4.0,1.0
CaF2,1,210,378.8,4.0,1.0
CaF2,1,210,378.90000000000003,4.0,1.0
CaF2,1,210,379.00000000000006,5.0,0.0
CaF2,1,210,379.1,4.0,1.0
CaF2,1,210,379.20000000000005,4.0,1.0
CaF2,1,210,379.3,4.0,1.0
CaF2,1,210,379.40000000000003,4.0,1.0
CaF2,1,210,379.50000000000006,3.0,0.0
CaF2,1,210,379.6,3.0,0.0
CaF2,1,210,379.70000000000005,4.0,1.0
CaF2,1,210,379.8,4.0,1.0
CaF2,1,210,379.90000000000003,4.0,1.0
CaF2,1,210,380.00000000000006,4.0,1.0
CaF2,1,210,380.1,4.0,1.0
CaF2,1,210,380.20000000000005,3.0,0.0
CaF2,1,210,380.3,4.0,1.0
CaF2,1,210,380.40000000000003,4.0,1.0
CaF2,1,210,380.50000000000006,4.0,1.0
CaF2,1,210,380.6,4.0,1.0
CaF2,1,210,380.70000000000005,4.0,1.0
CaF2,1,210,380.8,4.0,1.0
CaF2,1,210,380.90000000000003,4.0,1.0
CaF2,1,210,381.00000000000006,4.0,1.0
CaF2,1,210,381.1,4.0,1.0
CaF2,1,210,381.20000000000005,4.0,1.0
CaF2,1,210,381.3,4.0,1.0
CaF2,1,210,381.40000000000003,4.0,1.0
CaF2,1,210,381.50000000000006,4.0,1.0
CaF2,1,210,381.6,4.0,1.0
CaF2,1,210,381.70000000000005,4.0,1.0
CaF2,1,210,381.8,4.0,1.0
CaF2,1,210,381.90000000000003,4.0,1.0
CaF2,1,210,382.00000000000006,4.0,1.0
CaF2,1,210,382.1,4.0,1.0
CaF2,1,210,382.20000000000005,4.0,1.0
CaF2,1,210,382.3,4.0,1.0
CaF2,1,210,382.40000000000003,4.0,1.0
CaF2,1,210,382.50000000000006,4.0,1.0
CaF2,1,210,382.6,3.0,0.0
CaF2,1,210,382.70000000000005,4.0,1.0
CaF2,1,210,382.8,4.0,1.0
CaF2,1,210,382.90000000000003,4.0,1.0
CaF2,1,210,383.00000000000006,4.0,1.0
CaF2,1,210,383.1,4.0,1.0
CaF2,1,210,383.20000000000005,4.0,1.0
CaF2,1,210,383.3,4.0,1.0
CaF2,1,210,383.40000000000003,4.0,1.0
CaF2,1,210,383.50000000000006,4.0,1.0
CaF2,1,210,383.6,4.0,1.0
CaF2,1,210,383.70000000000005,3.0,0.0
CaF2,1,210,383.8,4.0,1.0
CaF2,1,210,383.90000000000003,4.0,1.0
CaF2,1,210,384.00000000000006,4.0,1.0
CaF2,1,210,384.1,4.0,1.0
CaF2,1,210,384.20000000000005,4.0,1.0
CaF2,1,210,384.3,4.0,1.0
CaF2,1,210,384.40000000000003,4.0,1.0
CaF2,1,210,384.50000000000006,3.0,0.0
CaF2,1,210,384.6,4.0,1.0
CaF2,1,210,384.70000000000005,4.0,1.0
CaF2,1,210,384.8,3.0,0.0
CaF2,1,210,384.90000000000003,4.0,1.0
CaF2,1,210,385.00000000000006,4.0,1.0
CaF2,1,210,385.1,4.0,1.0
CaF2,1,210,385.20000000000005,4.0,1.0
CaF2,1,210,385.3,4.0,1.0
CaF2,1,210,385.40000000000003,4.0,1.0
CaF2,1,210,385.50000000000006,4.0,1.0
CaF2,1,210,385.6,4.0,1.0
CaF2,1,210,385.70000000000005,4.0,1.0
CaF2,1,210,385.8,4.0,1.0
CaF2,1,210,385.90000000000003,4.0,1.0
CaF2,1,210,386.00000000000006,4.0,1.0
CaF2,1,210,386.1,4.0,1.0
CaF2,1,210,386.20000000000005,4.0,1.0
CaF2,1,210,386.3,4.0,1.0
CaF2,1,210,386.40000000000003,4.0,1.0
CaF2,1,210,386.50000000000006,3.0,0.0
CaF2,1,210,386.6,4.0,1.0
CaF2,1,210,386.70000000000005,4.0,1.0
CaF2,1,210,386.8,4.0,1.0
CaF2,1,210,386.90000000000003,4.0,1.0
CaF2,1,210,387.00000000000006,4.0,1.0
CaF2,1,210,387.1,4.0,1.0
CaF2,1,210,387.20000000000005,4.0,1.0
CaF2,1,210,387.3,4.0,1.0
CaF2,1,210,387.40000000000003,4.0,1.0
CaF2,1,210,387.50000000000006,4.0,1.0
CaF2,1,210,387.6,4.0,1.0
CaF2,1,210,387.70000000000005,4.0,1.0
CaF2,1,210,387.8,4.0,1.0
CaF2,1,210,387.90000000000003,4.0,1.0
CaF2,1,210,388.00000000000006,4.0,1.0
CaF2,1,210,388.1,4.0,1.0
CaF2,1,210,388.20000000000005,4.0,1.0
CaF2,1,210,388.3,4.0,1.0
CaF2,1,210,388.40000000000003,4.0,1.0
CaF2,1,210,388.50000000000006,4.0,1.0
CaF2,1,210,388.6,3.0,0.0
CaF2,1,210,388.70000000000005,4.0,1.0
CaF2,1,210,388.8,4.0,1.0
CaF2,1,210,388.90000000000003,4.0,1.0
CaF2,1,210,389.00000000000006,3.0,0.0
CaF2,1,210,389.1,3.0,0.0
CaF2,1,210,389.20000000000005,4.0,1.0
CaF2,1,210,389.3,4.0,1.0
CaF2,1,210,389.40000000000003,4.0,1.0
CaF2,1,210,389.50000000000006,4.0,1.0
CaF2,1,210,389.6,4.0,1.0
CaF2,1,210,389.70000000000005,3.0,0.0
CaF2,1,210,389.8,4.0,1.0
CaF2,1,210,389.90000000000003,4.0,1.0
CaF2,1,210,390.00000000000006,3.0,0.0
CaF2,1,210,390.1,3.0,0.0
CaF2,1,210,390.20000000000005,4.0,1.0
CaF2,1,210,390.3,4.0,1.0
CaF2,1,210,390.40000000000003,4.0,1.0
CaF2,1,210,390.50000000000006,4.0,1.0
CaF2,1,210,390.6,4.0,1.0
CaF2,1,210,390.70000000000005,4.0,1.0
CaF2,1,210,390.8,4.0,1.0
CaF2,1,210,390.90000000000003,4.0,1.0
CaF2,1,210,391.00000000000006,3.0,0.0
CaF2,1,210,391.1,4.0,1.0
CaF2,1,210,391.20000000000005,4.0,1.0
CaF2,1,210,391.3,4.0,1.0
CaF2,1,210,391.40000000000003,4.0,1.0
CaF2,1,210,391.50000000000006,4.0,1.0
CaF2,1,210,391.6,4.0,1.0
CaF2,1,210,391.70000000000005,4.0,1.0
CaF2,1,210,391.8,4.0,1.0
CaF2,1,210,391.90000000000003,4.0,1.0
CaF2,1,210,392.00000000000006,4.0,1.0
CaF2,1,210,392.1,4.0,1.0
CaF2,1,210,392.20000000000005,4.0,1.0
CaF2,1,210,392.3,4.0,1.0
CaF2,1,210,392.40000000000003,2.0,0.0
CaF2,1,210,392.50000000000006,4.0,1.0
CaF2,1,210,392.6,4.0,1.0
CaF2,1,210,392.70000000000005,4.0,1.0
CaF2,1,210,392.8,4.0,1.0
CaF2,1,210,392.90000000000003,4.0,1.0
CaF2,1,210,393.00000000000006,4.0,1.0
CaF2,1,210,393.1,4.0,1.0
CaF2,1,210,393.20000000000005,4.0,1.0
CaF2,1,210,393.3,4.0,1.0
CaF2,1,210,393.40000000000003,3.0,0.0
CaF2,1,210,393.50000000000006,4.0,1.0
CaF2,1,210,393.6,4.0,1.0
CaF2,1,210,393.70000000000005,4.0,1.0
CaF2,1,210,393.8,3.0,0.0
CaF2,1,210,393.90000000000003,4.0,1.0
CaF2,1,210,394.00000000000006,4.0,1.0
CaF2,1,210,394.1,4.0,1.0
CaF2,1,210,394.20000000000005,3.0,0.0
CaF2,1,210,394.3,4.0,1.0
CaF2,1,210,394.40000000000003,3.0,0.0
CaF2,1,210,394.50000000000006,4.0,1.0
CaF2,1,210,394.6,4.0,1.0
CaF2,1,210,394.70000000000005,4.0,1.0
CaF2,1,210,394.8,4.0,1.0
CaF2,1,210,394.90000000000003,4.0,1.0
CaF2,1,210,395.00000000000006,4.0,1.0
CaF2,1,210,395.1,4.0,1.0
CaF2,1,210,395.20000000000005,4.0,1.0
CaF2,1,210,395.3,4.0,1.0
CaF2,1,210,395.40000000000003,3.0,0.0
CaF2,1,210,395.50000000000006,4.0,1.0
CaF2,1,210,395.6,2.0,0.0
CaF2,1,210,395.70000000000005,4.0,1.0
CaF2,1,210,395.8,3.0,0.0
CaF2,1,210,395.90000000000003,4.0,1.0
CaF2,1,210,396.00000000000006,4.0,1.0
CaF2,1,210,396.1,4.0,1.0
CaF2,1,210,396.20000000000005,4.0,1.0
CaF2,1,210,396.3,4.0,1.0
CaF2,1,210,396.40000000000003,4.0,1.0
CaF2,1,210,396.50000000000006,4.0,1.0
CaF2,1,210,396.6,4.0,1.0
CaF2,1,210,396.70000000000005,4.0,1.0
CaF2,1,210,396.8,4.0,1.0
CaF2,1,210,396.90000000000003,4.0,1.0
CaF2,1,210,397.00000000000006,4.0,1.0
CaF2,1,210,397.1,4.0,1.0
CaF2,1,210,397.20000000000005,3.0,0.0
CaF2,1,210,397.3,4.0,1.0
CaF2,1,210,397.40000000000003,3.0,0.0
CaF2,1,210,397.50000000000006,4.0,1.0
CaF2,1,210,397.6,4.0,1.0
CaF2,1,210,397.70000000000005,4.0,1.0
CaF2,1,210,397.8,4.0,1.0
CaF2,1,210,397.90000000000003,4.0,1.0
CaF2,1,210,398.00000000000006,4.0,1.0
CaF2,1,210,398.1,4.0,1.0
CaF2,1,210,398.20000000000005,4.0,1.0
CaF2,1,210,398.3,4.0,1.0
CaF2,1,210,398.40000000000003,4.0,1.0
CaF2,1,210,398.50000000000006,3.0,0.0
CaF2,1,210,398.6,4.0,1.0
CaF2,1,210,398.70000000000005,4.0,1.0
CaF2,1,210,398.8,4.0,1.0
CaF2,1,210,398.90000000000003,4.0,1.0
CaF2,1,210,399.00000000000006,4.0,1.0
CaF2,1,210,399.1,4.0,1.0
CaF2,1,210,399.20000000000005,4.0,1.0
CaF2,1,210,399.3,3.0,0.0
CaF2,1,210,399.40000000000003,4.0,1.0
CaF2,1,210,399.50000000000006,4.0,1.0
CaF2,1,210,399.6,4.0,1.0
CaF2,1,210,399.70000000000005,4.0,1.0
CaF2,1,210,399.8,3.0,0.0
CaF2,1,210,399.90000000000003,4.0,1.0
CaF2,1,210,400.00000000000006,2.0,0.0
CaF2,1,210,400.1,4.0,1.0
CaF2,1,210,400.20000000000005,4.0,1.0
CaF2,1,210,400.3,4.0,1.0
CaF2,1,210,400.40000000000003,4.0,1.0
CaF2,1,210,400.50000000000006,4.0,1.0
CaF2,1,210,400.6,4.0,1.0
CaF2,1,210,400.70000000000005,4.0,1.0
CaF2,1,210,400.8,3.0,0.0
CaF2,1,210,400.90000000000003,4.0,1.0
CaF2,1,210,401.00000000000006,4.0,1.0
CaF2,1,210,401.1,4.0,1.0
CaF2,1,210,401.20000000000005,4.0,1.0
CaF2,1,210,401.3,4.0,1.0
CaF2,1,210,401.40000000000003,4.0,1.0
CaF2,1,210,401.50000000000006,4.0,1.0
CaF2,1,210,401.6,4.0,1.0
CaF2,1,210,401.70000000000005,4.0,1.0
CaF2,1,210,401.8,4.0,1.0
CaF2,1,210,401.90000000000003,3.0,0.0
CaF2,1,210,402.00000000000006,4.0,1.0
CaF2,1,210,402.1,4.0,1.0
CaF2,1,210,402.20000000000005,4.0,1.0
CaF2,1,210,402.3,4.0,1.0
CaF2,1,210,402.40000000000003,4.0,1.0
CaF2,1,210,402.50000000000006,4.0,1.0
CaF2,1,210,402.6,4.0,1.0
CaF2,1,210,402.70000000000005,4.0,1.0
CaF2,1,210,402.8,4.0,1.0
CaF2,1,210,402.90000000000003,4.0,1.0
CaF2,1,210,403.00000000000006,4.0,1.0
CaF2,1,210,403.1,4.0,1.0
CaF2,1,210,403.20000000000005,4.0,1.0
CaF2,1,210,403.3,4.0,1.0
CaF2,1,210,403.40000000000003,4.0,1.0
CaF2,1,210,403.50000000000006,3.0,0.0
CaF2,1,210,403.6,3.0,0.0
CaF2,1,210,403.70000000000005,4.0,1.0
CaF2,1,210,403.8,4.0,1.0
CaF2,1,210,403.90000000000003,4.0,1.0
CaF2,1,210,404.00000000000006,4.0,1.0
CaF2,1,210,404.1,3.0,0.0
CaF2,1,210,404.20000000000005,4.0,1.0
CaF2,1,210,404.3,4.0,1.0
CaF2,1,210,404.40000000000003,4.0,1.0
CaF2,1,210,404.50000000000006,4.0,1.0
CaF2,1,210,404.6,4.0,1.0
CaF2,1,210,404.70000000000005,4.0,1.0
CaF2,1,210,404.8,4.0,1.0
CaF2,1,210,404.90000000000003,4.0,1.0
CaF2,1,210,405.00000000000006,4.0,1.0
CaF2,1,210,405.1,4.0,1.0
CaF2,1,210,405.20000000000005,4.0,1.0
CaF2,1,210,405.3,4.0,1.0
CaF2,1,210,405.40000000000003,4.0,1.0
CaF2,1,210,405.50000000000006,4.0,1.0
CaF2,1,210,405.6,4.0,1.0
CaF2,1,210,405.70000000000005,4.0,1.0
CaF2,1,210,405.8,4.0,1.0
CaF2,1,210,405.90000000000003,4.0,1.0
CaF2,1,210,406.00000000000006,4.0,1.0
CaF2,1,210,406.1,4.0,1.0
CaF2,1,210,406.20000000000005,4.0,1.0
CaF2,1,210,406.3,4.0,1.0
CaF2,1,210,406.40000000000003,4.0,1.0
CaF2,1,210,406.50000000000006,3.0,0.0
CaF2,1,210,406.6,4.0,1.0
CaF2,1,210,406.70000000000005,4.0,1.0
CaF2,1,210,406.8,4.0,1.0
CaF2,1,210,406.90000000000003,4.0,1.0
CaF2,1,210,407.00000000000006,4.0,1.0
CaF2,1,210,407.1,4.0,1.0
CaF2,1,210,407.20000000000005,4.0,1.0
CaF2,1,210,407.3,4.0,1.0
CaF2,1,210,407.40000000000003,4.0,1.0
CaF2,1,210,407.50000000000006,3.0,0.0
CaF2,1,210,407.6,3.0,0.0
CaF2,1,210,407.70000000000005,4.0,1.0
CaF2,1,210,407.8,4.0,1.0
CaF2,1,210,407.90000000000003,4.0,1.0
CaF2,1,210,408.00000000000006,4.0,1.0
CaF2,1,210,408.1,4.0,1.0
CaF2,1,210,408.20000000000005,4.0,1.0
CaF2,1,210,408.3,4.0,1.0
CaF2,1,210,408.40000000000003,4.0,1.0
CaF2,1,210,408.50000000000006,4.0,1.0
CaF2,1,210,408.6,4.0,1.0
CaF2,1,210,408.70000000000005,4.0,1.0
CaF2,1,210,408.8,4.0,1.0
CaF2,1,210,408.90000000000003,3.0,0.0
CaF2,1,210,409.00000000000006,4.0,1.0
CaF2,1,210,409.1,4.0,1.0
CaF2,1,210,409.20000000000005,4.0,1.0
CaF2,1,210,409.3,4.0,1.0
CaF2,1,210,409.40000000000003,4.0,1.0
CaF2,1,210,409.50000000000006,3.0,0.0
CaF2,1,210,409.6,3.0,0.0
CaF2,1,210,409.70000000000005,3.0,0.0
CaF2,1,210,409.8,3.0,0.0
CaF2,1,210,409.90000000000003,3.0,0.0
CaF2,1,210,410.00000000000006,4.0,1.0
CaF2,1,210,410.1,4.0,1.0
CaF2,1,210,410.20000000000005,4.0,1.0
CaF2,1,210,410.3,4.0,1.0
CaF2,1,210,410.40000000000003,4.0,1.0
CaF2,1,210,410.50000000000006,4.0,1.0
CaF2,1,210,410.6,4.0,1.0
CaF2,1,210,410.70000000000005,4.0,1.0
CaF2,1,210,410.8,4.0,1.0
CaF2,1,210,410.90000000000003,4.0,1.0
CaF2,1,210,411.00000000000006,4.0,1.0
CaF2,1,210,411.1,4.0,1.0
CaF2,1,210,411.20000000000005,4.0,1.0
CaF2,1,210,411.3,3.0,0.0
CaF2,1,210,411.40000000000003,4.0,1.0
CaF2,1,210,411.50000000000006,4.0,1.0
CaF2,1,210,411.6,4.0,1.0
CaF2,1,210,411.70000000000005,4.0,1.0
CaF2,1,210,411.8,4.0,1.0
CaF2,1,210,411.90000000000003,3.0,0.0
CaF2,1,210,412.00000000000006,3.0,0.0
CaF2,1,210,412.1,4.0,1.0
