system,hexane_index,time_ps,com_z_unwrapped_A,z_msd_from_initial_A2
oil,2,221.600000,-3.56849847,72.91117204
oil,2,221.700000,-3.49661125,71.68867807
oil,2,221.800000,-3.45809236,71.03788931
oil,2,221.900000,-3.44956700,70.89425174
oil,2,222.000000,-3.48894824,71.55897265
oil,2,222.100000,-3.61156304,73.64846644
oil,2,222.200000,-3.82813564,77.41256526
oil,2,222.300000,-3.89983076,78.67931603
oil,2,222.400000,-3.76473035,76.30085008
oil,2,222.500000,-3.55697956,72.71458930
oil,2,222.600000,-3.25799831,67.70498244
oil,2,222.700000,-3.01001985,63.68559157
oil,2,222.800000,-2.86981778,61.46753195
oil,2,222.900000,-2.84882081,61.13873516
oil,2,223.000000,-2.97838596,63.18169481
oil,2,223.100000,-3.28077838,68.08038404
oil,2,223.200000,-3.73196907,75.72958147
oil,2,223.300000,-4.05508726,81.45771321
oil,2,223.400000,-4.29328646,85.81413470
oil,2,223.500000,-4.67553908,93.04231631
oil,2,223.600000,-4.92583206,97.93353722
oil,2,223.700000,-4.79565166,95.37391788
oil,2,223.800000,-4.65200433,92.58884512
oil,2,223.900000,-4.40699480,87.93375960
oil,2,224.000000,-3.96369035,79.81628060
oil,2,224.100000,-3.64110169,74.15633259
oil,2,224.200000,-3.42463516,70.47502751
oil,2,224.300000,-3.26410254,67.80547462
oil,2,224.400000,-3.20462485,66.82948508
oil,2,224.500000,-3.18455623,66.50176869
oil,2,224.600000,-3.21319827,66.96973281
oil,2,224.700000,-3.34975508,69.22340689
oil,2,224.800000,-3.47111434,71.25756773
oil,2,224.900000,-3.69593795,75.10377432
oil,2,225.000000,-4.02869413,80.98199308
oil,2,225.100000,-4.32338590,86.37269854
oil,2,225.200000,-4.37836726,87.39768106
oil,2,225.300000,-4.14804158,83.14425219
oil,2,225.400000,-3.91846156,79.01017860
oil,2,225.500000,-3.69897416,75.15640861
oil,2,225.600000,-3.53912272,72.41036744
oil,2,225.700000,-3.43977840,70.72951003
oil,2,225.800000,-3.32081120,68.74261497
oil,2,225.900000,-3.28143257,68.09118002
oil,2,226.000000,-3.35756134,69.35336494
oil,2,226.100000,-3.40649908,70.17085380
oil,2,226.200000,-3.44511757,70.81934427
oil,2,226.300000,-3.51649352,72.02575642
oil,2,226.400000,-3.64021796,74.14111305
oil,2,226.500000,-3.75054246,76.05318792
oil,2,226.600000,-3.80267130,76.96512071
oil,2,226.700000,-3.88097732,78.34520632
oil,2,226.800000,-3.99801463,80.43076470
oil,2,226.900000,-4.17712858,83.67554897
oil,2,227.000000,-4.34690537,86.81041709
oil,2,227.100000,-4.38857797,87.58869849
oil,2,227.200000,-4.40542499,87.90432091
oil,2,227.300000,-4.43293799,88.42098682
oil,2,227.400000,-4.48400916,89.38406437
oil,2,227.500000,-4.36657905,87.17741179
oil,2,227.600000,-3.99744760,80.42059441
oil,2,227.700000,-3.64820842,74.27878098
oil,2,227.800000,-3.43798793,70.69939723
oil,2,227.900000,-3.37653377,69.66972463
oil,2,228.000000,-3.45797771,71.03595669
oil,2,228.100000,-3.67782439,74.79014938
oil,2,228.200000,-4.03846251,81.15789980
oil,2,228.300000,-4.38025557,87.43299101
oil,2,228.400000,-4.53655759,90.38044448
oil,2,228.500000,-4.64655359,92.48397741
oil,2,228.600000,-4.74829619,94.45121745
oil,2,228.700000,-4.54436225,90.52890106
oil,2,228.800000,-4.33766479,86.63830962
oil,2,228.900000,-4.01793413,80.78845039
oil,2,229.000000,-3.75794549,76.18236412
oil,2,229.100000,-3.61308346,73.67456484
oil,2,229.200000,-3.49682541,71.69230466
oil,2,229.300000,-3.43070899,70.57704329
oil,2,229.400000,-3.47224104,71.27659090
oil,2,229.500000,-3.60107203,73.46851156
oil,2,229.600000,-3.74867935,76.02069559
oil,2,229.700000,-3.86863235,78.12682108
oil,2,229.800000,-3.90835135,78.83054622
oil,2,229.900000,-4.02476442,80.91128161
oil,2,230.000000,-4.16577849,83.46802939
oil,2,230.100000,-4.09293161,82.14226564
oil,2,230.200000,-3.98247525,80.15228190
oil,2,230.300000,-3.93464968,79.29822551
oil,2,230.400000,-3.95525301,79.66559347
oil,2,230.500000,-4.03846150,81.15788160
oil,2,230.600000,-4.09368300,82.15588626
oil,2,230.700000,-4.06241367,81.59001434
oil,2,230.800000,-4.01231262,80.68742703
oil,2,230.900000,-3.86652446,78.08956250
oil,2,231.000000,-3.75801172,76.18352027
oil,2,231.100000,-3.77882312,76.54725038
oil,2,231.200000,-3.92121282,79.05909679
oil,2,231.300000,-4.20170588,84.12579147
oil,2,231.400000,-4.42377797,88.24880293
oil,2,231.500000,-4.64309262,92.41742207
oil,2,231.600000,-4.69111486,93.34304202
oil,2,231.700000,-4.49070420,89.51070322
oil,2,231.800000,-4.39773525,87.76018618
oil,2,231.900000,-4.47017101,89.12259541
oil,2,232.000000,-4.69300120,93.37949503
oil,2,232.100000,-4.95066117,98.42557828
oil,2,232.200000,-4.99111687,99.22993424
oil,2,232.300000,-4.91395769,97.69865743
oil,2,232.400000,-4.91920877,97.80249111
oil,2,232.500000,-4.88768425,97.17996053
oil,2,232.600000,-4.81398135,95.73226779
oil,2,232.700000,-4.56973690,91.01240766
oil,2,232.800000,-4.33122463,86.51846146
oil,2,232.900000,-4.20919237,84.26317986
oil,2,233.000000,-4.09055812,82.09924827
oil,2,233.100000,-4.00344168,80.52813719
oil,2,233.200000,-3.86109728,77.99367383
oil,2,233.300000,-3.56930700,72.92498045
oil,2,233.400000,-3.28716658,68.18584400
oil,2,233.500000,-3.11652770,65.39687007
oil,2,233.600000,-3.07968044,64.80227251
oil,2,233.700000,-3.13953290,65.76947774
oil,2,233.800000,-3.31844121,68.70332086
oil,2,233.900000,-3.60733373,73.57589356
oil,2,234.000000,-3.87038777,78.15785626
oil,2,234.100000,-3.98127515,80.13079488
oil,2,234.200000,-4.02019979,80.82918411
oil,2,234.300000,-3.99241308,80.33032309
oil,2,234.400000,-3.82735603,77.39884716
oil,2,234.500000,-3.72009857,75.52312168
oil,2,234.600000,-3.66321707,74.53771076
oil,2,234.700000,-3.65202015,74.34449841
oil,2,234.800000,-3.66762644,74.61386699
oil,2,234.900000,-3.69431044,75.07556817
oil,2,235.000000,-3.77923462,76.55445109
oil,2,235.100000,-3.70785853,75.31052972
oil,2,235.200000,-3.69353165,75.06207295
oil,2,235.300000,-3.83221254,77.48432261
oil,2,235.400000,-3.82334861,77.32835138
oil,2,235.500000,-3.73169907,75.72488232
oil,2,235.600000,-3.69795345,75.13871201
oil,2,235.700000,-3.68483084,74.91138385
oil,2,235.800000,-3.74788196,76.00679137
oil,2,235.900000,-3.83916923,77.60684379
oil,2,236.000000,-3.91723884,78.98844315
oil,2,236.100000,-3.81385302,77.16143967
oil,2,236.200000,-3.65064413,74.32077132
oil,2,236.300000,-3.48181355,71.43831525
oil,2,236.400000,-3.33705584,69.01225127
oil,2,236.500000,-3.23028558,67.24969291
oil,2,236.600000,-3.18840160,66.56450040
oil,2,236.700000,-3.27524181,67.98904929
oil,2,236.800000,-3.47911544,71.39271304
oil,2,236.900000,-3.72888676,75.67594476
oil,2,237.000000,-3.83343612,77.50586528
oil,2,237.100000,-3.90847006,78.83265420
oil,2,237.200000,-3.85050906,77.80676827
oil,2,237.300000,-3.75757638,76.17592089
oil,2,237.400000,-3.71092722,75.36380032
oil,2,237.500000,-3.70984365,75.34498805
oil,2,237.600000,-3.70233882,75.21475829
oil,2,237.700000,-3.69340752,75.05992208
oil,2,237.800000,-3.69572147,75.10002223
oil,2,237.900000,-3.79015181,76.74561105
oil,2,238.000000,-3.91871997,79.01477256
oil,2,238.100000,-4.02885826,80.98494712
oil,2,238.200000,-4.08213515,81.94668045
oil,2,238.300000,-4.18250517,83.77394188
oil,2,238.400000,-4.31521736,86.22093348
oil,2,238.500000,-4.42238232,88.22258317
oil,2,238.600000,-4.44436697,88.63605640
oil,2,238.700000,-4.36010378,87.05653603
oil,2,238.800000,-4.33871327,86.65782916
oil,2,238.900000,-4.37961329,87.42098007
oil,2,239.000000,-4.16187714,83.39675849
oil,2,239.100000,-3.87067895,78.16300481
oil,2,239.200000,-3.59691828,73.39732210
oil,2,239.300000,-3.37575845,69.65678229
oil,2,239.400000,-3.21393273,66.98175426
oil,2,239.500000,-3.19235683,66.62905517
oil,2,239.600000,-3.28274013,68.11276102
oil,2,239.700000,-3.38617916,69.83083470
oil,2,239.800000,-3.45354909,70.96132497
oil,2,239.900000,-3.54065644,72.43647195
oil,2,240.000000,-3.61612818,73.72684214
oil,2,240.100000,-3.69768450,75.13404943
oil,2,240.200000,-3.83609232,77.55264133
oil,2,240.300000,-4.05577048,81.47004633
oil,2,240.400000,-4.29389928,85.82548891
oil,2,240.500000,-4.60853160,91.75411885
oil,2,240.600000,-4.90989611,97.61838247
oil,2,240.700000,-5.08857719,101.18111956
oil,2,240.800000,-5.04568910,100.32014642
oil,2,240.900000,-4.79341688,95.33027335
oil,2,241.000000,-4.55294361,90.69227228
oil,2,241.100000,-4.43185229,88.40056979
oil,2,241.200000,-4.41775689,88.13571412
oil,2,241.300000,-4.46293723,88.98606708
oil,2,241.400000,-4.45493776,88.83520919
oil,2,241.500000,-4.49239536,89.54270624
oil,2,241.600000,-4.68005207,93.12939988
oil,2,241.700000,-4.92920582,98.00032299
oil,2,241.800000,-4.79532889,95.36761367
oil,2,241.900000,-4.54156906,90.47575631
oil,2,242.000000,-4.36860081,87.21516976
oil,2,242.100000,-4.20157600,84.12340897
oil,2,242.200000,-4.15783823,83.32300668
oil,2,242.300000,-4.06020335,81.55008883
oil,2,242.400000,-4.04185224,81.21898587
oil,2,242.500000,-4.17203199,83.58233350
oil,2,242.600000,-4.40045725,87.81119320
oil,2,242.700000,-4.52950891,90.24647249
oil,2,242.800000,-4.52689206,90.19676016
oil,2,242.900000,-4.55880285,90.80390461
oil,2,243.000000,-4.67081240,92.95115301
oil,2,243.100000,-4.72941117,94.08450212
oil,2,243.200000,-4.71922464,93.88699298
oil,2,243.300000,-4.65084850,92.56660294
oil,2,243.400000,-4.61727087,91.92161931
oil,2,243.500000,-4.69252288,93.37025095
oil,2,243.600000,-4.54472770,90.53585546
oil,2,243.700000,-4.30676193,86.06397880
oil,2,243.800000,-4.12462509,82.71776116
oil,2,243.900000,-3.86007471,77.97561342
oil,2,244.000000,-3.57124465,72.95807777
oil,2,244.100000,-3.33022724,68.89884261
oil,2,244.200000,-3.20789525,66.88296636
oil,2,244.300000,-3.23810188,67.37795057
oil,2,244.400000,-3.36879288,69.54056062
oil,2,244.500000,-3.56914243,72.92216975
oil,2,244.600000,-3.67628979,74.76360890
oil,2,244.700000,-3.68940110,74.99051719
oil,2,244.800000,-3.70450574,75.25234884
oil,2,244.900000,-3.84660147,77.73784728
oil,2,245.000000,-4.12142085,82.65948675
oil,2,245.100000,-4.41802225,88.14069663
oil,2,245.200000,-4.70172572,93.54818657
oil,2,245.300000,-4.94364529,98.28641888
oil,2,245.400000,-5.04586123,100.32359456
oil,2,245.500000,-5.05722090,100.55128430
oil,2,245.600000,-4.99185707,99.24468168
oil,2,245.700000,-4.80912664,95.63729161
oil,2,245.800000,-4.64965912,92.54371794
oil,2,245.900000,-4.39418781,87.69373364
oil,2,246.000000,-4.09060965,82.10018209
oil,2,246.100000,-3.79691399,76.86413636
oil,2,246.200000,-3.53242726,72.29646320
oil,2,246.300000,-3.37532930,69.64961905
oil,2,246.400000,-3.36111446,69.41255738
oil,2,246.500000,-3.47978952,71.40410466
oil,2,246.600000,-3.59451072,73.35607568
oil,2,246.700000,-3.67473059,74.73664779
oil,2,246.800000,-3.76568437,76.31751779
oil,2,246.900000,-3.86788130,78.11354467
oil,2,247.000000,-3.99425510,80.36334550
oil,2,247.100000,-4.08693919,82.03368011
oil,2,247.200000,-4.10277557,82.32079883
oil,2,247.300000,-4.16908881,83.52852707
oil,2,247.400000,-4.25201568,85.05120666
oil,2,247.500000,-4.24569961,84.93474890
oil,2,247.600000,-4.18932976,83.89891681
oil,2,247.700000,-4.10887214,82.43146535
oil,2,247.800000,-4.08441680,81.98799466
oil,2,247.900000,-4.17968106,83.72225277
oil,2,248.000000,-4.20654333,84.21455316
oil,2,248.100000,-3.86565208,78.07414512
oil,2,248.200000,-3.54014311,72.42773435
oil,2,248.300000,-3.33323511,68.94878550
oil,2,248.400000,-3.19721784,66.70843637
oil,2,248.500000,-3.17926241,66.41545598
oil,2,248.600000,-3.30169746,68.42603181
oil,2,248.700000,-3.53591879,72.35585048
oil,2,248.800000,-3.82098006,77.28670057
oil,2,248.900000,-4.04026110,81.19030919
oil,2,249.000000,-4.15497455,83.27073471
oil,2,249.100000,-4.18841682,83.88219325
oil,2,249.200000,-4.25455007,85.09795900
oil,2,249.300000,-4.31786374,86.27008653
oil,2,249.400000,-4.15031900,83.18578999
oil,2,249.500000,-3.98010075,80.10977079
oil,2,249.600000,-3.77425215,76.46728727
oil,2,249.700000,-3.61602538,73.72507678
oil,2,249.800000,-3.47898804,71.39056014
oil,2,249.900000,-3.37882163,69.70792266
oil,2,250.000000,-3.29591603,68.33041723
oil,2,250.100000,-3.26230054,67.77580106
oil,2,250.200000,-3.15581579,66.03384608
oil,2,250.300000,-3.06548429,64.57391642
oil,2,250.400000,-3.05071234,64.33672607
oil,2,250.500000,-3.16512463,66.18522226
oil,2,250.600000,-3.41924858,70.38461649
oil,2,250.700000,-3.83774926,77.58182742
oil,2,250.800000,-4.33107740,86.51572255
oil,2,250.900000,-4.31404851,86.19922808
oil,2,251.000000,-4.29241112,85.79791789
oil,2,251.100000,-4.26888936,85.36272037
oil,2,251.200000,-4.24458706,84.91424360
oil,2,251.300000,-4.34045524,86.69026425
oil,2,251.400000,-4.51680571,90.00527778
oil,2,251.500000,-4.77537018,94.97819310
oil,2,251.600000,-5.04483965,100.30313097
oil,2,251.700000,-5.17000609,102.82591772
oil,2,251.800000,-5.02137479,99.83367362
oil,2,251.900000,-4.92711441,97.95891949
oil,2,252.000000,-4.91441130,97.70762483
oil,2,252.100000,-4.96083310,98.62751250
oil,2,252.200000,-4.89377448,97.30007247
oil,2,252.300000,-4.88535837,97.13410894
oil,2,252.400000,-4.97067196,98.82303147
oil,2,252.500000,-4.96789806,98.76788861
oil,2,252.600000,-4.98268209,99.06196057
oil,2,252.700000,-5.06507237,100.70880759
oil,2,252.800000,-5.10024999,101.41608647
oil,2,252.900000,-5.01330114,99.67240014
oil,2,253.000000,-4.98167246,99.04186392
oil,2,253.100000,-4.88741950,97.17474080
oil,2,253.200000,-4.91020157,97.62441858
oil,2,253.300000,-4.98168814,99.04217602
oil,2,253.400000,-4.94211301,98.25603933
oil,2,253.500000,-4.93242545,98.06407888
oil,2,253.600000,-4.96469232,98.70418029
oil,2,253.700000,-5.02041816,99.81455785
oil,2,253.800000,-5.10552976,101.52245478
oil,2,253.900000,-5.23719045,104.19297214
oil,2,254.000000,-5.16930333,102.81166581
oil,2,254.100000,-4.93237990,98.06317674
oil,2,254.200000,-4.61075825,91.79678124
oil,2,254.300000,-4.33580670,86.60372298
oil,2,254.400000,-4.21898062,84.44297811
oil,2,254.500000,-4.25507756,85.10769131
oil,2,254.600000,-4.44373394,88.62413726
oil,2,254.700000,-4.68967103,93.31514521
oil,2,254.800000,-4.73554732,94.20357760
oil,2,254.900000,-4.64826838,92.51696214
oil,2,255.000000,-4.56817702,90.98264745
oil,2,255.100000,-4.53059605,90.26712893
oil,2,255.200000,-4.53408962,90.33352527
oil,2,255.300000,-4.69928811,93.50103923
oil,2,255.400000,-4.79134853,95.28988803
oil,2,255.500000,-4.91436631,97.70673541
oil,2,255.600000,-5.13230958,102.06283004
oil,2,255.700000,-5.18821077,103.19545139
oil,2,255.800000,-5.06941941,100.79607486
oil,2,255.900000,-4.81942595,95.83884049
oil,2,256.000000,-4.58136404,91.23438966
oil,2,256.100000,-4.39691585,87.74483451
oil,2,256.200000,-4.33135780,86.52093884
oil,2,256.300000,-4.24298644,84.88474708
oil,2,256.400000,-4.21624117,84.39263843
oil,2,256.500000,-4.26072086,85.21184637
oil,2,256.600000,-4.36695119,87.18436119
oil,2,256.700000,-4.49348830,89.56339176
oil,2,256.800000,-4.50577252,89.79605331
oil,2,256.900000,-4.52403576,90.14251463
oil,2,257.000000,-4.59023984,91.40402586
oil,2,257.100000,-4.64038572,92.36538438
oil,2,257.200000,-4.69842198,93.48428973
oil,2,257.300000,-4.66477707,92.83481478
oil,2,257.400000,-4.60596002,91.70485997
oil,2,257.500000,-4.53127634,90.28005613
oil,2,257.600000,-4.42868638,88.34104704
oil,2,257.700000,-4.35081953,86.88337052
oil,2,257.800000,-4.32827008,86.46350652
oil,2,257.900000,-4.43211900,88.40558516
oil,2,258.000000,-4.61133866,91.80790347
oil,2,258.100000,-4.78149878,95.09768535
oil,2,258.200000,-4.86977214,96.82712658
oil,2,258.300000,-4.90740877,97.56923782
oil,2,258.400000,-4.94442363,98.30185233
oil,2,258.500000,-4.97726519,98.95416124
oil,2,258.600000,-5.12732146,101.96206881
oil,2,258.700000,-5.27797940,105.02734196
oil,2,258.800000,-5.42114523,107.98224682
oil,2,258.900000,-5.50814963,109.79802044
oil,2,259.000000,-5.48286988,109.26887406
oil,2,259.100000,-5.31123489,105.71007135
oil,2,259.200000,-4.95417030,98.49521852
oil,2,259.300000,-4.62982579,92.16251944
oil,2,259.400000,-4.40650804,87.92463085
oil,2,259.500000,-4.39878784,87.77990870
oil,2,259.600000,-4.45687960,88.87181759
oil,2,259.700000,-4.52001263,90.06613688
oil,2,259.800000,-4.61431985,91.86504176
oil,2,259.900000,-4.67657287,93.06226094
oil,2,260.000000,-4.86743412,96.78111945
oil,2,260.100000,-4.87671416,96.96379481
oil,2,260.200000,-4.67325866,92.99832836
oil,2,260.300000,-4.54276628,90.49853336
oil,2,260.400000,-4.48787937,89.45725971
oil,2,260.500000,-4.54125102,90.46970610
oil,2,260.600000,-4.63712362,92.30269295
oil,2,260.700000,-4.65356300,92.61884356
oil,2,260.800000,-4.76115693,94.70135966
oil,2,260.900000,-4.98625066,99.13300917
oil,2,261.000000,-5.19903306,103.41544532
oil,2,261.100000,-5.28597224,105.19123164
oil,2,261.200000,-5.10614274,101.53480772
oil,2,261.300000,-4.98368661,99.08195753
oil,2,261.400000,-4.89619666,97.34786349
oil,2,261.500000,-4.76343709,94.74574345
oil,2,261.600000,-4.70490932,93.60978046
oil,2,261.700000,-4.61364623,91.85212942
oil,2,261.800000,-4.58841215,91.36908177
oil,2,261.900000,-4.55490656,90.72966345
oil,2,262.000000,-4.48973746,89.49241148
oil,2,262.100000,-4.46253244,88.97843028
oil,2,262.200000,-4.44777532,88.70024501
oil,2,262.300000,-4.54141326,90.47279244
oil,2,262.400000,-4.76039375,94.68650653
oil,2,262.500000,-5.00104011,99.42773188
oil,2,262.600000,-5.12185823,101.85176734
oil,2,262.700000,-5.09210903,101.25218476
oil,2,262.800000,-4.95958503,98.60272455
oil,2,262.900000,-4.97936196,98.99588117
oil,2,263.000000,-5.06421261,100.69155230
oil,2,263.100000,-5.01782178,99.76268516
oil,2,263.200000,-4.84140358,96.26963370
oil,2,263.300000,-4.66854795,92.90749448
oil,2,263.400000,-4.53160917,90.28638107
oil,2,263.500000,-4.52259372,90.11513427
oil,2,263.600000,-4.53609141,90.37158088
oil,2,263.700000,-4.42650558,88.30005716
oil,2,263.800000,-4.26595831,85.30856787
oil,2,263.900000,-4.21781766,84.42160592
oil,2,264.000000,-4.26763336,85.33951309
oil,2,264.100000,-4.42918472,88.35041508
oil,2,264.200000,-4.68017290,93.13173200
oil,2,264.300000,-4.75659755,94.61264158
oil,2,264.400000,-4.90241477,97.47060415
oil,2,264.500000,-5.00109685,99.42886343
oil,2,264.600000,-4.94580442,98.32923456
oil,2,264.700000,-4.77625167,94.99537530
oil,2,264.800000,-4.59158410,91.42973138
oil,2,264.900000,-4.25585803,85.12209219
oil,2,265.000000,-3.95005637,79.57285464
oil,2,265.100000,-3.73230129,75.73536372
oil,2,265.200000,-3.61792147,73.75764129
oil,2,265.300000,-3.66978150,74.65110216
oil,2,265.400000,-3.85457849,77.87857620
oil,2,265.500000,-4.03262956,81.05283843
oil,2,265.600000,-4.27419922,85.46086622
oil,2,265.700000,-4.50472494,89.77620051
oil,2,265.800000,-4.53103615,90.27549182
oil,2,265.900000,-4.43468553,88.45385496
oil,2,266.000000,-4.44487741,88.64566791
oil,2,266.100000,-4.49924063,89.67230258
oil,2,266.200000,-4.57688409,91.14882773
oil,2,266.300000,-4.70826400,93.67470621
oil,2,266.400000,-4.68571663,93.23876202
oil,2,266.500000,-4.62111676,91.99537963
oil,2,266.600000,-4.48333049,89.37123211
oil,2,266.700000,-4.29301625,85.80912855
oil,2,266.800000,-4.03036291,81.01203057
oil,2,266.900000,-3.72803981,75.66120991
oil,2,267.000000,-3.47213562,71.27481088
oil,2,267.100000,-3.35892674,69.37610854
oil,2,267.200000,-3.41822599,70.36745938
oil,2,267.300000,-3.63766429,74.09714270
oil,2,267.400000,-4.00108507,80.48584750
oil,2,267.500000,-4.40076769,87.81701142
oil,2,267.600000,-4.57981993,91.20489439
oil,2,267.700000,-4.69904200,93.49627972
oil,2,267.800000,-4.83688470,96.18097825
oil,2,267.900000,-4.70340686,93.58070947
oil,2,268.000000,-4.60301281,91.64842212
oil,2,268.100000,-4.52946300,90.24560022
oil,2,268.200000,-4.40462353,87.88929301
oil,2,268.300000,-4.11782488,82.59411253
oil,2,268.400000,-3.93733938,79.34613606
oil,2,268.500000,-3.92646515,79.15252675
oil,2,268.600000,-4.01952422,80.81703714
oil,2,268.700000,-4.06183825,81.57961946
oil,2,268.800000,-4.03968789,81.17997963
oil,2,268.900000,-4.01276297,80.69551788
oil,2,269.000000,-4.00809591,80.61169062
oil,2,269.100000,-4.12861301,82.79031678
oil,2,269.200000,-4.33492685,86.58734778
oil,2,269.300000,-4.57067896,91.03038313
oil,2,269.400000,-4.66462948,92.83197072
oil,2,269.500000,-4.62545971,92.07870862
oil,2,269.600000,-4.52966708,90.24947769
oil,2,269.700000,-4.29278701,85.80488155
oil,2,269.800000,-4.11463149,82.53607884
oil,2,269.900000,-4.00299142,80.52005636
oil,2,270.000000,-3.96901707,79.91148676
oil,2,270.100000,-3.91150533,78.88656238
oil,2,270.200000,-3.83666381,77.56270719
oil,2,270.300000,-3.81395399,77.16321356
oil,2,270.400000,-3.85339552,77.85769846
oil,2,270.500000,-3.94803105,79.53672557
oil,2,270.600000,-4.14449732,83.07962917
oil,2,270.700000,-4.30362762,86.00583422
oil,2,270.800000,-4.36051435,87.06419777
oil,2,270.900000,-4.46447437,89.01506987
oil,2,271.000000,-4.56569234,90.93525347
oil,2,271.100000,-4.45172399,88.77463839
oil,2,271.200000,-4.33911325,86.66527616
oil,2,271.300000,-4.30279468,85.99038565
oil,2,271.400000,-4.27251468,85.42972359
oil,2,271.500000,-4.34295472,86.73681462
oil,2,271.600000,-4.42362453,88.24592009
oil,2,271.700000,-4.52699599,90.19873426
oil,2,271.800000,-4.61533254,91.88445529
oil,2,271.900000,-4.63158810,92.19635936
oil,2,272.000000,-4.57265699,91.06813175
oil,2,272.100000,-4.50101846,89.70597623
oil,2,272.200000,-4.54526839,90.54614512
oil,2,272.300000,-4.67302603,92.99384165
oil,2,272.400000,-4.81355135,95.72385349
oil,2,272.500000,-4.92526769,97.92236737
oil,2,272.600000,-4.88540744,97.13507618
oil,2,272.700000,-4.68201995,93.16738524
oil,2,272.800000,-4.37777756,87.38665559
oil,2,272.900000,-4.15821155,83.32982225
oil,2,273.000000,-4.03342885,81.06723098
oil,2,273.100000,-4.04694291,81.31076763
oil,2,273.200000,-4.21009303,84.27971588
oil,2,273.300000,-4.36155459,87.08361143
oil,2,273.400000,-4.37088153,87.25777382
oil,2,273.500000,-4.27399715,85.45713019
oil,2,273.600000,-4.18309210,83.78468634
oil,2,273.700000,-4.24699694,84.95866298
oil,2,273.800000,-4.47207331,89.15851627
oil,2,273.900000,-4.74552446,94.39735045
oil,2,274.000000,-4.95602996,98.53213427
oil,2,274.100000,-5.09491942,101.30875128
oil,2,274.200000,-5.16663166,102.75749357
oil,2,274.300000,-5.11554018,101.72428167
oil,2,274.400000,-4.94004259,98.21499788
oil,2,274.500000,-4.75725047,94.62534379
oil,2,274.600000,-4.54120861,90.46889933
oil,2,274.700000,-4.31180668,86.15760522
oil,2,274.800000,-4.08455832,81.99055753
oil,2,274.900000,-3.92129414,79.06054291
oil,2,275.000000,-3.80747163,77.04937012
oil,2,275.100000,-3.80884993,77.07356884
oil,2,275.200000,-3.95562486,79.67223154
oil,2,275.300000,-4.29533136,85.85202512
oil,2,275.400000,-4.54805630,90.59921002
oil,2,275.500000,-4.57911806,91.19148899
oil,2,275.600000,-4.65970251,92.73705292
oil,2,275.700000,-4.54073621,90.45991308
oil,2,275.800000,-4.33315215,86.55432294
oil,2,275.900000,-4.19707432,84.04085148
oil,2,276.000000,-4.13816477,82.96422938
oil,2,276.100000,-4.10340526,82.33222569
oil,2,276.200000,-4.18627867,83.84303238
oil,2,276.300000,-4.17506956,83.63788371
oil,2,276.400000,-4.28978879,85.74934496
oil,2,276.500000,-4.59258026,91.44878272
oil,2,276.600000,-4.87690376,96.96752883
oil,2,276.700000,-4.94733092,98.35951077
oil,2,276.800000,-5.04048691,100.21596327
oil,2,276.900000,-5.16351941,102.69440589
oil,2,277.000000,-5.22914214,104.02873073
oil,2,277.100000,-5.20103500,103.45616614
oil,2,277.200000,-5.01462162,99.69876819
oil,2,277.300000,-4.95529623,98.51756831
oil,2,277.400000,-4.98362230,99.08067725
oil,2,277.500000,-5.04111984,100.22863594
oil,2,277.600000,-4.95461351,98.50401597
oil,2,277.700000,-4.74864904,94.45807599
oil,2,277.800000,-4.61984189,91.97092562
oil,2,277.900000,-4.49856815,89.65956687
oil,2,278.000000,-4.52481137,90.15724305
oil,2,278.100000,-4.58122047,91.23164702
oil,2,278.200000,-4.59107997,91.42009077
oil,2,278.300000,-4.65496835,92.64589534
oil,2,278.400000,-4.88981451,97.22196523
oil,2,278.500000,-5.14220875,102.26294304
oil,2,278.600000,-5.23450907,104.13823898
oil,2,278.700000,-5.23647007,104.17826611
oil,2,278.800000,-5.24425227,104.33718901
oil,2,278.900000,-5.12551906,101.92567213
oil,2,279.000000,-4.97231129,98.85562724
oil,2,279.100000,-4.78841811,95.23268513
oil,2,279.200000,-4.66273198,92.79540974
oil,2,279.300000,-4.68777887,93.27859235
oil,2,279.400000,-4.78138669,95.09549920
oil,2,279.500000,-4.86543689,96.74182699
oil,2,279.600000,-4.87005259,96.83264596
oil,2,279.700000,-4.96337459,98.67799874
oil,2,279.800000,-5.06565127,100.72042688
oil,2,279.900000,-5.22225459,103.88827976
oil,2,280.000000,-5.07158700,100.83960358
oil,2,280.100000,-4.88236431,97.07510101
oil,2,280.200000,-4.81509395,95.75404103
oil,2,280.300000,-4.92809420,97.97831524
oil,2,280.400000,-5.16740488,102.77317033
oil,2,280.500000,-5.28456721,105.16241286
oil,2,280.600000,-5.30486819,105.57919292
oil,2,280.700000,-5.30586062,105.59958869
oil,2,280.800000,-5.07896280,100.98779196
oil,2,280.900000,-4.80211685,95.50023722
oil,2,281.000000,-4.61922595,91.95911209
oil,2,281.100000,-4.59045721,91.40818226
oil,2,281.200000,-4.71760315,93.85557265
oil,2,281.300000,-4.70472478,93.60620956
oil,2,281.400000,-4.78410647,95.14855151
oil,2,281.500000,-4.80484547,95.55357512
oil,2,281.600000,-4.74038958,94.29759758
oil,2,281.700000,-4.62900502,92.14676112
oil,2,281.800000,-4.60966467,91.77582712
oil,2,281.900000,-4.50903220,89.85784190
oil,2,282.000000,-4.50117586,89.70895783
oil,2,282.100000,-4.50567646,89.79423278
oil,2,282.200000,-4.51217141,89.91736702
