system,hexane_index,time_ps,com_z_unwrapped_A,z_msd_from_initial_A2
CaF2,1,217.500000,7.77267989,0.30138451
CaF2,1,217.600000,7.79499821,0.27737777
CaF2,1,217.700000,7.84093611,0.23110014
CaF2,1,217.800000,8.01728475,0.09264726
CaF2,1,217.900000,8.18879591,0.01765416
CaF2,1,218.000000,7.96371234,0.12813001
CaF2,1,218.100000,7.80246745,0.26956596
CaF2,1,218.200000,7.74591487,0.33148806
CaF2,1,218.300000,7.96093180,0.13012835
CaF2,1,218.400000,8.11285273,0.04360251
CaF2,1,218.500000,8.01740814,0.09257216
CaF2,1,218.600000,7.78306491,0.29008992
CaF2,1,218.700000,7.69210632,0.39634397
CaF2,1,218.800000,7.79690286,0.27537517
CaF2,1,218.900000,7.82964629,0.24208228
CaF2,1,219.000000,7.94259856,0.14369127
CaF2,1,219.100000,8.01671224,0.09299611
CaF2,1,219.200000,7.95563272,0.13397953
CaF2,1,219.300000,7.91393129,0.16624667
CaF2,1,219.400000,7.68548289,0.40472751
CaF2,1,219.500000,7.60092941,0.51945960
CaF2,1,219.600000,7.66119875,0.43621550
CaF2,1,219.700000,7.71996516,0.36204254
CaF2,1,219.800000,7.76303618,0.31206601
CaF2,1,219.900000,7.90571758,0.17301215
CaF2,1,220.000000,7.95699379,0.13298500
CaF2,1,220.100000,7.92608197,0.15648583
CaF2,1,220.200000,7.95033957,0.13788248
CaF2,1,220.300000,7.85523898,0.21755311
CaF2,1,220.400000,7.71158168,0.37220150
CaF2,1,220.500000,7.67111485,0.42321533
CaF2,1,220.600000,7.98872819,0.11084683
CaF2,1,220.700000,8.15891992,0.02648592
CaF2,1,220.800000,8.19490203,0.01606882
CaF2,1,220.900000,8.08497317,0.05602296
CaF2,1,221.000000,7.86651756,0.20715907
CaF2,1,221.100000,7.75886663,0.31674186
CaF2,1,221.200000,7.65192298,0.44855420
CaF2,1,221.300000,7.61152301,0.50430146
CaF2,1,221.400000,7.43816044,0.78058008
CaF2,1,221.500000,7.46317232,0.73700946
CaF2,1,221.600000,7.62581206,0.48421113
CaF2,1,221.700000,7.76072117,0.31465783
CaF2,1,221.800000,7.87692712,0.19779167
CaF2,1,221.900000,8.07312519,0.06177197
CaF2,1,222.000000,8.13790562,0.03376746
CaF2,1,222.100000,8.11086755,0.04443551
CaF2,1,222.200000,7.91869828,0.16238207
CaF2,1,222.300000,7.68175205,0.40948842
CaF2,1,222.400000,7.54728866,0.59965851
CaF2,1,222.500000,7.51433713,0.65177808
CaF2,1,222.600000,7.65592933,0.44320381
CaF2,1,222.700000,7.85779109,0.21517888
CaF2,1,222.800000,7.96092899,0.13013038
CaF2,1,222.900000,7.79082898,0.28178674
CaF2,1,223.000000,7.63135619,0.47652607
CaF2,1,223.100000,7.74949508,0.32737827
CaF2,1,223.200000,7.73455463,0.34469843
CaF2,1,223.300000,7.85412838,0.21859037
CaF2,1,223.400000,7.94652435,0.14073041
CaF2,1,223.500000,7.96881909,0.12450014
CaF2,1,223.600000,8.03900613,0.07989596
CaF2,1,223.700000,7.91760215,0.16326668
CaF2,1,223.800000,7.87490544,0.19959399
CaF2,1,223.900000,7.96053429,0.13041530
CaF2,1,224.000000,8.07489306,0.06089633
CaF2,1,224.100000,8.24647849,0.00565299
CaF2,1,224.200000,8.06174899,0.06755626
CaF2,1,224.300000,8.00546948,0.09997952
CaF2,1,224.400000,8.04494228,0.07657539
CaF2,1,224.500000,8.00434694,0.10069067
CaF2,1,224.600000,8.02021811,0.09087015
CaF2,1,224.700000,7.84795321,0.22440274
CaF2,1,224.800000,7.58947148,0.53610716
CaF2,1,224.900000,7.66748974,0.42794510
CaF2,1,225.000000,7.63924569,0.46569594
CaF2,1,225.100000,7.64762547,0.45432911
CaF2,1,225.200000,7.60860204,0.50845860
CaF2,1,225.300000,7.47434190,0.71795622
CaF2,1,225.400000,7.46979240,0.72568671
CaF2,1,225.500000,7.70561493,0.37951753
CaF2,1,225.600000,7.88780210,0.18823690
CaF2,1,225.700000,8.01798826,0.09221948
CaF2,1,225.800000,7.96250512,0.12899573
CaF2,1,225.900000,7.82945724,0.24226835
CaF2,1,226.000000,7.69262319,0.39569344
CaF2,1,226.100000,7.62565488,0.48442991
CaF2,1,226.200000,7.68557674,0.40460811
CaF2,1,226.300000,7.65569178,0.44352016
CaF2,1,226.400000,7.61529241,0.49896205
CaF2,1,226.500000,7.88090129,0.19427253
CaF2,1,226.600000,8.18594853,0.01841892
CaF2,1,226.700000,8.57947957,0.06646842
CaF2,1,226.800000,8.82680338,0.25516491
CaF2,1,226.900000,8.77621266,0.20661369
CaF2,1,227.000000,8.46781234,0.02135908
CaF2,1,227.100000,8.15002975,0.02945861
CaF2,1,227.200000,8.21175958,0.01207917
CaF2,1,227.300000,8.40983229,0.00777349
CaF2,1,227.400000,8.56908442,0.06121643
CaF2,1,227.500000,8.63815047,0.10016314
CaF2,1,227.600000,8.61937842,0.08863336
CaF2,1,227.700000,8.33954493,0.00031970
CaF2,1,227.800000,7.90450797,0.17401988
CaF2,1,227.900000,8.04081739,0.07887531
CaF2,1,228.000000,8.19338479,0.01645578
CaF2,1,228.100000,8.16335738,0.02506126
CaF2,1,228.200000,7.99749559,0.10508572
CaF2,1,228.300000,7.95884124,0.13164099
CaF2,1,228.400000,8.10374636,0.04748848
CaF2,1,228.500000,8.04548490,0.07627538
CaF2,1,228.600000,7.82783532,0.24386762
CaF2,1,228.700000,7.88426145,0.19132175
CaF2,1,228.800000,8.09833957,0.04987419
CaF2,1,228.900000,8.05414259,0.07156817
CaF2,1,229.000000,7.92824408,0.15477992
CaF2,1,229.100000,7.69971879,0.38681693
CaF2,1,229.200000,7.75187976,0.32465507
CaF2,1,229.300000,7.89375872,0.18310367
CaF2,1,229.400000,8.12375329,0.03916899
CaF2,1,229.500000,8.31008303,0.00013414
CaF2,1,229.600000,8.15509898,0.02774420
CaF2,1,229.700000,7.76689446,0.30777021
CaF2,1,229.800000,7.86287348,0.21048954
CaF2,1,229.900000,8.06785896,0.06441744
CaF2,1,230.000000,8.23485243,0.00753640
CaF2,1,230.100000,8.22751809,0.00886362
CaF2,1,230.200000,8.12370317,0.03918883
CaF2,1,230.300000,8.13587490,0.03451791
CaF2,1,230.400000,7.83249350,0.23928863
CaF2,1,230.500000,7.83481635,0.23702148
CaF2,1,230.600000,8.11972750,0.04077870
CaF2,1,230.700000,8.21445512,0.01149393
CaF2,1,230.800000,8.08995990,0.05368719
CaF2,1,230.900000,7.89867741,0.17891839
CaF2,1,231.000000,7.76636123,0.30836213
CaF2,1,231.100000,7.87892194,0.19602130
CaF2,1,231.200000,7.94331081,0.14315179
CaF2,1,231.300000,7.94851426,0.13924138
CaF2,1,231.400000,7.92555646,0.15690187
CaF2,1,231.500000,7.80807494,0.26377462
CaF2,1,231.600000,7.74606735,0.33131251
CaF2,1,231.700000,7.82113603,0.25052912
CaF2,1,231.800000,7.98306596,0.11464922
CaF2,1,231.900000,8.07807915,0.05933400
CaF2,1,232.000000,8.06401594,0.06638297
CaF2,1,232.100000,8.04912574,0.07427758
CaF2,1,232.200000,7.98356046,0.11431459
CaF2,1,232.300000,7.99699894,0.10540797
CaF2,1,232.400000,8.12969551,0.03685224
CaF2,1,232.500000,7.94119786,0.14475515
CaF2,1,232.600000,7.94250215,0.14376437
CaF2,1,232.700000,8.23110225,0.00820159
CaF2,1,232.800000,8.27426194,0.00224704
CaF2,1,232.900000,8.20226183,0.01425709
CaF2,1,233.000000,7.99057845,0.10961822
CaF2,1,233.100000,7.92705994,0.15571305
CaF2,1,233.200000,8.15478640,0.02784842
CaF2,1,233.300000,8.25038869,0.00508029
CaF2,1,233.400000,8.24658572,0.00563688
CaF2,1,233.500000,8.18172550,0.01958303
CaF2,1,233.600000,8.13223059,0.03588535
CaF2,1,233.700000,7.96271277,0.12884661
CaF2,1,233.800000,7.95769312,0.13247543
CaF2,1,233.900000,8.17957019,0.02019090
CaF2,1,234.000000,8.16306406,0.02515422
CaF2,1,234.100000,7.90859584,0.17062602
CaF2,1,234.200000,7.86751190,0.20625492
CaF2,1,234.300000,8.06206438,0.06739241
CaF2,1,234.400000,8.14080536,0.03271016
CaF2,1,234.500000,8.08768201,0.05474798
CaF2,1,234.600000,7.95270030,0.13613485
CaF2,1,234.700000,7.77742645,0.29619546
CaF2,1,234.800000,7.79180574,0.28075070
CaF2,1,234.900000,7.89472673,0.18227618
CaF2,1,235.000000,8.01375582,0.09480798
CaF2,1,235.100000,7.99484113,0.10681376
CaF2,1,235.200000,8.00381183,0.10103056
CaF2,1,235.300000,7.96474886,0.12738904
CaF2,1,235.400000,8.01404241,0.09463158
CaF2,1,235.500000,8.11231035,0.04382932
CaF2,1,235.600000,8.15357780,0.02825326
CaF2,1,235.700000,8.02913366,0.08557451
CaF2,1,235.800000,7.75838627,0.31728278
CaF2,1,235.900000,7.74621027,0.33114800
CaF2,1,236.000000,8.05162633,0.07292081
CaF2,1,236.100000,8.19189450,0.01684035
CaF2,1,236.200000,8.19581116,0.01583916
CaF2,1,236.300000,8.16907299,0.02328428
CaF2,1,236.400000,8.10250294,0.04803195
CaF2,1,236.500000,8.18275942,0.01929472
CaF2,1,236.600000,8.21891459,0.01055762
CaF2,1,236.700000,8.23434636,0.00762452
CaF2,1,236.800000,8.15617988,0.02738528
CaF2,1,236.900000,8.14458004,0.03135904
CaF2,1,237.000000,8.15264306,0.02856837
CaF2,1,237.100000,8.15184511,0.02883875
CaF2,1,237.200000,7.99708515,0.10535199
CaF2,1,237.300000,7.94529034,0.14165779
CaF2,1,237.400000,8.07723104,0.05974790
CaF2,1,237.500000,8.27545659,0.00213521
CaF2,1,237.600000,8.47551415,0.02366960
CaF2,1,237.700000,8.61706221,0.08725959
CaF2,1,237.800000,8.60911998,0.08263044
CaF2,1,237.900000,8.47800582,0.02444249
CaF2,1,238.000000,8.30787352,0.00019020
CaF2,1,238.100000,8.21261204,0.01189252
CaF2,1,238.200000,8.35738860,0.00127618
CaF2,1,238.300000,8.68163540,0.12957878
CaF2,1,238.400000,8.89221549,0.32552801
CaF2,1,238.500000,8.82355757,0.25189628
CaF2,1,238.600000,8.59227878,0.07323189
CaF2,1,238.700000,8.41266983,0.00828190
CaF2,1,238.800000,8.21176524,0.01207793
CaF2,1,238.900000,8.07691835,0.05990086
CaF2,1,239.000000,8.27200332,0.00246627
CaF2,1,239.100000,8.49477463,0.02996699
CaF2,1,239.200000,8.45222340,0.01704553
CaF2,1,239.300000,8.32899762,0.00005377
CaF2,1,239.400000,8.16516033,0.02449367
CaF2,1,239.500000,8.05832216,0.06934938
CaF2,1,239.600000,8.07846328,0.05914701
CaF2,1,239.700000,8.25452263,0.00450808
CaF2,1,239.800000,8.38095195,0.00351496
CaF2,1,239.900000,8.41027366,0.00785152
CaF2,1,240.000000,8.26437212,0.00328246
CaF2,1,240.100000,8.06428197,0.06624596
CaF2,1,240.200000,7.91798161,0.16296017
CaF2,1,240.300000,8.17658386,0.02104850
CaF2,1,240.400000,8.47448204,0.02335309
CaF2,1,240.500000,8.58843033,0.07116381
CaF2,1,240.600000,8.53633546,0.04608346
CaF2,1,240.700000,8.29561533,0.00067858
CaF2,1,240.800000,8.17506322,0.02149204
CaF2,1,240.900000,8.33626592,0.00021319
CaF2,1,241.000000,8.57309214,0.06321567
CaF2,1,241.100000,8.56855390,0.06095419
CaF2,1,241.200000,8.37605367,0.00295814
CaF2,1,241.300000,8.34682734,0.00063315
CaF2,1,241.400000,8.42504283,0.01068700
CaF2,1,241.500000,8.48904273,0.02801535
CaF2,1,241.600000,8.44697609,0.01570290
CaF2,1,241.700000,8.42583130,0.01085065
CaF2,1,241.800000,8.40497950,0.00694133
CaF2,1,241.900000,8.25705559,0.00417436
CaF2,1,242.000000,8.15753122,0.02693986
CaF2,1,242.100000,8.10003868,0.04911817
CaF2,1,242.200000,7.93598774,0.14874685
CaF2,1,242.300000,7.94770966,0.13984250
CaF2,1,242.400000,8.13420334,0.03514183
CaF2,1,242.500000,8.19509973,0.01601873
CaF2,1,242.600000,8.09404537,0.05181064
CaF2,1,242.700000,7.93152239,0.15221115
CaF2,1,242.800000,7.91858681,0.16247192
CaF2,1,242.900000,8.08895135,0.05415558
CaF2,1,243.000000,8.25521218,0.00441596
CaF2,1,243.100000,8.35497994,0.00110989
CaF2,1,243.200000,8.26032774,0.00376224
CaF2,1,243.300000,8.02179968,0.08991913
CaF2,1,243.400000,8.04798861,0.07489870
CaF2,1,243.500000,8.11876705,0.04116753
CaF2,1,243.600000,8.06373688,0.06652685
CaF2,1,243.700000,8.16310239,0.02514206
CaF2,1,243.800000,8.42316926,0.01030314
CaF2,1,243.900000,8.43789038,0.01350837
CaF2,1,244.000000,8.14061891,0.03277764
CaF2,1,244.100000,7.97687998,0.11887662
CaF2,1,244.200000,8.14294431,0.03194104
CaF2,1,244.300000,8.28188481,0.00158245
CaF2,1,244.400000,8.23909749,0.00681737
CaF2,1,244.500000,8.18934007,0.01750985
CaF2,1,244.600000,8.19472793,0.01611299
CaF2,1,244.700000,8.25401980,0.00457586
CaF2,1,244.800000,8.23377198,0.00772516
CaF2,1,244.900000,7.84378951,0.22836486
CaF2,1,245.000000,7.78952460,0.28317327
CaF2,1,245.100000,8.28963084,0.00102618
CaF2,1,245.200000,8.54391291,0.04939419
CaF2,1,245.300000,8.41186969,0.00813691
CaF2,1,245.400000,8.08857419,0.05433127
CaF2,1,245.500000,7.97688880,0.11887054
CaF2,1,245.600000,8.02948738,0.08536769
CaF2,1,245.700000,7.95766867,0.13249323
CaF2,1,245.800000,7.91495492,0.16541298
CaF2,1,245.900000,7.89658180,0.18069562
CaF2,1,246.000000,8.11131403,0.04424748
CaF2,1,246.100000,8.40767736,0.00739815
CaF2,1,246.200000,8.35274607,0.00096604
CaF2,1,246.300000,8.24508292,0.00586480
CaF2,1,246.400000,8.13146862,0.03617461
CaF2,1,246.500000,7.99342750,0.10773977
CaF2,1,246.600000,8.03657917,0.08127386
CaF2,1,246.700000,8.21444308,0.01149651
CaF2,1,246.800000,8.14300674,0.03191873
CaF2,1,246.900000,7.99331021,0.10781678
CaF2,1,247.000000,7.96884733,0.12448022
CaF2,1,247.100000,8.04031277,0.07915900
CaF2,1,247.200000,7.90200878,0.17611123
CaF2,1,247.300000,7.74782965,0.32928686
CaF2,1,247.400000,7.92358920,0.15846424
CaF2,1,247.500000,7.89451771,0.18245470
CaF2,1,247.600000,7.75719593,0.31862518
CaF2,1,247.700000,7.69958083,0.38698855
CaF2,1,247.800000,7.84904796,0.22336674
CaF2,1,247.900000,8.05067902,0.07343333
CaF2,1,248.000000,8.15459287,0.02791305
CaF2,1,248.100000,8.05755788,0.06975250
CaF2,1,248.200000,7.86368187,0.20974843
CaF2,1,248.300000,7.92094132,0.16057936
CaF2,1,248.400000,8.03905484,0.07986843
CaF2,1,248.500000,8.07763808,0.05954907
CaF2,1,248.600000,7.90273718,0.17550041
CaF2,1,248.700000,8.06599360,0.06536780
CaF2,1,248.800000,8.33521666,0.00018365
CaF2,1,248.900000,8.33608000,0.00020780
CaF2,1,249.000000,8.26435056,0.00328493
CaF2,1,249.100000,8.19655295,0.01565299
CaF2,1,249.200000,8.27019770,0.00264887
CaF2,1,249.300000,8.43435823,0.01269979
CaF2,1,249.400000,8.41567460,0.00883783
CaF2,1,249.500000,8.24452009,0.00595132
CaF2,1,249.600000,8.20228385,0.01425183
CaF2,1,249.700000,8.32650467,0.00002342
CaF2,1,249.800000,8.34013354,0.00034109
CaF2,1,249.900000,8.41970098,0.00961108
CaF2,1,250.000000,8.54743295,0.05097123
CaF2,1,250.100000,8.42217555,0.01010240
CaF2,1,250.200000,8.13679128,0.03417824
CaF2,1,250.300000,7.98597619,0.11268689
CaF2,1,250.400000,7.91652822,0.16413571
CaF2,1,250.500000,8.11142387,0.04420128
CaF2,1,250.600000,8.18167767,0.01959642
CaF2,1,250.700000,8.08886084,0.05419772
CaF2,1,250.800000,8.05783647,0.06960542
CaF2,1,250.900000,8.12789878,0.03754530
CaF2,1,251.000000,8.23303370,0.00785548
CaF2,1,251.100000,8.23419600,0.00765080
CaF2,1,251.200000,8.14586329,0.03090620
CaF2,1,251.300000,8.13943181,0.03320889
CaF2,1,251.400000,8.27722117,0.00197524
CaF2,1,251.500000,8.23612607,0.00731689
CaF2,1,251.600000,8.09179151,0.05284176
CaF2,1,251.700000,8.17490063,0.02153974
CaF2,1,251.800000,8.26277270,0.00346829
CaF2,1,251.900000,8.38350818,0.00382459
CaF2,1,252.000000,8.36703278,0.00205825
CaF2,1,252.100000,8.29355064,0.00079041
CaF2,1,252.200000,8.19727515,0.01547280
CaF2,1,252.300000,8.06039841,0.06826016
CaF2,1,252.400000,7.92516346,0.15721337
CaF2,1,252.500000,7.89818883,0.17933196
CaF2,1,252.600000,7.90377179,0.17463463
CaF2,1,252.700000,7.93360526,0.15059026
CaF2,1,252.800000,8.01809379,0.09215540
CaF2,1,252.900000,8.06005591,0.06843925
CaF2,1,253.000000,8.02983818,0.08516282
CaF2,1,253.100000,7.99580771,0.10618289
CaF2,1,253.200000,7.88420048,0.19137509
CaF2,1,253.300000,7.74244532,0.33549529
CaF2,1,253.400000,7.70718442,0.37758622
CaF2,1,253.500000,7.79424320,0.27817362
CaF2,1,253.600000,7.93121507,0.15245105
CaF2,1,253.700000,8.13141829,0.03619376
CaF2,1,253.800000,8.42971445,0.01167471
CaF2,1,253.900000,8.61186385,0.08421545
CaF2,1,254.000000,8.48962914,0.02821200
CaF2,1,254.100000,8.21942008,0.01045400
CaF2,1,254.200000,8.18981218,0.01738513
CaF2,1,254.300000,8.19374388,0.01636378
CaF2,1,254.400000,8.30422563,0.00030413
CaF2,1,254.500000,8.58077906,0.06714016
CaF2,1,254.600000,8.74520088,0.17938275
CaF2,1,254.700000,8.70674516,0.14828683
CaF2,1,254.800000,8.50661414,0.03420623
CaF2,1,254.900000,8.26216436,0.00354031
CaF2,1,255.000000,8.17304232,0.02208866
CaF2,1,255.100000,8.26141379,0.00363019
CaF2,1,255.200000,8.39353381,0.00516514
CaF2,1,255.300000,8.43620767,0.01312005
CaF2,1,255.400000,8.48571906,0.02691378
CaF2,1,255.500000,8.52602036,0.04176117
CaF2,1,255.600000,8.47000928,0.02200606
CaF2,1,255.700000,8.22882209,0.00861978
CaF2,1,255.800000,8.03209106,0.08385299
CaF2,1,255.900000,8.18894679,0.01761409
CaF2,1,256.000000,8.31756553,0.00001680
CaF2,1,256.100000,8.20283904,0.01411958
CaF2,1,256.200000,8.00964885,0.09735400
CaF2,1,256.300000,7.98461823,0.11360044
CaF2,1,256.400000,8.30177535,0.00039559
CaF2,1,256.500000,8.52191276,0.04009922
CaF2,1,256.600000,8.47662883,0.02401383
CaF2,1,256.700000,8.18966791,0.01742320
CaF2,1,256.800000,7.96716959,0.12566690
CaF2,1,256.900000,8.01037520,0.09690126
CaF2,1,257.000000,8.00506687,0.10023429
CaF2,1,257.100000,8.04336304,0.07745191
CaF2,1,257.200000,8.09249785,0.05251752
CaF2,1,257.300000,8.02368266,0.08879340
CaF2,1,257.400000,7.90397779,0.17446250
CaF2,1,257.500000,7.93447378,0.14991694
CaF2,1,257.600000,8.18386796,0.01898799
CaF2,1,257.700000,8.40310991,0.00663329
CaF2,1,257.800000,8.22630939,0.00909267
CaF2,1,257.900000,7.91049192,0.16906319
CaF2,1,258.000000,7.72268844,0.35877276
CaF2,1,258.100000,7.97467196,0.12040408
CaF2,1,258.200000,8.37153863,0.00248739
CaF2,1,258.300000,8.44640887,0.01556107
CaF2,1,258.400000,8.36615211,0.00197911
CaF2,1,258.500000,8.35104754,0.00086334
CaF2,1,258.600000,8.28696243,0.00120426
CaF2,1,258.700000,8.15895525,0.02647442
CaF2,1,258.800000,8.20318939,0.01403644
CaF2,1,258.900000,8.34741748,0.00066320
CaF2,1,259.000000,8.36040650,0.00150091
CaF2,1,259.100000,8.31052700,0.00012405
CaF2,1,259.200000,8.36460808,0.00184412
CaF2,1,259.300000,8.42476768,0.01063019
CaF2,1,259.400000,8.35338104,0.00100592
CaF2,1,259.500000,8.22159361,0.01001426
CaF2,1,259.600000,8.30424183,0.00030356
CaF2,1,259.700000,8.44421237,0.01501789
CaF2,1,259.800000,8.58659142,0.07018608
CaF2,1,259.900000,8.43340441,0.01248572
CaF2,1,260.000000,8.14752488,0.03032474
CaF2,1,260.100000,7.95066070,0.13764409
CaF2,1,260.200000,7.87304258,0.20126196
CaF2,1,260.300000,7.78676884,0.28611376
CaF2,1,260.400000,7.59705360,0.52506149
CaF2,1,260.500000,7.40688010,0.83683118
CaF2,1,260.600000,7.31304685,1.01731031
CaF2,1,260.700000,7.34214202,0.95946501
CaF2,1,260.800000,7.50088018,0.67368751
CaF2,1,260.900000,7.66269202,0.43424522
CaF2,1,261.000000,7.74271664,0.33518105
CaF2,1,261.100000,7.70397944,0.38153529
CaF2,1,261.200000,7.62390205,0.48687295
CaF2,1,261.300000,7.54032621,0.61049010
CaF2,1,261.400000,7.53426929,0.61999180
CaF2,1,261.500000,7.83071708,0.24102973
CaF2,1,261.600000,8.20967751,0.01254117
CaF2,1,261.700000,8.36376614,0.00177252
CaF2,1,261.800000,8.20522693,0.01355779
CaF2,1,261.900000,7.99049874,0.10967101
CaF2,1,262.000000,7.97086657,0.12305945
CaF2,1,262.100000,8.02489406,0.08807291
CaF2,1,262.200000,8.18282151,0.01927748
CaF2,1,262.300000,8.28119797,0.00163757
CaF2,1,262.400000,8.18446672,0.01882333
CaF2,1,262.500000,7.94187478,0.14424051
CaF2,1,262.600000,7.89945504,0.17826114
CaF2,1,262.700000,7.95185220,0.13676141
CaF2,1,262.800000,8.08198418,0.05744683
CaF2,1,262.900000,8.22400601,0.00953725
CaF2,1,263.000000,8.24709506,0.00556066
CaF2,1,263.100000,7.95283181,0.13603783
CaF2,1,263.200000,7.74042958,0.33783446
CaF2,1,263.300000,7.71411965,0.36911119
CaF2,1,263.400000,7.80264648,0.26938009
CaF2,1,263.500000,7.85813963,0.21485565
CaF2,1,263.600000,7.87010094,0.20390998
CaF2,1,263.700000,7.95611542,0.13362640
CaF2,1,263.800000,8.00962557,0.09736852
CaF2,1,263.900000,7.98463431,0.11358960
CaF2,1,264.000000,7.91360727,0.16651100
CaF2,1,264.100000,7.66963859,0.42513827
CaF2,1,264.200000,7.71008359,0.37403166
CaF2,1,264.300000,8.03584753,0.08169155
CaF2,1,264.400000,8.08068347,0.05807204
CaF2,1,264.500000,7.87052327,0.20352874
CaF2,1,264.600000,7.65643723,0.44252781
CaF2,1,264.700000,7.78119875,0.29210363
CaF2,1,264.800000,8.17283885,0.02214918
CaF2,1,264.900000,8.36634374,0.00199620
CaF2,1,265.000000,8.20659900,0.01324015
CaF2,1,265.100000,7.88509620,0.19059220
CaF2,1,265.200000,7.81120191,0.26057243
CaF2,1,265.300000,8.07104787,0.06280888
CaF2,1,265.400000,8.16013432,0.02609212
CaF2,1,265.500000,8.12791800,0.03753785
CaF2,1,265.600000,8.12412211,0.03902314
CaF2,1,265.700000,8.17447562,0.02166468
CaF2,1,265.800000,8.11151701,0.04416212
CaF2,1,265.900000,8.13547295,0.03466743
CaF2,1,266.000000,8.19649509,0.01566747
CaF2,1,266.100000,8.13366216,0.03534502
CaF2,1,266.200000,8.03241685,0.08366442
CaF2,1,266.300000,7.96456263,0.12752201
CaF2,1,266.400000,7.91871977,0.16236475
CaF2,1,266.500000,7.82462483,0.24704880
CaF2,1,266.600000,7.68114620,0.41026417
CaF2,1,266.700000,7.71111182,0.37277503
CaF2,1,266.800000,7.90349531,0.17486578
CaF2,1,266.900000,7.88861818,0.18752944
CaF2,1,267.000000,7.67297630,0.42079686
CaF2,1,267.100000,7.50301107,0.67019404
CaF2,1,267.200000,7.46206452,0.73891276
CaF2,1,267.300000,7.48233785,0.70446985
CaF2,1,267.400000,7.52924123,0.62793523
CaF2,1,267.500000,7.65253737,0.44773161
CaF2,1,267.600000,7.71175375,0.37199157
CaF2,1,267.700000,7.65382515,0.44600989
CaF2,1,267.800000,7.55617298,0.58597783
CaF2,1,267.900000,7.67687961,0.41574803
CaF2,1,268.000000,7.93519501,0.14935895
CaF2,1,268.100000,8.03947857,0.07962911
CaF2,1,268.200000,7.91347215,0.16662130
CaF2,1,268.300000,7.72634945,0.35440045
CaF2,1,268.400000,7.89029692,0.18607831
CaF2,1,268.500000,8.13119009,0.03628064
CaF2,1,268.600000,8.16478985,0.02460977
CaF2,1,268.700000,7.99495286,0.10674074
CaF2,1,268.800000,8.04656727,0.07567869
CaF2,1,268.900000,8.21688003,0.01097986
CaF2,1,269.000000,8.29585091,0.00066636
CaF2,1,269.100000,8.31878581,0.00000829
CaF2,1,269.200000,8.32971229,0.00006476
CaF2,1,269.300000,8.60188816,0.07852509
CaF2,1,269.400000,8.72354928,0.16151108
CaF2,1,269.500000,8.65023749,0.10795997
CaF2,1,269.600000,8.41766127,0.00921531
CaF2,1,269.700000,8.12676231,0.03798701
CaF2,1,269.800000,8.04688233,0.07550544
CaF2,1,269.900000,8.19649078,0.01566855
CaF2,1,270.000000,8.24581399,0.00575336
CaF2,1,270.100000,8.04553833,0.07624587
CaF2,1,270.200000,8.04443094,0.07685865
CaF2,1,270.300000,8.18289060,0.01925830
CaF2,1,270.400000,8.15490901,0.02780752
CaF2,1,270.500000,8.10790918,0.04569150
CaF2,1,270.600000,7.93659529,0.14827858
CaF2,1,270.700000,7.84260602,0.22949738
CaF2,1,270.800000,7.93820689,0.14704002
CaF2,1,270.900000,8.26702649,0.00298535
CaF2,1,271.000000,8.47847836,0.02459047
CaF2,1,271.100000,8.28099216,0.00165427
CaF2,1,271.200000,7.97590250,0.11955162
CaF2,1,271.300000,8.15477618,0.02785183
CaF2,1,271.400000,8.48090714,0.02535810
CaF2,1,271.500000,8.38579883,0.00411316
CaF2,1,271.600000,8.24116397,0.00648039
CaF2,1,271.700000,8.37528308,0.00287491
CaF2,1,271.800000,8.51687462,0.03810685
CaF2,1,271.900000,8.51427853,0.03710002
CaF2,1,272.000000,8.21002983,0.01246238
CaF2,1,272.100000,8.12917077,0.03705398
CaF2,1,272.200000,8.25686136,0.00419949
CaF2,1,272.300000,8.34757391,0.00067128
CaF2,1,272.400000,8.36012572,0.00147924
CaF2,1,272.500000,8.26465703,0.00324989
CaF2,1,272.600000,8.05795425,0.06954329
CaF2,1,272.700000,7.95760129,0.13254229
CaF2,1,272.800000,7.99032497,0.10978613
CaF2,1,272.900000,7.90181008,0.17627804
CaF2,1,273.000000,7.81226439,0.25948885
CaF2,1,273.100000,7.78065884,0.29268752
CaF2,1,273.200000,7.74207157,0.33592839
CaF2,1,273.300000,7.77486851,0.29898626
CaF2,1,273.400000,7.87407741,0.20033453
CaF2,1,273.500000,7.90638417,0.17245806
CaF2,1,273.600000,7.90764727,0.17141057
CaF2,1,273.700000,7.93303875,0.15103026
CaF2,1,273.800000,8.13433010,0.03509432
CaF2,1,273.900000,8.26403361,0.00332136
CaF2,1,274.000000,8.13210193,0.03593411
CaF2,1,274.100000,8.03354312,0.08301414
CaF2,1,274.200000,8.00042794,0.10319317
CaF2,1,274.300000,7.99579511,0.10619110
CaF2,1,274.400000,8.00570280,0.09983203
CaF2,1,274.500000,7.97712156,0.11871009
CaF2,1,274.600000,7.95467592,0.13468089
CaF2,1,274.700000,7.89168549,0.18488227
CaF2,1,274.800000,7.85364408,0.21904346
CaF2,1,274.900000,7.88453992,0.19107822
CaF2,1,275.000000,8.03253639,0.08359528
CaF2,1,275.100000,8.17374000,0.02188177
CaF2,1,275.200000,8.26102491,0.00367720
CaF2,1,275.300000,8.25313627,0.00469617
CaF2,1,275.400000,8.11279738,0.04362563
CaF2,1,275.500000,7.95389554,0.13525428
