layer,depth_min_A,depth_max_A,n_waters,plotted_wavenumber_cm-1,calculated_wavenumber_cm-1,normalized_VDOS
1,0.0,4.0,22,1267.95562468336,1187.95562468336,0.04093702532334453
1,0.0,4.0,22,1268.4646031001053,1188.4646031001053,0.04087746204509212
1,0.0,4.0,22,1268.9735815168503,1188.9735815168503,0.0408712549323821
1,0.0,4.0,22,1269.4825599335957,1189.4825599335957,0.040919602356096256
1,0.0,4.0,22,1269.991538350341,1189.991538350341,0.041018978345592746
1,0.0,4.0,22,1270.500516767086,1190.500516767086,0.041161278746046755
1,0.0,4.0,22,1271.0094951838314,1191.0094951838314,0.041334228837313206
1,0.0,4.0,22,1271.5184736005765,1191.5184736005765,0.04152205107694938
1,0.0,4.0,22,1272.0274520173218,1192.0274520173218,0.04170650827055072
1,0.0,4.0,22,1272.5364304340671,1192.5364304340671,0.04186847080537236
1,0.0,4.0,22,1273.0454088508122,1193.0454088508122,0.04199004600232825
1,0.0,4.0,22,1273.5543872675576,1193.5543872675576,0.04205706723398968
1,0.0,4.0,22,1274.0633656843027,1194.0633656843027,0.04206146390155109
1,0.0,4.0,22,1274.572344101048,1194.572344101048,0.042002858058593655
1,0.0,4.0,22,1275.081322517793,1195.081322517793,0.04188877746894582
1,0.0,4.0,22,1275.5903009345384,1195.5903009345384,0.04173317523748575
1,0.0,4.0,22,1276.0992793512837,1196.0992793512837,0.041553429215662525
1,0.0,4.0,22,1276.6082577680288,1196.6082577680288,0.041366495586785686
1,0.0,4.0,22,1277.1172361847741,1197.1172361847741,0.041185218676341714
1,0.0,4.0,22,1277.6262146015192,1197.6262146015192,0.04101581503255054
1,0.0,4.0,22,1278.1351930182645,1198.1351930182645,0.040857230863311125
1,0.0,4.0,22,1278.6441714350099,1198.6441714350099,0.040702522367356046
1,0.0,4.0,22,1279.153149851755,1199.153149851755,0.04054181868373092
1,0.0,4.0,22,1279.6621282685003,1199.6621282685003,0.04036599600303177
1,0.0,4.0,22,1280.1711066852454,1200.1711066852454,0.04017004851860527
1,0.0,4.0,22,1280.6800851019907,1200.6800851019907,0.03995530382773607
1,0.0,4.0,22,1281.1890635187358,1201.1890635187358,0.039730007059755726
1,0.0,4.0,22,1281.6980419354811,1201.6980419354811,0.039508242375618764
1,0.0,4.0,22,1282.2070203522264,1202.2070203522264,0.039307534089135336
1,0.0,4.0,22,1282.7159987689715,1202.7159987689715,0.03914569258404873
1,0.0,4.0,22,1283.2249771857169,1203.2249771857169,0.03903753519364793
1,0.0,4.0,22,1283.733955602462,1203.733955602462,0.03899206287224875
1,0.0,4.0,22,1284.2429340192073,1204.2429340192073,0.03901056438368008
1,0.0,4.0,22,1284.7519124359526,1204.7519124359526,0.03908598298398603
1,0.0,4.0,22,1285.2608908526977,1205.2608908526977,0.039203716496234324
1,0.0,4.0,22,1285.769869269443,1205.769869269443,0.0393438152719796
1,0.0,4.0,22,1286.278847686188,1206.278847686188,0.039484292573367025
1,0.0,4.0,22,1286.7878261029334,1206.7878261029334,0.03960500271891583
1,0.0,4.0,22,1287.2968045196785,1207.2968045196785,0.039691343484843974
1,0.0,4.0,22,1287.8057829364238,1207.8057829364238,0.03973698118172863
1,0.0,4.0,22,1288.3147613531692,1208.3147613531692,0.0397449339070888
1,0.0,4.0,22,1288.8237397699143,1208.8237397699143,0.03972667792531913
1,0.0,4.0,22,1289.3327181866596,1209.3327181866596,0.03969939448060968
1,0.0,4.0,22,1289.8416966034047,1209.8416966034047,0.03968193099185762
1,0.0,4.0,22,1290.35067502015,1210.35067502015,0.03969038163625104
1,0.0,4.0,22,1290.8596534368953,1210.8596534368953,0.03973429982163927
1,0.0,4.0,22,1291.3686318536404,1211.3686318536404,0.039814404996855714
1,0.0,4.0,22,1291.8776102703857,1211.8776102703857,0.03992227884941454
1,0.0,4.0,22,1292.3865886871308,1212.3865886871308,0.04004206184384822
1,0.0,4.0,22,1292.8955671038761,1212.8955671038761,0.04015369007116305
1,0.0,4.0,22,1293.4045455206212,1213.4045455206212,0.04023687568696854
1,0.0,4.0,22,1293.9135239373666,1213.9135239373666,0.040274911589537735
1,0.0,4.0,22,1294.4225023541119,1214.4225023541119,0.0402574916034612
1,0.0,4.0,22,1294.931480770857,1214.931480770857,0.04018203811537644
1,0.0,4.0,22,1295.4404591876023,1215.4404591876023,0.040053429183131824
1,0.0,4.0,22,1295.9494376043474,1215.9494376043474,0.03988240511846524
1,0.0,4.0,22,1296.4584160210927,1216.4584160210927,0.03968320927423469
1,0.0,4.0,22,1296.967394437838,1216.967394437838,0.039471115743669516
1,0.0,4.0,22,1297.4763728545831,1217.4763728545831,0.03926040808504856
1,0.0,4.0,22,1297.9853512713285,1217.9853512713285,0.03906314215965317
1,0.0,4.0,22,1298.4943296880735,1218.4943296880735,0.03888873519444129
1,0.0,4.0,22,1299.0033081048189,1219.0033081048189,0.03874416632850558
1,0.0,4.0,22,1299.512286521564,1219.512286521564,0.03863442736994727
1,0.0,4.0,22,1300.0212649383093,1220.0212649383093,0.03856286184121479
1,0.0,4.0,22,1300.5302433550546,1220.5302433550546,0.038531161759135346
1,0.0,4.0,22,1301.0392217717997,1221.0392217717997,0.038538999241830574
1,0.0,4.0,22,1301.548200188545,1221.548200188545,0.03858347697127631
1,0.0,4.0,22,1302.0571786052901,1222.0571786052901,0.03865871555626904
1,0.0,4.0,22,1302.5661570220354,1222.5661570220354,0.03875591190687099
1,0.0,4.0,22,1303.0751354387808,1223.0751354387808,0.03886409484869544
1,0.0,4.0,22,1303.5841138555259,1223.5841138555259,0.038971604208287394
1,0.0,4.0,22,1304.0930922722712,1224.0930922722712,0.039068085228559646
1,0.0,4.0,22,1304.6020706890163,1224.6020706890163,0.039146587818052976
1,0.0,4.0,22,1305.1110491057616,1225.1110491057616,0.03920524804011002
1,0.0,4.0,22,1305.6200275225067,1225.6200275225067,0.039248044929288
1,0.0,4.0,22,1306.129005939252,1226.129005939252,0.03928427869407269
1,0.0,4.0,22,1306.6379843559973,1226.6379843559973,0.039326685381888625
1,0.0,4.0,22,1307.1469627727424,1227.1469627727424,0.03938843729889006
